value,parameter,region_2,technology_1,technology_2
13.280186940890196,capaConvLow,DEF0,electrolysis,
2.0625382831497343,capaConvLow,DEG0,electrolysis,
0.00018287289990382577,capaStOutLow,DE11,,home
0.0,capaStOutLow,DE12,,home
0.0,capaStOutLow,DE13,,home
0.0,capaStOutLow,DE14,,home
0.00020377407314558114,capaStOutLow,DE21,,home
0.00018345386815247879,capaStOutLow,DE22,,home
0.0001292222756256954,capaStOutLow,DE23,,home
0.00011518901035149402,capaStOutLow,DE24,,home
0.00011373783464047904,capaStOutLow,DE25,,home
0.00011889195264905401,capaStOutLow,DE26,,home
0.00020426177135556296,capaStOutLow,DE27,,home
0.0,capaStOutLow,DE30,,home
0.000597380707873829,capaStOutLow,DE40,,home
0.0,capaStOutLow,DE50,,home
0.0,capaStOutLow,DE60,,home
0.00011003672807405423,capaStOutLow,DE71,,home
0.0,capaStOutLow,DE72,,home
0.00013530590121197886,capaStOutLow,DE73,,home
0.0009263285443605425,capaStOutLow,DE80,,home
0.00010556080784568558,capaStOutLow,DE91,,home
0.0003689969064959452,capaStOutLow,DE92,,home
0.0003780540448524918,capaStOutLow,DE93,,home
0.0006902661857817699,capaStOutLow,DE94,,home
0.00013093508746197998,capaStOutLow,DEA1,,home
0.00017407146553793563,capaStOutLow,DEA2,,home
0.00021523822717302353,capaStOutLow,DEA3,,home
0.0001952231508482674,capaStOutLow,DEA4,,home
0.0001152355203976356,capaStOutLow,DEA5,,home
0.00012866120014204052,capaStOutLow,DEB1,,home
0.0,capaStOutLow,DEB2,,home
0.00011620738466604971,capaStOutLow,DEB3,,home
0.0,capaStOutLow,DEC0_,,home
0.00017681533710429623,capaStOutLow,DED2,,home
0.0001287608364812181,capaStOutLow,DED4,,home
0.0,capaStOutLow,DED5,,home
0.0005913220216057886,capaStOutLow,DEE0,,home
0.0013389891351288845,capaStOutLow,DEF0,,home
0.0002079576412754739,capaStOutLow,DEG0,,home
0.0,capaStSizeLow,DE11,,home
0.0,capaStSizeLow,DE12,,home
0.0,capaStSizeLow,DE13,,home
0.0,capaStSizeLow,DE14,,home
0.0,capaStSizeLow,DE21,,home
0.0,capaStSizeLow,DE22,,home
0.0,capaStSizeLow,DE23,,home
0.0,capaStSizeLow,DE24,,home
0.0,capaStSizeLow,DE25,,home
0.0,capaStSizeLow,DE26,,home
0.0,capaStSizeLow,DE27,,home
0.0,capaStSizeLow,DE30,,home
0.0,capaStSizeLow,DE40,,home
0.0,capaStSizeLow,DE50,,home
0.0,capaStSizeLow,DE60,,home
0.0,capaStSizeLow,DE71,,home
0.0,capaStSizeLow,DE72,,home
0.0,capaStSizeLow,DE73,,home
0.0,capaStSizeLow,DE80,,home
0.0,capaStSizeLow,DE91,,home
0.0,capaStSizeLow,DE92,,home
0.0,capaStSizeLow,DE93,,home
0.0,capaStSizeLow,DE94,,home
0.0,capaStSizeLow,DEA1,,home
0.0,capaStSizeLow,DEA2,,home
0.0,capaStSizeLow,DEA3,,home
0.0,capaStSizeLow,DEA4,,home
0.0,capaStSizeLow,DEA5,,home
0.0,capaStSizeLow,DEB1,,home
0.0,capaStSizeLow,DEB2,,home
0.0,capaStSizeLow,DEB3,,home
0.0,capaStSizeLow,DEC0_,,home
0.0,capaStSizeLow,DED2,,home
0.0,capaStSizeLow,DED4,,home
0.0,capaStSizeLow,DED5,,home
0.0,capaStSizeLow,DEE0,,home
0.0,capaStSizeLow,DEF0,,home
0.0,capaStSizeLow,DEG0,,home
0.0,capaStInLow,DE11,,home
0.0,capaStInLow,DE12,,home
0.0,capaStInLow,DE13,,home
0.0,capaStInLow,DE14,,home
0.0,capaStInLow,DE21,,home
0.0,capaStInLow,DE22,,home
0.0,capaStInLow,DE23,,home
0.0,capaStInLow,DE24,,home
0.0,capaStInLow,DE25,,home
0.0,capaStInLow,DE26,,home
0.0,capaStInLow,DE27,,home
0.0,capaStInLow,DE30,,home
0.0,capaStInLow,DE40,,home
0.0,capaStInLow,DE50,,home
0.0,capaStInLow,DE60,,home
0.0,capaStInLow,DE71,,home
0.0,capaStInLow,DE72,,home
0.0,capaStInLow,DE73,,home
0.0,capaStInLow,DE80,,home
0.0,capaStInLow,DE91,,home
0.0,capaStInLow,DE92,,home
0.0,capaStInLow,DE93,,home
0.0,capaStInLow,DE94,,home
