timestep_4,technology_2,technology_3,parameter,value
h4517,offshore,offshore_b,avaConv,0.002338164
h4518,offshore,offshore_b,avaConv,0.001374687
h4519,offshore,offshore_b,avaConv,0.001122679
h4520,offshore,offshore_b,avaConv,0.002350467
h4521,offshore,offshore_b,avaConv,0.006469121
h4522,offshore,offshore_b,avaConv,0.013233647
h4523,offshore,offshore_b,avaConv,0.023071243
h4524,offshore,offshore_b,avaConv,0.053502685
h4525,offshore,offshore_b,avaConv,0.066716148
h4526,offshore,offshore_b,avaConv,0.062975294
h4527,offshore,offshore_b,avaConv,0.054959143
h4528,offshore,offshore_b,avaConv,0.069045776
h4529,offshore,offshore_b,avaConv,0.089188417
h4530,offshore,offshore_b,avaConv,0.056670857
h4531,offshore,offshore_b,avaConv,0.017234581
h4532,offshore,offshore_b,avaConv,0.00447463
h4533,offshore,offshore_b,avaConv,0.001459916
h4534,offshore,offshore_b,avaConv,0.000909019
h4535,offshore,offshore_b,avaConv,0.000849813
h4536,offshore,offshore_b,avaConv,0.000639133
h4537,offshore,offshore_b,avaConv,0.000348056
h4538,offshore,offshore_b,avaConv,0.0002789
h4539,offshore,offshore_b,avaConv,0.000231117
h4540,offshore,offshore_b,avaConv,0.000188703
h4541,offshore,offshore_b,avaConv,0.000174699
h4542,offshore,offshore_b,avaConv,0.00015165
h4543,offshore,offshore_b,avaConv,0.000137035
h4544,offshore,offshore_b,avaConv,0.000114162
h4545,offshore,offshore_b,avaConv,0.000163451
h4546,offshore,offshore_b,avaConv,0.000730088
h4547,offshore,offshore_b,avaConv,0.006574774
h4548,offshore,offshore_b,avaConv,0.033004047
h4549,offshore,offshore_b,avaConv,0.077941583
h4550,offshore,offshore_b,avaConv,0.092715692
h4551,offshore,offshore_b,avaConv,0.231160209
h4552,offshore,offshore_b,avaConv,0.264184991
h4553,offshore,offshore_b,avaConv,0.158492224
h4554,offshore,offshore_b,avaConv,0.091390252
h4555,offshore,offshore_b,avaConv,0.125100688
h4556,offshore,offshore_b,avaConv,0.130284004
h4557,offshore,offshore_b,avaConv,0.147371845
h4558,offshore,offshore_b,avaConv,0.211118614
h4559,offshore,offshore_b,avaConv,0.373527835
h4560,offshore,offshore_b,avaConv,0.257635087
h4561,offshore,offshore_b,avaConv,0.169874127
h4562,offshore,offshore_b,avaConv,0.105823538
h4563,offshore,offshore_b,avaConv,0.077148595
h4564,offshore,offshore_b,avaConv,0.024226041
h4565,offshore,offshore_b,avaConv,0.003864659
h4566,offshore,offshore_b,avaConv,0.000427803
h4567,offshore,offshore_b,avaConv,0.000241736
h4568,offshore,offshore_b,avaConv,0.000281027
h4569,offshore,offshore_b,avaConv,0.000195502
h4570,offshore,offshore_b,avaConv,0.000165068
h4571,offshore,offshore_b,avaConv,0.00021217
h4572,offshore,offshore_b,avaConv,0.000216965
h4573,offshore,offshore_b,avaConv,0.000376905
h4574,offshore,offshore_b,avaConv,0.000603911
h4575,offshore,offshore_b,avaConv,0.001040821
h4576,offshore,offshore_b,avaConv,0.005638945
h4577,offshore,offshore_b,avaConv,0.005005798
h4578,offshore,offshore_b,avaConv,0.006289919
h4579,offshore,offshore_b,avaConv,0.005178114
h4580,offshore,offshore_b,avaConv,0.014608318
h4581,offshore,offshore_b,avaConv,0.018936028
h4582,offshore,offshore_b,avaConv,0.036186261
h4583,offshore,offshore_b,avaConv,0.065953927
h4584,offshore,offshore_b,avaConv,0.110352028
h4585,offshore,offshore_b,avaConv,0.13072368
h4586,offshore,offshore_b,avaConv,0.154040741
h4587,offshore,offshore_b,avaConv,0.177071323
h4588,offshore,offshore_b,avaConv,0.141877201
h4589,offshore,offshore_b,avaConv,0.121635072
h4590,offshore,offshore_b,avaConv,0.106474396
h4591,offshore,offshore_b,avaConv,0.13039381
h4592,offshore,offshore_b,avaConv,0.160301733
h4593,offshore,offshore_b,avaConv,0.167304278
h4594,offshore,offshore_b,avaConv,0.138961339
h4595,offshore,offshore_b,avaConv,0.082763431
h4596,offshore,offshore_b,avaConv,0.059930973
h4597,offshore,offshore_b,avaConv,0.026828711
h4598,offshore,offshore_b,avaConv,0.011762547
h4599,offshore,offshore_b,avaConv,0.003765987
h4600,offshore,offshore_b,avaConv,0.012529518
h4601,offshore,offshore_b,avaConv,0.011302976
h4602,offshore,offshore_b,avaConv,0.027536971
h4603,offshore,offshore_b,avaConv,0.013405965
h4604,offshore,offshore_b,avaConv,0.01770746
h4605,offshore,offshore_b,avaConv,0.023836005
h4606,offshore,offshore_b,avaConv,0.073626072
h4607,offshore,offshore_b,avaConv,0.235205742
h4608,offshore,offshore_b,avaConv,0.266136881
h4609,offshore,offshore_b,avaConv,0.077796914
h4610,offshore,offshore_b,avaConv,0.038293426
h4611,offshore,offshore_b,avaConv,0.037606976
h4612,offshore,offshore_b,avaConv,0.08421764
h4613,offshore,offshore_b,avaConv,0.136321808
h4614,offshore,offshore_b,avaConv,0.128428725
h4615,offshore,offshore_b,avaConv,0.122155105
h4616,offshore,offshore_b,avaConv,0.220871248
h4617,offshore,offshore_b,avaConv,0.194777939
h4618,offshore,offshore_b,avaConv,0.216198397
h4619,offshore,offshore_b,avaConv,0.229592598
h4620,offshore,offshore_b,avaConv,0.258016697
h4621,offshore,offshore_b,avaConv,0.221883135
h4622,offshore,offshore_b,avaConv,0.223577956
h4623,offshore,offshore_b,avaConv,0.197222898
h4624,offshore,offshore_b,avaConv,0.167707936
h4625,offshore,offshore_b,avaConv,0.168788217
h4626,offshore,offshore_b,avaConv,0.240929515
h4627,offshore,offshore_b,avaConv,0.344596941
h4628,offshore,offshore_b,avaConv,0.463980292
h4629,offshore,offshore_b,avaConv,0.462140887
h4630,offshore,offshore_b,avaConv,0.419451719
h4631,offshore,offshore_b,avaConv,0.385266978
h4632,offshore,offshore_b,avaConv,0.293862849
h4633,offshore,offshore_b,avaConv,0.219527882
h4634,offshore,offshore_b,avaConv,0.115533344
h4635,offshore,offshore_b,avaConv,0.059058673
h4636,offshore,offshore_b,avaConv,0.030761247
h4637,offshore,offshore_b,avaConv,0.016709752
h4638,offshore,offshore_b,avaConv,0.012029669
h4639,offshore,offshore_b,avaConv,0.011997988
h4640,offshore,offshore_b,avaConv,0.010245663
h4641,offshore,offshore_b,avaConv,0.020403229
h4642,offshore,offshore_b,avaConv,0.021987511
h4643,offshore,offshore_b,avaConv,0.025661616
h4644,offshore,offshore_b,avaConv,0.021524994
h4645,offshore,offshore_b,avaConv,0.005404479
h4646,offshore,offshore_b,avaConv,0.001504227
h4647,offshore,offshore_b,avaConv,0.000227054
h4648,offshore,offshore_b,avaConv,0.000114436
h4649,offshore,offshore_b,avaConv,0.000100824
h4650,offshore,offshore_b,avaConv,0.000101273
h4651,offshore,offshore_b,avaConv,0.000100171
h4652,offshore,offshore_b,avaConv,0.000100041
h4653,offshore,offshore_b,avaConv,0.000100018
h4654,offshore,offshore_b,avaConv,0.00010003
h4655,offshore,offshore_b,avaConv,0.00010002
h4656,offshore,offshore_b,avaConv,0.000100006
h4657,offshore,offshore_b,avaConv,0.000100014
h4658,offshore,offshore_b,avaConv,0.000100012
h4659,offshore,offshore_b,avaConv,0.00010001
h4660,offshore,offshore_b,avaConv,0.000100011
h4661,offshore,offshore_b,avaConv,0.000100051
h4662,offshore,offshore_b,avaConv,0.00010002
h4663,offshore,offshore_b,avaConv,0.000100043
h4664,offshore,offshore_b,avaConv,0.00010002
h4665,offshore,offshore_b,avaConv,0.000100016
h4666,offshore,offshore_b,avaConv,0.000100004
h4667,offshore,offshore_b,avaConv,0.000100013
h4668,offshore,offshore_b,avaConv,0.000100021
h4669,offshore,offshore_b,avaConv,0.000100018
h4670,offshore,offshore_b,avaConv,0.000100556
h4671,offshore,offshore_b,avaConv,0.000105268
h4672,offshore,offshore_b,avaConv,0.000103412
h4673,offshore,offshore_b,avaConv,0.000106644
h4674,offshore,offshore_b,avaConv,0.000106534
h4675,offshore,offshore_b,avaConv,0.00011587
h4676,offshore,offshore_b,avaConv,0.000141692
h4677,offshore,offshore_b,avaConv,0.00012838
h4678,offshore,offshore_b,avaConv,0.000126299
h4679,offshore,offshore_b,avaConv,0.000270593
h4680,offshore,offshore_b,avaConv,0.000685936
h4681,offshore,offshore_b,avaConv,0.001715196
h4682,offshore,offshore_b,avaConv,0.007280859
h4683,offshore,offshore_b,avaConv,0.017044119
h4684,offshore,offshore_b,avaConv,0.032466847
h4685,offshore,offshore_b,avaConv,0.043298861
h4686,offshore,offshore_b,avaConv,0.046538845
h4687,offshore,offshore_b,avaConv,0.04429676
h4688,offshore,offshore_b,avaConv,0.053556064
h4689,offshore,offshore_b,avaConv,0.073972343
h4690,offshore,offshore_b,avaConv,0.100731843
h4691,offshore,offshore_b,avaConv,0.057119534
h4692,offshore,offshore_b,avaConv,0.125100688
h4693,offshore,offshore_b,avaConv,0.11533431
h4694,offshore,offshore_b,avaConv,0.111025351
h4695,offshore,offshore_b,avaConv,0.159524191
h4696,offshore,offshore_b,avaConv,0.195539336
h4697,offshore,offshore_b,avaConv,0.218524707
h4698,offshore,offshore_b,avaConv,0.243286778
h4699,offshore,offshore_b,avaConv,0.241833955
h4700,offshore,offshore_b,avaConv,0.253655701
h4701,offshore,offshore_b,avaConv,0.290484591
h4702,offshore,offshore_b,avaConv,0.272461566
h4703,offshore,offshore_b,avaConv,0.295777056
h4704,offshore,offshore_b,avaConv,0.272860864
h4705,offshore,offshore_b,avaConv,0.268889133
h4706,offshore,offshore_b,avaConv,0.293438835
h4707,offshore,offshore_b,avaConv,0.266528657
h4708,offshore,offshore_b,avaConv,0.231859701
h4709,offshore,offshore_b,avaConv,0.247687713
h4710,offshore,offshore_b,avaConv,0.260315986
h4711,offshore,offshore_b,avaConv,0.216529494
h4712,offshore,offshore_b,avaConv,0.200003127
h4713,offshore,offshore_b,avaConv,0.15253805
h4714,offshore,offshore_b,avaConv,0.107597697
h4715,offshore,offshore_b,avaConv,0.088865908
h4716,offshore,offshore_b,avaConv,0.088383917
h4717,offshore,offshore_b,avaConv,0.056670857
h4718,offshore,offshore_b,avaConv,0.033402562
h4719,offshore,offshore_b,avaConv,0.017002027
h4720,offshore,offshore_b,avaConv,0.007945829
h4721,offshore,offshore_b,avaConv,0.003604232
h4722,offshore,offshore_b,avaConv,0.002073572
h4723,offshore,offshore_b,avaConv,0.001124851
h4724,offshore,offshore_b,avaConv,0.001656382
h4725,offshore,offshore_b,avaConv,0.001526817
h4726,offshore,offshore_b,avaConv,0.004186958
h4727,offshore,offshore_b,avaConv,0.009595593
h4728,offshore,offshore_b,avaConv,0.015857382
h4729,offshore,offshore_b,avaConv,0.020305864
h4730,offshore,offshore_b,avaConv,0.017002027
h4731,offshore,offshore_b,avaConv,0.052654479
h4732,offshore,offshore_b,avaConv,0.066207212
h4733,offshore,offshore_b,avaConv,0.056670857
h4734,offshore,offshore_b,avaConv,0.054959143
h4735,offshore,offshore_b,avaConv,0.062792815
h4736,offshore,offshore_b,avaConv,0.074459339
h4737,offshore,offshore_b,avaConv,0.067421111
h4738,offshore,offshore_b,avaConv,0.04049911
h4739,offshore,offshore_b,avaConv,0.010872769
h4740,offshore,offshore_b,avaConv,0.002289497
h4741,offshore,offshore_b,avaConv,0.001403482
h4742,offshore,offshore_b,avaConv,0.000613778
h4743,offshore,offshore_b,avaConv,0.000664149
h4744,offshore,offshore_b,avaConv,0.001438188
h4745,offshore,offshore_b,avaConv,0.001398208
h4746,offshore,offshore_b,avaConv,0.000853195
h4747,offshore,offshore_b,avaConv,0.000612536
h4748,offshore,offshore_b,avaConv,0.001281586
h4749,offshore,offshore_b,avaConv,0.000970047
h4750,offshore,offshore_b,avaConv,0.000270593
h4751,offshore,offshore_b,avaConv,0.000160755
h4752,offshore,offshore_b,avaConv,0.000180622
h4753,offshore,offshore_b,avaConv,0.000178426
h4754,offshore,offshore_b,avaConv,0.00011206
h4755,offshore,offshore_b,avaConv,0.000104415
h4756,offshore,offshore_b,avaConv,0.000101049
h4757,offshore,offshore_b,avaConv,0.000100451
h4758,offshore,offshore_b,avaConv,0.000100411
h4759,offshore,offshore_b,avaConv,0.000100721
h4760,offshore,offshore_b,avaConv,0.000100909
h4761,offshore,offshore_b,avaConv,0.000100817
h4762,offshore,offshore_b,avaConv,0.000106355
h4763,offshore,offshore_b,avaConv,0.000211807
h4764,offshore,offshore_b,avaConv,0.000620024
h4765,offshore,offshore_b,avaConv,0.001326165
h4766,offshore,offshore_b,avaConv,0.001142364
h4767,offshore,offshore_b,avaConv,0.00084141
h4768,offshore,offshore_b,avaConv,0.001111873
h4769,offshore,offshore_b,avaConv,0.001231245
h4770,offshore,offshore_b,avaConv,0.001252603
h4771,offshore,offshore_b,avaConv,0.000872021
h4772,offshore,offshore_b,avaConv,0.000951173
h4773,offshore,offshore_b,avaConv,0.000715561
h4774,offshore,offshore_b,avaConv,0.000743398
h4775,offshore,offshore_b,avaConv,0.000594197
h4776,offshore,offshore_b,avaConv,0.000656149
h4777,offshore,offshore_b,avaConv,0.001629134
h4778,offshore,offshore_b,avaConv,0.001034751
h4779,offshore,offshore_b,avaConv,0.000449077
h4780,offshore,offshore_b,avaConv,0.000313627
h4781,offshore,offshore_b,avaConv,0.000363604
h4782,offshore,offshore_b,avaConv,0.000239992
h4783,offshore,offshore_b,avaConv,0.000111765
h4784,offshore,offshore_b,avaConv,0.000104008
h4785,offshore,offshore_b,avaConv,0.000107098
h4786,offshore,offshore_b,avaConv,0.000181738
h4787,offshore,offshore_b,avaConv,0.000180068
h4788,offshore,offshore_b,avaConv,0.000158152
h4789,offshore,offshore_b,avaConv,0.000250264
h4790,offshore,offshore_b,avaConv,0.000479168
h4791,offshore,offshore_b,avaConv,0.000870294
h4792,offshore,offshore_b,avaConv,0.001785531
h4793,offshore,offshore_b,avaConv,0.001975813
h4794,offshore,offshore_b,avaConv,0.001291377
h4795,offshore,offshore_b,avaConv,0.000424361
h4796,offshore,offshore_b,avaConv,0.000159225
h4797,offshore,offshore_b,avaConv,0.000126187
h4798,offshore,offshore_b,avaConv,0.00013674
h4799,offshore,offshore_b,avaConv,0.000120971
h4800,offshore,offshore_b,avaConv,0.000119084
h4801,offshore,offshore_b,avaConv,0.000101823
h4802,offshore,offshore_b,avaConv,0.000102534
h4803,offshore,offshore_b,avaConv,0.000102779
h4804,offshore,offshore_b,avaConv,0.000102402
h4805,offshore,offshore_b,avaConv,0.000102672
h4806,offshore,offshore_b,avaConv,0.000100596
h4807,offshore,offshore_b,avaConv,0.000100311
h4808,offshore,offshore_b,avaConv,0.000100221
h4809,offshore,offshore_b,avaConv,0.000100193
h4810,offshore,offshore_b,avaConv,0.000100243
h4811,offshore,offshore_b,avaConv,0.000100048
h4812,offshore,offshore_b,avaConv,0.000100055
h4813,offshore,offshore_b,avaConv,0.000100008
h4814,offshore,offshore_b,avaConv,0.0001
h4815,offshore,offshore_b,avaConv,0.0001
h4816,offshore,offshore_b,avaConv,0.0001
h4817,offshore,offshore_b,avaConv,0.0001
h4818,offshore,offshore_b,avaConv,0.0001
h4819,offshore,offshore_b,avaConv,0.0001
h4820,offshore,offshore_b,avaConv,0.00010001
h4821,offshore,offshore_b,avaConv,0.000100447
h4822,offshore,offshore_b,avaConv,0.000102928
h4823,offshore,offshore_b,avaConv,0.000110114
h4824,offshore,offshore_b,avaConv,0.000149182
h4825,offshore,offshore_b,avaConv,0.000251648
h4826,offshore,offshore_b,avaConv,0.00034531
h4827,offshore,offshore_b,avaConv,0.000595403
h4828,offshore,offshore_b,avaConv,0.001250214
h4829,offshore,offshore_b,avaConv,0.002383541
h4830,offshore,offshore_b,avaConv,0.0039211
h4831,offshore,offshore_b,avaConv,0.003414427
h4832,offshore,offshore_b,avaConv,0.003254582
h4833,offshore,offshore_b,avaConv,0.004734056
h4834,offshore,offshore_b,avaConv,0.007217999
h4835,offshore,offshore_b,avaConv,0.01832453
h4836,offshore,offshore_b,avaConv,0.050276446
h4837,offshore,offshore_b,avaConv,0.081404598
h4838,offshore,offshore_b,avaConv,0.135753408
h4839,offshore,offshore_b,avaConv,0.194625948
h4840,offshore,offshore_b,avaConv,0.180904575
h4841,offshore,offshore_b,avaConv,0.139889082
h4842,offshore,offshore_b,avaConv,0.135753408
h4843,offshore,offshore_b,avaConv,0.10189576
h4844,offshore,offshore_b,avaConv,0.029819778
h4845,offshore,offshore_b,avaConv,0.013933932
h4846,offshore,offshore_b,avaConv,0.014113642
h4847,offshore,offshore_b,avaConv,0.013233647
h4848,offshore,offshore_b,avaConv,0.005044538
h4849,offshore,offshore_b,avaConv,0.000844762
h4850,offshore,offshore_b,avaConv,0.000155846
h4851,offshore,offshore_b,avaConv,0.000102585
h4852,offshore,offshore_b,avaConv,0.000100374
h4853,offshore,offshore_b,avaConv,0.000104415
h4854,offshore,offshore_b,avaConv,0.000103863
h4855,offshore,offshore_b,avaConv,0.000101352
h4856,offshore,offshore_b,avaConv,0.000100226
h4857,offshore,offshore_b,avaConv,0.000100012
h4858,offshore,offshore_b,avaConv,0.000100006
h4859,offshore,offshore_b,avaConv,0.000100032
h4860,offshore,offshore_b,avaConv,0.000100068
h4861,offshore,offshore_b,avaConv,0.000100026
h4862,offshore,offshore_b,avaConv,0.000100012
h4863,offshore,offshore_b,avaConv,0.000100016
h4864,offshore,offshore_b,avaConv,0.000100131
h4865,offshore,offshore_b,avaConv,0.000101888
h4866,offshore,offshore_b,avaConv,0.000109075
h4867,offshore,offshore_b,avaConv,0.000104415
h4868,offshore,offshore_b,avaConv,0.00010377
h4869,offshore,offshore_b,avaConv,0.000108566
h4870,offshore,offshore_b,avaConv,0.000105087
h4871,offshore,offshore_b,avaConv,0.000102039
h4872,offshore,offshore_b,avaConv,0.000103391
h4873,offshore,offshore_b,avaConv,0.000102169
h4874,offshore,offshore_b,avaConv,0.00010558
h4875,offshore,offshore_b,avaConv,0.000107952
h4876,offshore,offshore_b,avaConv,0.000112982
h4877,offshore,offshore_b,avaConv,0.000150309
h4878,offshore,offshore_b,avaConv,0.000199057
h4879,offshore,offshore_b,avaConv,0.000241736
h4880,offshore,offshore_b,avaConv,0.00025586
h4881,offshore,offshore_b,avaConv,0.000141692
h4882,offshore,offshore_b,avaConv,0.000122212
h4883,offshore,offshore_b,avaConv,0.000112919
h4884,offshore,offshore_b,avaConv,0.00010181
h4885,offshore,offshore_b,avaConv,0.000100477
h4886,offshore,offshore_b,avaConv,0.000100824
h4887,offshore,offshore_b,avaConv,0.000103369
h4888,offshore,offshore_b,avaConv,0.000107254
h4889,offshore,offshore_b,avaConv,0.00011617
h4890,offshore,offshore_b,avaConv,0.000144021
h4891,offshore,offshore_b,avaConv,0.000149182
h4892,offshore,offshore_b,avaConv,0.00011206
h4893,offshore,offshore_b,avaConv,0.00010808
h4894,offshore,offshore_b,avaConv,0.000107576
h4895,offshore,offshore_b,avaConv,0.000105453
h4896,offshore,offshore_b,avaConv,0.000107454
h4897,offshore,offshore_b,avaConv,0.000108794
h4898,offshore,offshore_b,avaConv,0.000110429
h4899,offshore,offshore_b,avaConv,0.000109266
h4900,offshore,offshore_b,avaConv,0.000110323
h4901,offshore,offshore_b,avaConv,0.000102797
h4902,offshore,offshore_b,avaConv,0.000101099
h4903,offshore,offshore_b,avaConv,0.000101263
h4904,offshore,offshore_b,avaConv,0.000101403
h4905,offshore,offshore_b,avaConv,0.000100673
h4906,offshore,offshore_b,avaConv,0.000100125
h4907,offshore,offshore_b,avaConv,0.00010002
h4908,offshore,offshore_b,avaConv,0.000100001
h4909,offshore,offshore_b,avaConv,0.0001
h4910,offshore,offshore_b,avaConv,0.0001
h4911,offshore,offshore_b,avaConv,0.0001
h4912,offshore,offshore_b,avaConv,0.0001
h4913,offshore,offshore_b,avaConv,0.0001
h4914,offshore,offshore_b,avaConv,0.000100002
h4915,offshore,offshore_b,avaConv,0.0001
h4916,offshore,offshore_b,avaConv,0.0001
h4917,offshore,offshore_b,avaConv,0.0001
h4918,offshore,offshore_b,avaConv,0.0001
h4919,offshore,offshore_b,avaConv,0.0001
h4920,offshore,offshore_b,avaConv,0.0001
h4921,offshore,offshore_b,avaConv,0.0001
h4922,offshore,offshore_b,avaConv,0.0001
h4923,offshore,offshore_b,avaConv,0.0001
h4924,offshore,offshore_b,avaConv,0.0001
h4925,offshore,offshore_b,avaConv,0.0001
h4926,offshore,offshore_b,avaConv,0.0001
h4927,offshore,offshore_b,avaConv,0.0001
h4928,offshore,offshore_b,avaConv,0.0001
h4929,offshore,offshore_b,avaConv,0.0001
h4930,offshore,offshore_b,avaConv,0.0001
h4931,offshore,offshore_b,avaConv,0.0001
h4932,offshore,offshore_b,avaConv,0.0001
h4933,offshore,offshore_b,avaConv,0.0001
h4934,offshore,offshore_b,avaConv,0.0001
h4935,offshore,offshore_b,avaConv,0.000100003
h4936,offshore,offshore_b,avaConv,0.000100002
h4937,offshore,offshore_b,avaConv,0.000100001
h4938,offshore,offshore_b,avaConv,0.0001
h4939,offshore,offshore_b,avaConv,0.0001
h4940,offshore,offshore_b,avaConv,0.0001
h4941,offshore,offshore_b,avaConv,0.0001
h4942,offshore,offshore_b,avaConv,0.0001
h4943,offshore,offshore_b,avaConv,0.0001
h4944,offshore,offshore_b,avaConv,0.000100005
h4945,offshore,offshore_b,avaConv,0.000100156
h4946,offshore,offshore_b,avaConv,0.000102039
h4947,offshore,offshore_b,avaConv,0.000108702
