region_1,region_2,technology_1,technology_2,parameter,value
BG,BG,caes,,capaStSizeResi,0
CH,CH,caes,,capaStSizeResi,0
CZ,CZ,caes,,capaStSizeResi,0
DK,DK,caes,,capaStSizeResi,0
EE,EE,caes,,capaStSizeResi,0
ES,ES,caes,,capaStSizeResi,0
FI,FI,caes,,capaStSizeResi,0
FR,FR,caes,,capaStSizeResi,0
GR,GR,caes,,capaStSizeResi,0
HR,HR,caes,,capaStSizeResi,0
HU,HU,caes,,capaStSizeResi,0
IE,IE,caes,,capaStSizeResi,0
IT,IT,caes,,capaStSizeResi,0
LT,LT,caes,,capaStSizeResi,0
LU,LU,caes,,capaStSizeResi,0
LV,LV,caes,,capaStSizeResi,0
NL,NL,caes,,capaStSizeResi,0
NO,NO,caes,,capaStSizeResi,0
NONEU_Balkan,NONEU_Balkan,caes,,capaStSizeResi,0
PL,PL,caes,,capaStSizeResi,0
PT,PT,caes,,capaStSizeResi,0
RO,RO,caes,,capaStSizeResi,0
SE,SE,caes,,capaStSizeResi,0
SI,SI,caes,,capaStSizeResi,0
SK,SK,caes,,capaStSizeResi,0
TR,TR,caes,,capaStSizeResi,0
UK,UK,caes,,capaStSizeResi,0
AT,AT,caes,,capaStInResi,0
BE,BE,caes,,capaStInResi,0
BG,BG,caes,,capaStInResi,0
CH,CH,caes,,capaStInResi,0
CZ,CZ,caes,,capaStInResi,0
DK,DK,caes,,capaStInResi,0
EE,EE,caes,,capaStInResi,0
ES,ES,caes,,capaStInResi,0
FI,FI,caes,,capaStInResi,0
FR,FR,caes,,capaStInResi,0
GR,GR,caes,,capaStInResi,0
HR,HR,caes,,capaStInResi,0
HU,HU,caes,,capaStInResi,0
IE,IE,caes,,capaStInResi,0
IT,IT,caes,,capaStInResi,0
LT,LT,caes,,capaStInResi,0
LU,LU,caes,,capaStInResi,0
LV,LV,caes,,capaStInResi,0
NL,NL,caes,,capaStInResi,0
NO,NO,caes,,capaStInResi,0
NONEU_Balkan,NONEU_Balkan,caes,,capaStInResi,0
PL,PL,caes,,capaStInResi,0
PT,PT,caes,,capaStInResi,0
RO,RO,caes,,capaStInResi,0
SE,SE,caes,,capaStInResi,0
SI,SI,caes,,capaStInResi,0
SK,SK,caes,,capaStInResi,0
TR,TR,caes,,capaStInResi,0
UK,UK,caes,,capaStInResi,0
AT,AT,rooftop,rooftop_b,capaConvResi,0.01
BE,BE,rooftop,rooftop_b,capaConvResi,0
BG,BG,rooftop,rooftop_b,capaConvResi,25.91
CH,CH,rooftop,rooftop_b,capaConvResi,35.63
CZ,CZ,rooftop,rooftop_b,capaConvResi,0
DK,DK,rooftop,rooftop_b,capaConvResi,1.7
EE,EE,rooftop,rooftop_b,capaConvResi,1.11
ES,ES,rooftop,rooftop_b,capaConvResi,79.34
FI,FI,rooftop,rooftop_b,capaConvResi,0
FR,FR,rooftop,rooftop_b,capaConvResi,8.08
GR,GR,rooftop,rooftop_b,capaConvResi,18.97
HR,HR,rooftop,rooftop_b,capaConvResi,0.03
HU,HU,rooftop,rooftop_b,capaConvResi,0.01
IE,IE,rooftop,rooftop_b,capaConvResi,0
IT,IT,rooftop,rooftop_b,capaConvResi,92.58
LT,LT,rooftop,rooftop_b,capaConvResi,1.01
LU,LU,rooftop,rooftop_b,capaConvResi,0
LV,LV,rooftop,rooftop_b,capaConvResi,0.53
NL,NL,rooftop,rooftop_b,capaConvResi,0
NO,NO,rooftop,rooftop_b,capaConvResi,0
NONEU_Balkan,NONEU_Balkan,rooftop,rooftop_b,capaConvResi,35
PL,PL,rooftop,rooftop_b,capaConvResi,0
PT,PT,rooftop,rooftop_b,capaConvResi,17.77
RO,RO,rooftop,rooftop_b,capaConvResi,28.79
SE,SE,rooftop,rooftop_b,capaConvResi,0
SI,SI,rooftop,rooftop_b,capaConvResi,0
SK,SK,rooftop,rooftop_b,capaConvResi,4.11
TR,TR,rooftop,rooftop_b,capaConvResi,5.75
UK,UK,rooftop,rooftop_b,capaConvResi,0
AT,AT,rooftop,rooftop_a,capaConvResi,0.01
BE,BE,rooftop,rooftop_a,capaConvResi,0
BG,BG,rooftop,rooftop_a,capaConvResi,25.91
CH,CH,rooftop,rooftop_a,capaConvResi,35.63
CZ,CZ,rooftop,rooftop_a,capaConvResi,0
DK,DK,rooftop,rooftop_a,capaConvResi,1.7
EE,EE,rooftop,rooftop_a,capaConvResi,1.11
ES,ES,rooftop,rooftop_a,capaConvResi,79.34
FI,FI,rooftop,rooftop_a,capaConvResi,0
FR,FR,rooftop,rooftop_a,capaConvResi,8.08
GR,GR,rooftop,rooftop_a,capaConvResi,18.97
HR,HR,rooftop,rooftop_a,capaConvResi,0.03
HU,HU,rooftop,rooftop_a,capaConvResi,0.01
IE,IE,rooftop,rooftop_a,capaConvResi,0
IT,IT,rooftop,rooftop_a,capaConvResi,92.58
LT,LT,rooftop,rooftop_a,capaConvResi,1.01
LU,LU,rooftop,rooftop_a,capaConvResi,0
LV,LV,rooftop,rooftop_a,capaConvResi,0.53
NL,NL,rooftop,rooftop_a,capaConvResi,0
NO,NO,rooftop,rooftop_a,capaConvResi,0
NONEU_Balkan,NONEU_Balkan,rooftop,rooftop_a,capaConvResi,35
PL,PL,rooftop,rooftop_a,capaConvResi,0
PT,PT,rooftop,rooftop_a,capaConvResi,17.77
RO,RO,rooftop,rooftop_a,capaConvResi,28.79
SE,SE,rooftop,rooftop_a,capaConvResi,0
SI,SI,rooftop,rooftop_a,capaConvResi,0
SK,SK,rooftop,rooftop_a,capaConvResi,4.11
TR,TR,rooftop,rooftop_a,capaConvResi,5.75
UK,UK,rooftop,rooftop_a,capaConvResi,0
AT,AT,electricMobility,,capaConvResi,100
BE,BE,electricMobility,,capaConvResi,100
BG,BG,electricMobility,,capaConvResi,100
CH,CH,electricMobility,,capaConvResi,100
CZ,CZ,electricMobility,,capaConvResi,100
DK,DK,electricMobility,,capaConvResi,100
EE,EE,electricMobility,,capaConvResi,100
ES,ES,electricMobility,,capaConvResi,100
FI,FI,electricMobility,,capaConvResi,100
FR,FR,electricMobility,,capaConvResi,100
GR,GR,electricMobility,,capaConvResi,100
HR,HR,electricMobility,,capaConvResi,100
HU,HU,electricMobility,,capaConvResi,100
IE,IE,electricMobility,,capaConvResi,100
IT,IT,electricMobility,,capaConvResi,100
LT,LT,electricMobility,,capaConvResi,100
LU,LU,electricMobility,,capaConvResi,100
LV,LV,electricMobility,,capaConvResi,100
NL,NL,electricMobility,,capaConvResi,100
NO,NO,electricMobility,,capaConvResi,100
NONEU_Balkan,NONEU_Balkan,electricMobility,,capaConvResi,100
PL,PL,electricMobility,,capaConvResi,100
PT,PT,electricMobility,,capaConvResi,100
RO,RO,electricMobility,,capaConvResi,100
SE,SE,electricMobility,,capaConvResi,100
SI,SI,electricMobility,,capaConvResi,100
SK,SK,electricMobility,,capaConvResi,100
TR,TR,electricMobility,,capaConvResi,100
UK,UK,electricMobility,,capaConvResi,100
