region_2,technology_1,technology_2,parameter,value
NO,openspace,openspace_a,capaConvUp,14.26408353
NONEU_Balkan,openspace,openspace_a,capaConvUp,62.24674408
PL,openspace,openspace_a,capaConvUp,73.22839605
PT,openspace,openspace_a,capaConvUp,21.58893313
RO,openspace,openspace_a,capaConvUp,55.47121063
SE,openspace,openspace_a,capaConvUp,11.47114863
SI,openspace,openspace_a,capaConvUp,5.086829872
SK,openspace,openspace_a,capaConvUp,16.12279843
TR,openspace,openspace_a,capaConvUp,89.07063692
UK,openspace,openspace_a,capaConvUp,301.5079792
AT,openspace,openspace_b,capaConvUp,31.40635842
BE,openspace,openspace_b,capaConvUp,64.79056818
BG,openspace,openspace_b,capaConvUp,18.7688193
CH,openspace,openspace_b,capaConvUp,60.58018139
CZ,openspace,openspace_b,capaConvUp,26.35647004
DK,openspace,openspace_b,capaConvUp,5.820455693
EE,openspace,openspace_b,capaConvUp,1.077799148
ES,openspace,openspace_b,capaConvUp,144.2160417
FI,openspace,openspace_b,capaConvUp,20.91446439
FR,openspace,openspace_b,capaConvUp,154.98638
GR,openspace,openspace_b,capaConvUp,40.07724924
HR,openspace,openspace_b,capaConvUp,17.44295278
HU,openspace,openspace_b,capaConvUp,24.16174431
IE,openspace,openspace_b,capaConvUp,63.65459396
IT,openspace,openspace_b,capaConvUp,145.8635285
LT,openspace,openspace_b,capaConvUp,3.340649686
LU,openspace,openspace_b,capaConvUp,2.615501997
LV,openspace,openspace_b,capaConvUp,3.552029124
NL,openspace,openspace_b,capaConvUp,81.66682843
NO,openspace,openspace_b,capaConvUp,14.26408353
NONEU_Balkan,openspace,openspace_b,capaConvUp,62.24674408
PL,openspace,openspace_b,capaConvUp,73.22839605
PT,openspace,openspace_b,capaConvUp,21.58893313
RO,openspace,openspace_b,capaConvUp,55.47121063
SE,openspace,openspace_b,capaConvUp,11.47114863
SI,openspace,openspace_b,capaConvUp,5.086829872
SK,openspace,openspace_b,capaConvUp,16.12279843
TR,openspace,openspace_b,capaConvUp,89.07063692
UK,openspace,openspace_b,capaConvUp,301.5079792
AT,wind_offshore,offshore_b,capaConvUp,0
BE,wind_offshore,offshore_b,capaConvUp,2.536231884
BG,wind_offshore,offshore_b,capaConvUp,0
CH,wind_offshore,offshore_b,capaConvUp,0
CZ,wind_offshore,offshore_b,capaConvUp,0
DK,wind_offshore,offshore_b,capaConvUp,3.360507247
EE,wind_offshore,offshore_b,capaConvUp,0.380434783
ES,wind_offshore,offshore_b,capaConvUp,0.00634058
FI,wind_offshore,offshore_b,capaConvUp,0.475543478
FR,wind_offshore,offshore_b,capaConvUp,3.804347827
GR,wind_offshore,offshore_b,capaConvUp,0
HR,wind_offshore,offshore_b,capaConvUp,0
HU,wind_offshore,offshore_b,capaConvUp,0
IE,wind_offshore,offshore_b,capaConvUp,2.219202899
IT,wind_offshore,offshore_b,capaConvUp,0.570652174
LT,wind_offshore,offshore_b,capaConvUp,0.190217391
LU,wind_offshore,offshore_b,capaConvUp,0
LV,wind_offshore,offshore_b,capaConvUp,0.317028986
NL,wind_offshore,offshore_b,capaConvUp,11.41304348
NO,wind_offshore,offshore_b,capaConvUp,0
NONEU_Balkan,wind_offshore,offshore_b,capaConvUp,0
PL,wind_offshore,offshore_b,capaConvUp,3.170289855
PT,wind_offshore,offshore_b,capaConvUp,0
RO,wind_offshore,offshore_b,capaConvUp,0
SE,wind_offshore,offshore_b,capaConvUp,1.394927536
SI,wind_offshore,offshore_b,capaConvUp,0
SK,wind_offshore,offshore_b,capaConvUp,0
TR,wind_offshore,offshore_b,capaConvUp,0
UK,wind_offshore,offshore_b,capaConvUp,25.36231884
AT,wind_offshore,offshore_c,capaConvUp,0
BE,wind_offshore,offshore_c,capaConvUp,2.536231884
BG,wind_offshore,offshore_c,capaConvUp,0
CH,wind_offshore,offshore_c,capaConvUp,0
CZ,wind_offshore,offshore_c,capaConvUp,0
DK,wind_offshore,offshore_c,capaConvUp,3.360507247
EE,wind_offshore,offshore_c,capaConvUp,0.380434783
ES,wind_offshore,offshore_c,capaConvUp,0.00634058
FI,wind_offshore,offshore_c,capaConvUp,0.475543478
FR,wind_offshore,offshore_c,capaConvUp,3.804347827
GR,wind_offshore,offshore_c,capaConvUp,0
HR,wind_offshore,offshore_c,capaConvUp,0
HU,wind_offshore,offshore_c,capaConvUp,0
IE,wind_offshore,offshore_c,capaConvUp,2.219202899
IT,wind_offshore,offshore_c,capaConvUp,0.570652174
LT,wind_offshore,offshore_c,capaConvUp,0.190217391
LU,wind_offshore,offshore_c,capaConvUp,0
LV,wind_offshore,offshore_c,capaConvUp,0.317028986
NL,wind_offshore,offshore_c,capaConvUp,11.41304348
NO,wind_offshore,offshore_c,capaConvUp,0
NONEU_Balkan,wind_offshore,offshore_c,capaConvUp,0
PL,wind_offshore,offshore_c,capaConvUp,3.170289855
PT,wind_offshore,offshore_c,capaConvUp,0
RO,wind_offshore,offshore_c,capaConvUp,0
SE,wind_offshore,offshore_c,capaConvUp,1.394927536
SI,wind_offshore,offshore_c,capaConvUp,0
SK,wind_offshore,offshore_c,capaConvUp,0
TR,wind_offshore,offshore_c,capaConvUp,0
UK,wind_offshore,offshore_c,capaConvUp,25.36231884
