timestep_3,technology_1,region_2,region_3,value,parameter
h2336,D_PHS,Germany_,,5.9551,stInflow
h2336,D_PHS,,FR,12.716,stInflow
h2336,D_PHS,,IT,15.102,stInflow
h2336,D_PHS,,NO,24.7,stInflow
h2336,D_PHS,,SE,4.98,stInflow
h2337,D_PHS,,AT,7.846,stInflow
h2337,D_PHS,,CH,10.39,stInflow
h2337,D_PHS,Germany_,,5.9551,stInflow
h2337,D_PHS,,FR,12.716,stInflow
h2337,D_PHS,,IT,15.102,stInflow
h2337,D_PHS,,NO,24.7,stInflow
h2337,D_PHS,,SE,4.98,stInflow
h2338,D_PHS,,AT,7.846,stInflow
h2338,D_PHS,,CH,10.39,stInflow
h2338,D_PHS,Germany_,,5.9551,stInflow
h2338,D_PHS,,FR,12.716,stInflow
h2338,D_PHS,,IT,15.102,stInflow
h2338,D_PHS,,NO,24.7,stInflow
h2338,D_PHS,,SE,4.98,stInflow
h2339,D_PHS,,AT,7.846,stInflow
h2339,D_PHS,,CH,10.39,stInflow
h2339,D_PHS,Germany_,,5.9551,stInflow
h2339,D_PHS,,FR,12.716,stInflow
h2339,D_PHS,,IT,15.102,stInflow
h2339,D_PHS,,NO,24.7,stInflow
h2339,D_PHS,,SE,4.98,stInflow
h2340,D_PHS,,AT,7.846,stInflow
h2340,D_PHS,,CH,10.39,stInflow
h2340,D_PHS,Germany_,,5.9551,stInflow
h2340,D_PHS,,FR,12.716,stInflow
h2340,D_PHS,,IT,15.102,stInflow
h2340,D_PHS,,NO,24.7,stInflow
h2340,D_PHS,,SE,4.98,stInflow
h2341,D_PHS,,AT,7.846,stInflow
h2341,D_PHS,,CH,10.39,stInflow
h2341,D_PHS,Germany_,,5.9551,stInflow
h2341,D_PHS,,FR,12.716,stInflow
h2341,D_PHS,,IT,15.102,stInflow
h2341,D_PHS,,NO,24.7,stInflow
h2341,D_PHS,,SE,4.98,stInflow
h2342,D_PHS,,AT,7.846,stInflow
h2342,D_PHS,,CH,10.39,stInflow
h2342,D_PHS,Germany_,,5.9551,stInflow
h2342,D_PHS,,FR,12.716,stInflow
h2342,D_PHS,,IT,15.102,stInflow
h2342,D_PHS,,NO,24.7,stInflow
h2342,D_PHS,,SE,4.98,stInflow
h2343,D_PHS,,AT,7.846,stInflow
h2343,D_PHS,,CH,10.39,stInflow
h2343,D_PHS,Germany_,,5.9551,stInflow
h2343,D_PHS,,FR,12.716,stInflow
h2343,D_PHS,,IT,15.102,stInflow
h2343,D_PHS,,NO,24.7,stInflow
h2343,D_PHS,,SE,4.98,stInflow
h2344,D_PHS,,AT,7.846,stInflow
h2344,D_PHS,,CH,10.39,stInflow
h2344,D_PHS,Germany_,,5.9551,stInflow
h2344,D_PHS,,FR,12.716,stInflow
h2344,D_PHS,,IT,15.102,stInflow
h2344,D_PHS,,NO,24.7,stInflow
h2344,D_PHS,,SE,4.98,stInflow
h2345,D_PHS,,AT,7.846,stInflow
h2345,D_PHS,,CH,10.39,stInflow
h2345,D_PHS,Germany_,,5.9551,stInflow
h2345,D_PHS,,FR,12.716,stInflow
h2345,D_PHS,,IT,15.102,stInflow
h2345,D_PHS,,NO,24.7,stInflow
h2345,D_PHS,,SE,4.98,stInflow
h2346,D_PHS,,AT,7.846,stInflow
h2346,D_PHS,,CH,10.39,stInflow
h2346,D_PHS,Germany_,,5.9551,stInflow
h2346,D_PHS,,FR,12.716,stInflow
h2346,D_PHS,,IT,15.102,stInflow
h2346,D_PHS,,NO,24.7,stInflow
h2346,D_PHS,,SE,4.98,stInflow
h2347,D_PHS,,AT,7.846,stInflow
h2347,D_PHS,,CH,10.39,stInflow
h2347,D_PHS,Germany_,,5.9551,stInflow
h2347,D_PHS,,FR,12.716,stInflow
h2347,D_PHS,,IT,15.102,stInflow
h2347,D_PHS,,NO,24.7,stInflow
h2347,D_PHS,,SE,4.98,stInflow
h2348,D_PHS,,AT,7.846,stInflow
h2348,D_PHS,,CH,10.39,stInflow
h2348,D_PHS,Germany_,,5.9551,stInflow
h2348,D_PHS,,FR,12.716,stInflow
h2348,D_PHS,,IT,15.102,stInflow
h2348,D_PHS,,NO,24.7,stInflow
h2348,D_PHS,,SE,4.98,stInflow
h2349,D_PHS,,AT,7.846,stInflow
h2349,D_PHS,,CH,10.39,stInflow
h2349,D_PHS,Germany_,,5.9551,stInflow
h2349,D_PHS,,FR,12.716,stInflow
h2349,D_PHS,,IT,15.102,stInflow
h2349,D_PHS,,NO,24.7,stInflow
h2349,D_PHS,,SE,4.98,stInflow
h2350,D_PHS,,AT,7.846,stInflow
h2350,D_PHS,,CH,10.39,stInflow
h2350,D_PHS,Germany_,,5.9551,stInflow
h2350,D_PHS,,FR,12.716,stInflow
h2350,D_PHS,,IT,15.102,stInflow
h2350,D_PHS,,NO,24.7,stInflow
h2350,D_PHS,,SE,4.98,stInflow
h2351,D_PHS,,AT,7.846,stInflow
h2351,D_PHS,,CH,10.39,stInflow
h2351,D_PHS,Germany_,,5.9551,stInflow
h2351,D_PHS,,FR,12.716,stInflow
h2351,D_PHS,,IT,15.102,stInflow
h2351,D_PHS,,NO,24.7,stInflow
h2351,D_PHS,,SE,4.98,stInflow
h2352,D_PHS,,AT,7.846,stInflow
h2352,D_PHS,,CH,10.39,stInflow
h2352,D_PHS,Germany_,,5.9551,stInflow
h2352,D_PHS,,FR,12.716,stInflow
h2352,D_PHS,,IT,15.102,stInflow
h2352,D_PHS,,NO,24.7,stInflow
h2352,D_PHS,,SE,4.98,stInflow
h2353,D_PHS,,AT,7.846,stInflow
h2353,D_PHS,,CH,10.39,stInflow
h2353,D_PHS,Germany_,,5.9551,stInflow
h2353,D_PHS,,FR,12.716,stInflow
h2353,D_PHS,,IT,15.102,stInflow
h2353,D_PHS,,NO,24.7,stInflow
h2353,D_PHS,,SE,4.98,stInflow
h2354,D_PHS,,AT,7.846,stInflow
h2354,D_PHS,,CH,10.39,stInflow
h2354,D_PHS,Germany_,,5.9551,stInflow
h2354,D_PHS,,FR,12.716,stInflow
h2354,D_PHS,,IT,15.102,stInflow
h2354,D_PHS,,NO,24.7,stInflow
h2354,D_PHS,,SE,4.98,stInflow
h2355,D_PHS,,AT,7.846,stInflow
h2355,D_PHS,,CH,10.39,stInflow
h2355,D_PHS,Germany_,,5.9551,stInflow
h2355,D_PHS,,FR,12.716,stInflow
h2355,D_PHS,,IT,15.102,stInflow
h2355,D_PHS,,NO,24.7,stInflow
h2355,D_PHS,,SE,4.98,stInflow
h2356,D_PHS,,AT,7.846,stInflow
h2356,D_PHS,,CH,10.39,stInflow
h2356,D_PHS,Germany_,,5.9551,stInflow
h2356,D_PHS,,FR,12.716,stInflow
h2356,D_PHS,,IT,15.102,stInflow
h2356,D_PHS,,NO,24.7,stInflow
h2356,D_PHS,,SE,4.98,stInflow
h2357,D_PHS,,AT,7.846,stInflow
h2357,D_PHS,,CH,10.39,stInflow
h2357,D_PHS,Germany_,,5.9551,stInflow
h2357,D_PHS,,FR,12.716,stInflow
h2357,D_PHS,,IT,15.102,stInflow
h2357,D_PHS,,NO,24.7,stInflow
h2357,D_PHS,,SE,4.98,stInflow
h2358,D_PHS,,AT,7.846,stInflow
h2358,D_PHS,,CH,10.39,stInflow
h2358,D_PHS,Germany_,,5.9551,stInflow
h2358,D_PHS,,FR,12.716,stInflow
h2358,D_PHS,,IT,15.102,stInflow
h2358,D_PHS,,NO,24.7,stInflow
h2358,D_PHS,,SE,4.98,stInflow
h2359,D_PHS,,AT,7.846,stInflow
h2359,D_PHS,,CH,10.39,stInflow
h2359,D_PHS,Germany_,,5.9551,stInflow
h2359,D_PHS,,FR,12.716,stInflow
h2359,D_PHS,,IT,15.102,stInflow
h2359,D_PHS,,NO,24.7,stInflow
h2359,D_PHS,,SE,4.98,stInflow
h2360,D_PHS,,AT,7.846,stInflow
h2360,D_PHS,,CH,10.39,stInflow
h2360,D_PHS,Germany_,,5.9551,stInflow
h2360,D_PHS,,FR,12.716,stInflow
h2360,D_PHS,,IT,15.102,stInflow
h2360,D_PHS,,NO,24.7,stInflow
h2360,D_PHS,,SE,4.98,stInflow
h2361,D_PHS,,AT,7.846,stInflow
h2361,D_PHS,,CH,10.39,stInflow
h2361,D_PHS,Germany_,,5.9551,stInflow
h2361,D_PHS,,FR,12.716,stInflow
h2361,D_PHS,,IT,15.102,stInflow
h2361,D_PHS,,NO,24.7,stInflow
h2361,D_PHS,,SE,4.98,stInflow
h2362,D_PHS,,AT,7.846,stInflow
h2362,D_PHS,,CH,10.39,stInflow
h2362,D_PHS,Germany_,,5.9551,stInflow
h2362,D_PHS,,FR,12.716,stInflow
h2362,D_PHS,,IT,15.102,stInflow
h2362,D_PHS,,NO,24.7,stInflow
h2362,D_PHS,,SE,4.98,stInflow
h2363,D_PHS,,AT,7.846,stInflow
h2363,D_PHS,,CH,10.39,stInflow
h2363,D_PHS,Germany_,,5.9551,stInflow
h2363,D_PHS,,FR,12.716,stInflow
h2363,D_PHS,,IT,15.102,stInflow
h2363,D_PHS,,NO,24.7,stInflow
h2363,D_PHS,,SE,4.98,stInflow
h2364,D_PHS,,AT,7.846,stInflow
h2364,D_PHS,,CH,10.39,stInflow
h2364,D_PHS,Germany_,,5.9551,stInflow
h2364,D_PHS,,FR,12.716,stInflow
h2364,D_PHS,,IT,15.102,stInflow
h2364,D_PHS,,NO,24.7,stInflow
h2364,D_PHS,,SE,4.98,stInflow
h2365,D_PHS,,AT,7.846,stInflow
h2365,D_PHS,,CH,10.39,stInflow
h2365,D_PHS,Germany_,,5.9551,stInflow
h2365,D_PHS,,FR,12.716,stInflow
h2365,D_PHS,,IT,15.102,stInflow
h2365,D_PHS,,NO,24.7,stInflow
h2365,D_PHS,,SE,4.98,stInflow
h2366,D_PHS,,AT,7.846,stInflow
h2366,D_PHS,,CH,10.39,stInflow
h2366,D_PHS,Germany_,,5.9551,stInflow
h2366,D_PHS,,FR,12.716,stInflow
h2366,D_PHS,,IT,15.102,stInflow
h2366,D_PHS,,NO,24.7,stInflow
h2366,D_PHS,,SE,4.98,stInflow
h2367,D_PHS,,AT,7.846,stInflow
h2367,D_PHS,,CH,10.39,stInflow
h2367,D_PHS,Germany_,,5.9551,stInflow
h2367,D_PHS,,FR,12.716,stInflow
h2367,D_PHS,,IT,15.102,stInflow
h2367,D_PHS,,NO,24.7,stInflow
h2367,D_PHS,,SE,4.98,stInflow
h2368,D_PHS,,AT,7.846,stInflow
h2368,D_PHS,,CH,10.39,stInflow
h2368,D_PHS,Germany_,,5.9551,stInflow
h2368,D_PHS,,FR,12.716,stInflow
h2368,D_PHS,,IT,15.102,stInflow
h2368,D_PHS,,NO,24.7,stInflow
h2368,D_PHS,,SE,4.98,stInflow
h2369,D_PHS,,AT,7.846,stInflow
h2369,D_PHS,,CH,10.39,stInflow
h2369,D_PHS,Germany_,,5.9551,stInflow
h2369,D_PHS,,FR,12.716,stInflow
h2369,D_PHS,,IT,15.102,stInflow
h2369,D_PHS,,NO,24.7,stInflow
h2369,D_PHS,,SE,4.98,stInflow
h2370,D_PHS,,AT,7.846,stInflow
h2370,D_PHS,,CH,10.39,stInflow
h2370,D_PHS,Germany_,,5.9551,stInflow
h2370,D_PHS,,FR,12.716,stInflow
h2370,D_PHS,,IT,15.102,stInflow
h2370,D_PHS,,NO,24.7,stInflow
h2370,D_PHS,,SE,4.98,stInflow
h2371,D_PHS,,AT,7.846,stInflow
h2371,D_PHS,,CH,10.39,stInflow
h2371,D_PHS,Germany_,,5.9551,stInflow
h2371,D_PHS,,FR,12.716,stInflow
h2371,D_PHS,,IT,15.102,stInflow
h2371,D_PHS,,NO,24.7,stInflow
h2371,D_PHS,,SE,4.98,stInflow
h2372,D_PHS,,AT,7.846,stInflow
h2372,D_PHS,,CH,10.39,stInflow
h2372,D_PHS,Germany_,,5.9551,stInflow
h2372,D_PHS,,FR,12.716,stInflow
h2372,D_PHS,,IT,15.102,stInflow
h2372,D_PHS,,NO,24.7,stInflow
h2372,D_PHS,,SE,4.98,stInflow
h2373,D_PHS,,AT,7.846,stInflow
h2373,D_PHS,,CH,10.39,stInflow
h2373,D_PHS,Germany_,,5.9551,stInflow
h2373,D_PHS,,FR,12.716,stInflow
h2373,D_PHS,,IT,15.102,stInflow
h2373,D_PHS,,NO,24.7,stInflow
h2373,D_PHS,,SE,4.98,stInflow
h2374,D_PHS,,AT,7.846,stInflow
h2374,D_PHS,,CH,10.39,stInflow
h2374,D_PHS,Germany_,,5.9551,stInflow
h2374,D_PHS,,FR,12.716,stInflow
h2374,D_PHS,,IT,15.102,stInflow
h2374,D_PHS,,NO,24.7,stInflow
h2374,D_PHS,,SE,4.98,stInflow
h2375,D_PHS,,AT,7.846,stInflow
h2375,D_PHS,,CH,10.39,stInflow
h2375,D_PHS,Germany_,,5.9551,stInflow
h2375,D_PHS,,FR,12.716,stInflow
h2375,D_PHS,,IT,15.102,stInflow
h2375,D_PHS,,NO,24.7,stInflow
h2375,D_PHS,,SE,4.98,stInflow
h2376,D_PHS,,AT,7.846,stInflow
h2376,D_PHS,,CH,10.39,stInflow
h2376,D_PHS,Germany_,,5.9551,stInflow
h2376,D_PHS,,FR,12.716,stInflow
h2376,D_PHS,,IT,15.102,stInflow
h2376,D_PHS,,NO,24.7,stInflow
h2376,D_PHS,,SE,4.98,stInflow
h2377,D_PHS,,AT,7.846,stInflow
h2377,D_PHS,,CH,10.39,stInflow
h2377,D_PHS,Germany_,,5.9551,stInflow
h2377,D_PHS,,FR,12.716,stInflow
h2377,D_PHS,,IT,15.102,stInflow
h2377,D_PHS,,NO,24.7,stInflow
h2377,D_PHS,,SE,4.98,stInflow
h2378,D_PHS,,AT,7.846,stInflow
h2378,D_PHS,,CH,10.39,stInflow
h2378,D_PHS,Germany_,,5.9551,stInflow
h2378,D_PHS,,FR,12.716,stInflow
h2378,D_PHS,,IT,15.102,stInflow
h2378,D_PHS,,NO,24.7,stInflow
h2378,D_PHS,,SE,4.98,stInflow
h2379,D_PHS,,AT,7.846,stInflow
h2379,D_PHS,,CH,10.39,stInflow
h2379,D_PHS,Germany_,,5.9551,stInflow
h2379,D_PHS,,FR,12.716,stInflow
h2379,D_PHS,,IT,15.102,stInflow
h2379,D_PHS,,NO,24.7,stInflow
h2379,D_PHS,,SE,4.98,stInflow
h2380,D_PHS,,AT,7.846,stInflow
h2380,D_PHS,,CH,10.39,stInflow
h2380,D_PHS,Germany_,,5.9551,stInflow
h2380,D_PHS,,FR,12.716,stInflow
h2380,D_PHS,,IT,15.102,stInflow
h2380,D_PHS,,NO,24.7,stInflow
h2380,D_PHS,,SE,4.98,stInflow
h2381,D_PHS,,AT,7.846,stInflow
h2381,D_PHS,,CH,10.39,stInflow
h2381,D_PHS,Germany_,,5.9551,stInflow
h2381,D_PHS,,FR,12.716,stInflow
h2381,D_PHS,,IT,15.102,stInflow
h2381,D_PHS,,NO,24.7,stInflow
h2381,D_PHS,,SE,4.98,stInflow
h2382,D_PHS,,AT,7.846,stInflow
h2382,D_PHS,,CH,10.39,stInflow
h2382,D_PHS,Germany_,,5.9551,stInflow
h2382,D_PHS,,FR,12.716,stInflow
h2382,D_PHS,,IT,15.102,stInflow
h2382,D_PHS,,NO,24.7,stInflow
h2382,D_PHS,,SE,4.98,stInflow
h2383,D_PHS,,AT,7.846,stInflow
h2383,D_PHS,,CH,10.39,stInflow
h2383,D_PHS,Germany_,,5.9551,stInflow
h2383,D_PHS,,FR,12.716,stInflow
h2383,D_PHS,,IT,15.102,stInflow
h2383,D_PHS,,NO,24.7,stInflow
h2383,D_PHS,,SE,4.98,stInflow
h2384,D_PHS,,AT,7.846,stInflow
h2384,D_PHS,,CH,10.39,stInflow
h2384,D_PHS,Germany_,,5.9551,stInflow
h2384,D_PHS,,FR,12.716,stInflow
h2384,D_PHS,,IT,15.102,stInflow
h2384,D_PHS,,NO,24.7,stInflow
h2384,D_PHS,,SE,4.98,stInflow
h2385,D_PHS,,AT,7.846,stInflow
h2385,D_PHS,,CH,10.39,stInflow
h2385,D_PHS,Germany_,,5.9551,stInflow
h2385,D_PHS,,FR,12.716,stInflow
h2385,D_PHS,,IT,15.102,stInflow
h2385,D_PHS,,NO,24.7,stInflow
h2385,D_PHS,,SE,4.98,stInflow
h2386,D_PHS,,AT,7.846,stInflow
h2386,D_PHS,,CH,10.39,stInflow
h2386,D_PHS,Germany_,,5.9551,stInflow
h2386,D_PHS,,FR,12.716,stInflow
h2386,D_PHS,,IT,15.102,stInflow
h2386,D_PHS,,NO,24.7,stInflow
h2386,D_PHS,,SE,4.98,stInflow
h2387,D_PHS,,AT,7.846,stInflow
h2387,D_PHS,,CH,10.39,stInflow
h2387,D_PHS,Germany_,,5.9551,stInflow
h2387,D_PHS,,FR,12.716,stInflow
h2387,D_PHS,,IT,15.102,stInflow
h2387,D_PHS,,NO,24.7,stInflow
h2387,D_PHS,,SE,4.98,stInflow
h2388,D_PHS,,AT,7.846,stInflow
h2388,D_PHS,,CH,10.39,stInflow
h2388,D_PHS,Germany_,,5.9551,stInflow
h2388,D_PHS,,FR,12.716,stInflow
h2388,D_PHS,,IT,15.102,stInflow
h2388,D_PHS,,NO,24.7,stInflow
h2388,D_PHS,,SE,4.98,stInflow
h2389,D_PHS,,AT,7.846,stInflow
h2389,D_PHS,,CH,10.39,stInflow
h2389,D_PHS,Germany_,,5.9551,stInflow
h2389,D_PHS,,FR,12.716,stInflow
h2389,D_PHS,,IT,15.102,stInflow
h2389,D_PHS,,NO,24.7,stInflow
h2389,D_PHS,,SE,4.98,stInflow
h2390,D_PHS,,AT,7.846,stInflow
h2390,D_PHS,,CH,10.39,stInflow
h2390,D_PHS,Germany_,,5.9551,stInflow
h2390,D_PHS,,FR,12.716,stInflow
h2390,D_PHS,,IT,15.102,stInflow
h2390,D_PHS,,NO,24.7,stInflow
h2390,D_PHS,,SE,4.98,stInflow
h2391,D_PHS,,AT,7.846,stInflow
h2391,D_PHS,,CH,10.39,stInflow
h2391,D_PHS,Germany_,,5.9551,stInflow
h2391,D_PHS,,FR,12.716,stInflow
h2391,D_PHS,,IT,15.102,stInflow
h2391,D_PHS,,NO,24.7,stInflow
h2391,D_PHS,,SE,4.98,stInflow
h2392,D_PHS,,AT,7.846,stInflow
h2392,D_PHS,,CH,10.39,stInflow
h2392,D_PHS,Germany_,,5.9551,stInflow
h2392,D_PHS,,FR,12.716,stInflow
h2392,D_PHS,,IT,15.102,stInflow
h2392,D_PHS,,NO,24.7,stInflow
h2392,D_PHS,,SE,4.98,stInflow
h2393,D_PHS,,AT,7.846,stInflow
h2393,D_PHS,,CH,10.39,stInflow
h2393,D_PHS,Germany_,,5.9551,stInflow
h2393,D_PHS,,FR,12.716,stInflow
h2393,D_PHS,,IT,15.102,stInflow
h2393,D_PHS,,NO,24.7,stInflow
h2393,D_PHS,,SE,4.98,stInflow
h2394,D_PHS,,AT,7.846,stInflow
h2394,D_PHS,,CH,10.39,stInflow
h2394,D_PHS,Germany_,,5.9551,stInflow
h2394,D_PHS,,FR,12.716,stInflow
h2394,D_PHS,,IT,15.102,stInflow
h2394,D_PHS,,NO,24.7,stInflow
h2394,D_PHS,,SE,4.98,stInflow
h2395,D_PHS,,AT,7.846,stInflow
h2395,D_PHS,,CH,10.39,stInflow
h2395,D_PHS,Germany_,,5.9551,stInflow
h2395,D_PHS,,FR,12.716,stInflow
h2395,D_PHS,,IT,15.102,stInflow
h2395,D_PHS,,NO,24.7,stInflow
h2395,D_PHS,,SE,4.98,stInflow
h2396,D_PHS,,AT,7.846,stInflow
h2396,D_PHS,,CH,10.39,stInflow
h2396,D_PHS,Germany_,,5.9551,stInflow
h2396,D_PHS,,FR,12.716,stInflow
h2396,D_PHS,,IT,15.102,stInflow
h2396,D_PHS,,NO,24.7,stInflow
h2396,D_PHS,,SE,4.98,stInflow
h2397,D_PHS,,AT,7.846,stInflow
h2397,D_PHS,,CH,10.39,stInflow
h2397,D_PHS,Germany_,,5.9551,stInflow
h2397,D_PHS,,FR,12.716,stInflow
h2397,D_PHS,,IT,15.102,stInflow
h2397,D_PHS,,NO,24.7,stInflow
h2397,D_PHS,,SE,4.98,stInflow
h2398,D_PHS,,AT,7.846,stInflow
h2398,D_PHS,,CH,10.39,stInflow
h2398,D_PHS,Germany_,,5.9551,stInflow
h2398,D_PHS,,FR,12.716,stInflow
h2398,D_PHS,,IT,15.102,stInflow
h2398,D_PHS,,NO,24.7,stInflow
h2398,D_PHS,,SE,4.98,stInflow
h2399,D_PHS,,AT,7.846,stInflow
h2399,D_PHS,,CH,10.39,stInflow
h2399,D_PHS,Germany_,,5.9551,stInflow
h2399,D_PHS,,FR,12.716,stInflow
h2399,D_PHS,,IT,15.102,stInflow
h2399,D_PHS,,NO,24.7,stInflow
h2399,D_PHS,,SE,4.98,stInflow
h2400,D_PHS,,AT,7.846,stInflow
h2400,D_PHS,,CH,10.39,stInflow
h2400,D_PHS,Germany_,,5.9551,stInflow
h2400,D_PHS,,FR,12.716,stInflow
h2400,D_PHS,,IT,15.102,stInflow
h2400,D_PHS,,NO,24.7,stInflow
h2400,D_PHS,,SE,4.98,stInflow
h2401,D_PHS,,AT,7.846,stInflow
h2401,D_PHS,,CH,10.39,stInflow
h2401,D_PHS,Germany_,,5.9551,stInflow
h2401,D_PHS,,FR,12.716,stInflow
h2401,D_PHS,,IT,15.102,stInflow
h2401,D_PHS,,NO,24.7,stInflow
h2401,D_PHS,,SE,4.98,stInflow
h2402,D_PHS,,AT,7.846,stInflow
h2402,D_PHS,,CH,10.39,stInflow
h2402,D_PHS,Germany_,,5.9551,stInflow
h2402,D_PHS,,FR,12.716,stInflow
h2402,D_PHS,,IT,15.102,stInflow
h2402,D_PHS,,NO,24.7,stInflow
h2402,D_PHS,,SE,4.98,stInflow
h2403,D_PHS,,AT,7.846,stInflow
h2403,D_PHS,,CH,10.39,stInflow
h2403,D_PHS,Germany_,,5.9551,stInflow
h2403,D_PHS,,FR,12.716,stInflow
h2403,D_PHS,,IT,15.102,stInflow
h2403,D_PHS,,NO,24.7,stInflow
h2403,D_PHS,,SE,4.98,stInflow
h2404,D_PHS,,AT,7.846,stInflow
h2404,D_PHS,,CH,10.39,stInflow
h2404,D_PHS,Germany_,,5.9551,stInflow
h2404,D_PHS,,FR,12.716,stInflow
h2404,D_PHS,,IT,15.102,stInflow
h2404,D_PHS,,NO,24.7,stInflow
h2404,D_PHS,,SE,4.98,stInflow
h2405,D_PHS,,AT,7.846,stInflow
h2405,D_PHS,,CH,10.39,stInflow
h2405,D_PHS,Germany_,,5.9551,stInflow
h2405,D_PHS,,FR,12.716,stInflow
h2405,D_PHS,,IT,15.102,stInflow
h2405,D_PHS,,NO,24.7,stInflow
h2405,D_PHS,,SE,4.98,stInflow
h2406,D_PHS,,AT,7.846,stInflow
h2406,D_PHS,,CH,10.39,stInflow
h2406,D_PHS,Germany_,,5.9551,stInflow
h2406,D_PHS,,FR,12.716,stInflow
h2406,D_PHS,,IT,15.102,stInflow
h2406,D_PHS,,NO,24.7,stInflow
h2406,D_PHS,,SE,4.98,stInflow
h2407,D_PHS,,AT,7.846,stInflow
h2407,D_PHS,,CH,10.39,stInflow
h2407,D_PHS,Germany_,,5.9551,stInflow
h2407,D_PHS,,FR,12.716,stInflow
h2407,D_PHS,,IT,15.102,stInflow
h2407,D_PHS,,NO,24.7,stInflow
h2407,D_PHS,,SE,4.98,stInflow
h2408,D_PHS,,AT,7.846,stInflow
h2408,D_PHS,,CH,10.39,stInflow
h2408,D_PHS,Germany_,,5.9551,stInflow
h2408,D_PHS,,FR,12.716,stInflow
h2408,D_PHS,,IT,15.102,stInflow
h2408,D_PHS,,NO,24.7,stInflow
h2408,D_PHS,,SE,4.98,stInflow
h2409,D_PHS,,AT,7.846,stInflow
h2409,D_PHS,,CH,10.39,stInflow
h2409,D_PHS,Germany_,,5.9551,stInflow
h2409,D_PHS,,FR,12.716,stInflow
h2409,D_PHS,,IT,15.102,stInflow
h2409,D_PHS,,NO,24.7,stInflow
h2409,D_PHS,,SE,4.98,stInflow
h2410,D_PHS,,AT,7.846,stInflow
h2410,D_PHS,,CH,10.39,stInflow
h2410,D_PHS,Germany_,,5.9551,stInflow
h2410,D_PHS,,FR,12.716,stInflow
h2410,D_PHS,,IT,15.102,stInflow
h2410,D_PHS,,NO,24.7,stInflow
h2410,D_PHS,,SE,4.98,stInflow
h2411,D_PHS,,AT,7.846,stInflow
h2411,D_PHS,,CH,10.39,stInflow
h2411,D_PHS,Germany_,,5.9551,stInflow
h2411,D_PHS,,FR,12.716,stInflow
h2411,D_PHS,,IT,15.102,stInflow
h2411,D_PHS,,NO,24.7,stInflow
h2411,D_PHS,,SE,4.98,stInflow
h2412,D_PHS,,AT,7.846,stInflow
h2412,D_PHS,,CH,10.39,stInflow
h2412,D_PHS,Germany_,,5.9551,stInflow
h2412,D_PHS,,FR,12.716,stInflow
h2412,D_PHS,,IT,15.102,stInflow
h2412,D_PHS,,NO,24.7,stInflow
h2412,D_PHS,,SE,4.98,stInflow
h2413,D_PHS,,AT,7.846,stInflow
h2413,D_PHS,,CH,10.39,stInflow
h2413,D_PHS,Germany_,,5.9551,stInflow
h2413,D_PHS,,FR,12.716,stInflow
h2413,D_PHS,,IT,15.102,stInflow
h2413,D_PHS,,NO,24.7,stInflow
h2413,D_PHS,,SE,4.98,stInflow
h2414,D_PHS,,AT,7.846,stInflow
h2414,D_PHS,,CH,10.39,stInflow
h2414,D_PHS,Germany_,,5.9551,stInflow
h2414,D_PHS,,FR,12.716,stInflow
h2414,D_PHS,,IT,15.102,stInflow
h2414,D_PHS,,NO,24.7,stInflow
h2414,D_PHS,,SE,4.98,stInflow
h2415,D_PHS,,AT,7.846,stInflow
h2415,D_PHS,,CH,10.39,stInflow
h2415,D_PHS,Germany_,,5.9551,stInflow
h2415,D_PHS,,FR,12.716,stInflow
h2415,D_PHS,,IT,15.102,stInflow
h2415,D_PHS,,NO,24.7,stInflow
h2415,D_PHS,,SE,4.98,stInflow
h2416,D_PHS,,AT,7.846,stInflow
h2416,D_PHS,,CH,10.39,stInflow
h2416,D_PHS,Germany_,,5.9551,stInflow
h2416,D_PHS,,FR,12.716,stInflow
h2416,D_PHS,,IT,15.102,stInflow
h2416,D_PHS,,NO,24.7,stInflow
h2416,D_PHS,,SE,4.98,stInflow
h2417,D_PHS,,AT,7.846,stInflow
h2417,D_PHS,,CH,10.39,stInflow
h2417,D_PHS,Germany_,,5.9551,stInflow
h2417,D_PHS,,FR,12.716,stInflow
h2417,D_PHS,,IT,15.102,stInflow
h2417,D_PHS,,NO,24.7,stInflow
h2417,D_PHS,,SE,4.98,stInflow
h2418,D_PHS,,AT,7.846,stInflow
h2418,D_PHS,,CH,10.39,stInflow
h2418,D_PHS,Germany_,,5.9551,stInflow
h2418,D_PHS,,FR,12.716,stInflow
h2418,D_PHS,,IT,15.102,stInflow
h2418,D_PHS,,NO,24.7,stInflow
h2418,D_PHS,,SE,4.98,stInflow
h2419,D_PHS,,AT,7.846,stInflow
h2419,D_PHS,,CH,10.39,stInflow
h2419,D_PHS,Germany_,,5.9551,stInflow
h2419,D_PHS,,FR,12.716,stInflow
h2419,D_PHS,,IT,15.102,stInflow
h2419,D_PHS,,NO,24.7,stInflow
h2419,D_PHS,,SE,4.98,stInflow
h2420,D_PHS,,AT,7.846,stInflow
h2420,D_PHS,,CH,10.39,stInflow
h2420,D_PHS,Germany_,,5.9551,stInflow
h2420,D_PHS,,FR,12.716,stInflow
h2420,D_PHS,,IT,15.102,stInflow
h2420,D_PHS,,NO,24.7,stInflow
h2420,D_PHS,,SE,4.98,stInflow
h2421,D_PHS,,AT,7.846,stInflow
h2421,D_PHS,,CH,10.39,stInflow
h2421,D_PHS,Germany_,,5.9551,stInflow
