technology_1,technology_2,region_1,parameter,timestep_2,value
wind_onshore,onshore_a,IE,avaConv,d004,0.36220024999999995
wind_onshore,onshore_a,IT,avaConv,d004,0.17113333333333333
wind_onshore,onshore_a,LU,avaConv,d004,0.23450279166666665
wind_onshore,onshore_a,NL,avaConv,d004,0.28693445833333325
wind_onshore,onshore_a,NO,avaConv,d004,0.32191095833333344
wind_onshore,onshore_a,PL,avaConv,d004,0.5595891250000001
wind_onshore,onshore_a,PT,avaConv,d004,0.18526374999999998
wind_onshore,onshore_a,RO,avaConv,d004,0.46592308333333327
wind_onshore,onshore_a,SE,avaConv,d004,0.39684841666666654
wind_onshore,onshore_a,SI,avaConv,d004,0.18463871358333336
wind_onshore,onshore_a,SK,avaConv,d004,0.5892152285
wind_onshore,onshore_a,UK,avaConv,d004,0.35309145833333333
wind_onshore,onshore_a,EE,avaConv,d004,0.1941794166666667
wind_onshore,onshore_a,LT,avaConv,d004,0.4708463749999999
wind_onshore,onshore_a,LV,avaConv,d004,0.3944360416666666
wind_onshore,onshore_a,NONEU_Balkan,avaConv,d004,0.101717719625
wind_onshore,onshore_a,TR,avaConv,d004,0.15665158333333332
wind_onshore,onshore_a,AT,avaConv,d005,0.7851266250000001
wind_onshore,onshore_a,BE,avaConv,d005,0.10606708333333335
wind_onshore,onshore_a,BG,avaConv,d005,0.1605749166666667
wind_onshore,onshore_a,CH,avaConv,d005,0.14771220833333332
wind_onshore,onshore_a,CZ,avaConv,d005,0.49108795833333335
wind_onshore,onshore_a,DK,avaConv,d005,0.12719779166666667
wind_onshore,onshore_a,ES,avaConv,d005,0.13812358333333333
wind_onshore,onshore_a,FI,avaConv,d005,0.29373391666666665
wind_onshore,onshore_a,FR,avaConv,d005,0.10698066666666668
wind_onshore,onshore_a,GR,avaConv,d005,0.18352179166666668
wind_onshore,onshore_a,HR,avaConv,d005,0.28425041666666667
wind_onshore,onshore_a,HU,avaConv,d005,0.7930432083333333
wind_onshore,onshore_a,IE,avaConv,d005,0.4099765833333333
wind_onshore,onshore_a,IT,avaConv,d005,0.29264266666666666
wind_onshore,onshore_a,LU,avaConv,d005,0.13863995833333334
wind_onshore,onshore_a,NL,avaConv,d005,0.14004779166666667
wind_onshore,onshore_a,NO,avaConv,d005,0.19752079166666667
wind_onshore,onshore_a,PL,avaConv,d005,0.3128406666666666
wind_onshore,onshore_a,PT,avaConv,d005,0.07173775000000002
wind_onshore,onshore_a,RO,avaConv,d005,0.27674825
wind_onshore,onshore_a,SE,avaConv,d005,0.11763020833333328
wind_onshore,onshore_a,SI,avaConv,d005,0.452859051875
wind_onshore,onshore_a,SK,avaConv,d005,0.5415455600833333
wind_onshore,onshore_a,UK,avaConv,d005,0.3323612916666667
wind_onshore,onshore_a,EE,avaConv,d005,0.3990050416666666
wind_onshore,onshore_a,LT,avaConv,d005,0.44961787500000033
wind_onshore,onshore_a,LV,avaConv,d005,0.3898945416666666
wind_onshore,onshore_a,NONEU_Balkan,avaConv,d005,0.1718566035833333
wind_onshore,onshore_a,TR,avaConv,d005,0.18352179166666668
wind_onshore,onshore_a,AT,avaConv,d006,0.5112492083333334
wind_onshore,onshore_a,BE,avaConv,d006,0.11561587499999999
wind_onshore,onshore_a,BG,avaConv,d006,0.3800540416666667
wind_onshore,onshore_a,CH,avaConv,d006,0.105825875
wind_onshore,onshore_a,CZ,avaConv,d006,0.3610695833333333
wind_onshore,onshore_a,DK,avaConv,d006,0.1995304583333333
wind_onshore,onshore_a,ES,avaConv,d006,0.09705666666666668
wind_onshore,onshore_a,FI,avaConv,d006,0.12535862500000003
wind_onshore,onshore_a,FR,avaConv,d006,0.088691625
wind_onshore,onshore_a,GR,avaConv,d006,0.5249467500000001
wind_onshore,onshore_a,HR,avaConv,d006,0.19927595833333336
wind_onshore,onshore_a,HU,avaConv,d006,0.44768750000000007
wind_onshore,onshore_a,IE,avaConv,d006,0.36760454166666673
wind_onshore,onshore_a,IT,avaConv,d006,0.3020267916666666
wind_onshore,onshore_a,LU,avaConv,d006,0.13082191666666665
wind_onshore,onshore_a,NL,avaConv,d006,0.16855133333333336
wind_onshore,onshore_a,NO,avaConv,d006,0.271753375
wind_onshore,onshore_a,PL,avaConv,d006,0.14831666666666665
wind_onshore,onshore_a,PT,avaConv,d006,0.032702875
wind_onshore,onshore_a,RO,avaConv,d006,0.4100426666666667
wind_onshore,onshore_a,SE,avaConv,d006,0.10295462499999997
wind_onshore,onshore_a,SI,avaConv,d006,0.3754988564583333
wind_onshore,onshore_a,SK,avaConv,d006,0.280415358625
wind_onshore,onshore_a,UK,avaConv,d006,0.22734829166666667
wind_onshore,onshore_a,EE,avaConv,d006,0.178145125
wind_onshore,onshore_a,LT,avaConv,d006,0.18840300000000001
wind_onshore,onshore_a,LV,avaConv,d006,0.13462358333333332
wind_onshore,onshore_a,NONEU_Balkan,avaConv,d006,0.47413603299999996
wind_onshore,onshore_a,TR,avaConv,d006,0.5249467500000001
wind_onshore,onshore_a,AT,avaConv,d007,0.254245125
wind_onshore,onshore_a,BE,avaConv,d007,0.12234504166666667
wind_onshore,onshore_a,BG,avaConv,d007,0.4324260416666666
wind_onshore,onshore_a,CH,avaConv,d007,0.07908358333333333
wind_onshore,onshore_a,CZ,avaConv,d007,0.12317091666666669
wind_onshore,onshore_a,DK,avaConv,d007,0.09019020833333334
wind_onshore,onshore_a,ES,avaConv,d007,0.08030079166666666
wind_onshore,onshore_a,FI,avaConv,d007,0.14842004166666667
wind_onshore,onshore_a,FR,avaConv,d007,0.06820137500000001
wind_onshore,onshore_a,GR,avaConv,d007,0.3781878749999999
wind_onshore,onshore_a,HR,avaConv,d007,0.2536449583333333
wind_onshore,onshore_a,HU,avaConv,d007,0.25913245833333326
wind_onshore,onshore_a,IE,avaConv,d007,0.46465925000000013
wind_onshore,onshore_a,IT,avaConv,d007,0.25278625000000005
wind_onshore,onshore_a,LU,avaConv,d007,0.04958724999999999
wind_onshore,onshore_a,NL,avaConv,d007,0.12515841666666663
wind_onshore,onshore_a,NO,avaConv,d007,0.2791387916666666
wind_onshore,onshore_a,PL,avaConv,d007,0.079572875
wind_onshore,onshore_a,PT,avaConv,d007,0.03317620833333334
wind_onshore,onshore_a,RO,avaConv,d007,0.4275564583333334
wind_onshore,onshore_a,SE,avaConv,d007,0.12285000000000001
wind_onshore,onshore_a,SI,avaConv,d007,0.37527710891666666
wind_onshore,onshore_a,SK,avaConv,d007,0.16576497983333333
wind_onshore,onshore_a,UK,avaConv,d007,0.29991666666666666
wind_onshore,onshore_a,EE,avaConv,d007,0.07892083333333334
wind_onshore,onshore_a,LT,avaConv,d007,0.053454625000000006
wind_onshore,onshore_a,LV,avaConv,d007,0.03760383333333333
wind_onshore,onshore_a,NONEU_Balkan,avaConv,d007,0.48588716841666674
wind_onshore,onshore_a,TR,avaConv,d007,0.3781878749999999
wind_onshore,onshore_a,AT,avaConv,d008,0.07836679166666666
wind_onshore,onshore_a,BE,avaConv,d008,0.19564066666666666
wind_onshore,onshore_a,BG,avaConv,d008,0.5583535833333333
wind_onshore,onshore_a,CH,avaConv,d008,0.024093916666666663
wind_onshore,onshore_a,CZ,avaConv,d008,0.123608375
wind_onshore,onshore_a,DK,avaConv,d008,0.07379329166666666
wind_onshore,onshore_a,ES,avaConv,d008,0.09960475000000002
wind_onshore,onshore_a,FI,avaConv,d008,0.18201699999999998
wind_onshore,onshore_a,FR,avaConv,d008,0.065248
wind_onshore,onshore_a,GR,avaConv,d008,0.4165854583333332
wind_onshore,onshore_a,HR,avaConv,d008,0.04168154166666666
wind_onshore,onshore_a,HU,avaConv,d008,0.051835458333333334
wind_onshore,onshore_a,IE,avaConv,d008,0.25599374999999996
wind_onshore,onshore_a,IT,avaConv,d008,0.10681079166666667
wind_onshore,onshore_a,LU,avaConv,d008,0.09306279166666669
wind_onshore,onshore_a,NL,avaConv,d008,0.2071585416666667
wind_onshore,onshore_a,NO,avaConv,d008,0.1878455
wind_onshore,onshore_a,PL,avaConv,d008,0.11409550000000002
wind_onshore,onshore_a,PT,avaConv,d008,0.13169970833333333
wind_onshore,onshore_a,RO,avaConv,d008,0.4667905416666667
wind_onshore,onshore_a,SE,avaConv,d008,0.14609087499999998
wind_onshore,onshore_a,SI,avaConv,d008,0.030557812125000004
wind_onshore,onshore_a,SK,avaConv,d008,0.0011765632083333333
wind_onshore,onshore_a,UK,avaConv,d008,0.3443121666666667
wind_onshore,onshore_a,EE,avaConv,d008,0.3330908333333333
wind_onshore,onshore_a,LT,avaConv,d008,0.18781445833333332
wind_onshore,onshore_a,LV,avaConv,d008,0.2285235
wind_onshore,onshore_a,NONEU_Balkan,avaConv,d008,0.4950057717083333
wind_onshore,onshore_a,TR,avaConv,d008,0.4165854583333332
wind_onshore,onshore_a,AT,avaConv,d009,0.20115666666666665
wind_onshore,onshore_a,BE,avaConv,d009,0.1339255
wind_onshore,onshore_a,BG,avaConv,d009,0.21114008333333334
wind_onshore,onshore_a,CH,avaConv,d009,0.030039291666666672
wind_onshore,onshore_a,CZ,avaConv,d009,0.14825612500000002
wind_onshore,onshore_a,DK,avaConv,d009,0.22059320833333337
wind_onshore,onshore_a,ES,avaConv,d009,0.21742445833333335
wind_onshore,onshore_a,FI,avaConv,d009,0.3070007083333333
wind_onshore,onshore_a,FR,avaConv,d009,0.06485687500000001
wind_onshore,onshore_a,GR,avaConv,d009,0.08336979166666668
wind_onshore,onshore_a,HR,avaConv,d009,0.02146291666666667
wind_onshore,onshore_a,HU,avaConv,d009,0.14682487500000005
wind_onshore,onshore_a,IE,avaConv,d009,0.08253558333333334
wind_onshore,onshore_a,IT,avaConv,d009,0.07927983333333333
wind_onshore,onshore_a,LU,avaConv,d009,0.09807670833333332
wind_onshore,onshore_a,NL,avaConv,d009,0.16768225
wind_onshore,onshore_a,NO,avaConv,d009,0.17967787500000001
wind_onshore,onshore_a,PL,avaConv,d009,0.1616715416666667
wind_onshore,onshore_a,PT,avaConv,d009,0.23135179166666672
wind_onshore,onshore_a,RO,avaConv,d009,0.16856550000000003
wind_onshore,onshore_a,SE,avaConv,d009,0.24418000000000004
wind_onshore,onshore_a,SI,avaConv,d009,0.013245302124999999
wind_onshore,onshore_a,SK,avaConv,d009,0.018758871583333333
wind_onshore,onshore_a,UK,avaConv,d009,0.14946045833333335
wind_onshore,onshore_a,EE,avaConv,d009,0.257156375
wind_onshore,onshore_a,LT,avaConv,d009,0.22185825
wind_onshore,onshore_a,LV,avaConv,d009,0.1884042916666667
wind_onshore,onshore_a,NONEU_Balkan,avaConv,d009,0.19587770433333332
wind_onshore,onshore_a,TR,avaConv,d009,0.08336979166666668
wind_onshore,onshore_a,AT,avaConv,d010,0.3211837916666666
wind_onshore,onshore_a,BE,avaConv,d010,0.07528033333333332
wind_onshore,onshore_a,BG,avaConv,d010,0.2863165833333333
wind_onshore,onshore_a,CH,avaConv,d010,0.11438170833333333
wind_onshore,onshore_a,CZ,avaConv,d010,0.41330487499999996
wind_onshore,onshore_a,DK,avaConv,d010,0.395405875
wind_onshore,onshore_a,ES,avaConv,d010,0.2542130833333333
wind_onshore,onshore_a,FI,avaConv,d010,0.427911875
wind_onshore,onshore_a,FR,avaConv,d010,0.15273804166666666
wind_onshore,onshore_a,GR,avaConv,d010,0.12262583333333334
wind_onshore,onshore_a,HR,avaConv,d010,0.06938808333333334
wind_onshore,onshore_a,HU,avaConv,d010,0.19105204166666667
wind_onshore,onshore_a,IE,avaConv,d010,0.245425
wind_onshore,onshore_a,IT,avaConv,d010,0.2812569166666667
wind_onshore,onshore_a,LU,avaConv,d010,0.10472887499999999
wind_onshore,onshore_a,NL,avaConv,d010,0.14089587499999998
wind_onshore,onshore_a,NO,avaConv,d010,0.13040295833333335
wind_onshore,onshore_a,PL,avaConv,d010,0.4715687916666667
wind_onshore,onshore_a,PT,avaConv,d010,0.08076270833333334
wind_onshore,onshore_a,RO,avaConv,d010,0.25741575
wind_onshore,onshore_a,SE,avaConv,d010,0.481887
wind_onshore,onshore_a,SI,avaConv,d010,0.11912711616666664
wind_onshore,onshore_a,SK,avaConv,d010,0.09671305608333335
wind_onshore,onshore_a,UK,avaConv,d010,0.0654695
wind_onshore,onshore_a,EE,avaConv,d010,0.38421625
wind_onshore,onshore_a,LT,avaConv,d010,0.2933635416666667
wind_onshore,onshore_a,LV,avaConv,d010,0.3606605
wind_onshore,onshore_a,NONEU_Balkan,avaConv,d010,0.09240978529166667
wind_onshore,onshore_a,TR,avaConv,d010,0.12262583333333334
wind_onshore,onshore_a,AT,avaConv,d011,0.37683174999999985
wind_onshore,onshore_a,BE,avaConv,d011,0.04732208333333333
wind_onshore,onshore_a,BG,avaConv,d011,0.2563059583333333
wind_onshore,onshore_a,CH,avaConv,d011,0.13324383333333334
wind_onshore,onshore_a,CZ,avaConv,d011,0.2407939166666667
wind_onshore,onshore_a,DK,avaConv,d011,0.2966709166666667
wind_onshore,onshore_a,ES,avaConv,d011,0.15595845833333333
wind_onshore,onshore_a,FI,avaConv,d011,0.24388274999999995
wind_onshore,onshore_a,FR,avaConv,d011,0.18835708333333337
wind_onshore,onshore_a,GR,avaConv,d011,0.4160943333333332
wind_onshore,onshore_a,HR,avaConv,d011,0.07278483333333334
wind_onshore,onshore_a,HU,avaConv,d011,0.31077062499999997
wind_onshore,onshore_a,IE,avaConv,d011,0.27669275
wind_onshore,onshore_a,IT,avaConv,d011,0.4336387083333333
wind_onshore,onshore_a,LU,avaConv,d011,0.046931333333333346
wind_onshore,onshore_a,NL,avaConv,d011,0.0333245
wind_onshore,onshore_a,NO,avaConv,d011,0.23525275
wind_onshore,onshore_a,PL,avaConv,d011,0.3139351666666667
wind_onshore,onshore_a,PT,avaConv,d011,0.07105874999999999
wind_onshore,onshore_a,RO,avaConv,d011,0.1306895833333333
wind_onshore,onshore_a,SE,avaConv,d011,0.3695029583333332
wind_onshore,onshore_a,SI,avaConv,d011,0.058569417374999995
wind_onshore,onshore_a,SK,avaConv,d011,0.16507604595833328
wind_onshore,onshore_a,UK,avaConv,d011,0.08954291666666665
wind_onshore,onshore_a,EE,avaConv,d011,0.5899658333333333
wind_onshore,onshore_a,LT,avaConv,d011,0.26829058333333333
wind_onshore,onshore_a,LV,avaConv,d011,0.463581125
wind_onshore,onshore_a,NONEU_Balkan,avaConv,d011,0.35419773545833344
wind_onshore,onshore_a,TR,avaConv,d011,0.4160943333333332
wind_onshore,onshore_a,AT,avaConv,d012,0.1330805416666667
wind_onshore,onshore_a,BE,avaConv,d012,0.20753074999999999
wind_onshore,onshore_a,BG,avaConv,d012,0.15130525
wind_onshore,onshore_a,CH,avaConv,d012,0.06262179166666666
wind_onshore,onshore_a,CZ,avaConv,d012,0.11563720833333331
wind_onshore,onshore_a,DK,avaConv,d012,0.12105662499999999
wind_onshore,onshore_a,ES,avaConv,d012,0.34662495833333334
wind_onshore,onshore_a,FI,avaConv,d012,0.12669041666666667
wind_onshore,onshore_a,FR,avaConv,d012,0.16487641666666666
wind_onshore,onshore_a,GR,avaConv,d012,0.28601587500000003
wind_onshore,onshore_a,HR,avaConv,d012,0.11749679166666666
wind_onshore,onshore_a,HU,avaConv,d012,0.10307179166666668
wind_onshore,onshore_a,IE,avaConv,d012,0.22850974999999996
wind_onshore,onshore_a,IT,avaConv,d012,0.2737467083333333
wind_onshore,onshore_a,LU,avaConv,d012,0.12837212499999998
wind_onshore,onshore_a,NL,avaConv,d012,0.10414445833333334
wind_onshore,onshore_a,NO,avaConv,d012,0.13221762500000003
wind_onshore,onshore_a,PL,avaConv,d012,0.19204870833333335
wind_onshore,onshore_a,PT,avaConv,d012,0.33822362499999997
wind_onshore,onshore_a,RO,avaConv,d012,0.15227029166666664
wind_onshore,onshore_a,SE,avaConv,d012,0.19572983333333335
wind_onshore,onshore_a,SI,avaConv,d012,0.20925700695833335
wind_onshore,onshore_a,SK,avaConv,d012,0.05193534066666666
wind_onshore,onshore_a,UK,avaConv,d012,0.31034095833333336
wind_onshore,onshore_a,EE,avaConv,d012,0.1407437083333333
wind_onshore,onshore_a,LT,avaConv,d012,0.240827125
wind_onshore,onshore_a,LV,avaConv,d012,0.21506454166666666
wind_onshore,onshore_a,NONEU_Balkan,avaConv,d012,0.2935225707083333
wind_onshore,onshore_a,TR,avaConv,d012,0.28601587500000003
wind_onshore,onshore_a,AT,avaConv,d013,0.10876404166666666
wind_onshore,onshore_a,BE,avaConv,d013,0.18761487500000004
wind_onshore,onshore_a,BG,avaConv,d013,0.10704162499999999
wind_onshore,onshore_a,CH,avaConv,d013,0.029848375
wind_onshore,onshore_a,CZ,avaConv,d013,0.10435425
wind_onshore,onshore_a,DK,avaConv,d013,0.109430625
wind_onshore,onshore_a,ES,avaConv,d013,0.471075375
wind_onshore,onshore_a,FI,avaConv,d013,0.10386570833333335
wind_onshore,onshore_a,FR,avaConv,d013,0.12283087499999996
wind_onshore,onshore_a,GR,avaConv,d013,0.10081062500000003
wind_onshore,onshore_a,HR,avaConv,d013,0.24401837499999998
wind_onshore,onshore_a,HU,avaConv,d013,0.135088875
wind_onshore,onshore_a,IE,avaConv,d013,0.138644625
wind_onshore,onshore_a,IT,avaConv,d013,0.3959857916666667
wind_onshore,onshore_a,LU,avaConv,d013,0.1409279583333333
wind_onshore,onshore_a,NL,avaConv,d013,0.14312
wind_onshore,onshore_a,NO,avaConv,d013,0.14948895833333334
wind_onshore,onshore_a,PL,avaConv,d013,0.13009308333333333
wind_onshore,onshore_a,PT,avaConv,d013,0.48736445833333325
wind_onshore,onshore_a,RO,avaConv,d013,0.13574466666666668
wind_onshore,onshore_a,SE,avaConv,d013,0.13532545833333334
wind_onshore,onshore_a,SI,avaConv,d013,0.44482046791666674
wind_onshore,onshore_a,SK,avaConv,d013,0.03526913158333333
wind_onshore,onshore_a,UK,avaConv,d013,0.17526625000000004
wind_onshore,onshore_a,EE,avaConv,d013,0.09035958333333333
wind_onshore,onshore_a,LT,avaConv,d013,0.06404333333333334
wind_onshore,onshore_a,LV,avaConv,d013,0.02504370833333333
wind_onshore,onshore_a,NONEU_Balkan,avaConv,d013,0.07333387962499999
wind_onshore,onshore_a,TR,avaConv,d013,0.10081062500000003
wind_onshore,onshore_a,AT,avaConv,d014,0.1553959583333333
wind_onshore,onshore_a,BE,avaConv,d014,0.15896770833333332
wind_onshore,onshore_a,BG,avaConv,d014,0.19408250000000002
wind_onshore,onshore_a,CH,avaConv,d014,0.055073749999999984
wind_onshore,onshore_a,CZ,avaConv,d014,0.12119849999999997
wind_onshore,onshore_a,DK,avaConv,d014,0.21985062500000005
wind_onshore,onshore_a,ES,avaConv,d014,0.4774805416666667
wind_onshore,onshore_a,FI,avaConv,d014,0.15685629166666665
wind_onshore,onshore_a,FR,avaConv,d014,0.21406175000000002
wind_onshore,onshore_a,GR,avaConv,d014,0.17707408333333338
wind_onshore,onshore_a,HR,avaConv,d014,0.4217197916666667
wind_onshore,onshore_a,HU,avaConv,d014,0.2502378333333333
wind_onshore,onshore_a,IE,avaConv,d014,0.40952075000000004
wind_onshore,onshore_a,IT,avaConv,d014,0.4844230833333334
wind_onshore,onshore_a,LU,avaConv,d014,0.09054475000000001
wind_onshore,onshore_a,NL,avaConv,d014,0.08976483333333334
wind_onshore,onshore_a,NO,avaConv,d014,0.19919137499999998
wind_onshore,onshore_a,PL,avaConv,d014,0.250588875
wind_onshore,onshore_a,PT,avaConv,d014,0.3219994166666667
wind_onshore,onshore_a,RO,avaConv,d014,0.38589641666666674
wind_onshore,onshore_a,SE,avaConv,d014,0.1958373333333333
wind_onshore,onshore_a,SI,avaConv,d014,0.6226398012500001
wind_onshore,onshore_a,SK,avaConv,d014,0.14353543850000003
wind_onshore,onshore_a,UK,avaConv,d014,0.23085083333333334
wind_onshore,onshore_a,EE,avaConv,d014,0.23525416666666665
wind_onshore,onshore_a,LT,avaConv,d014,0.16657775
wind_onshore,onshore_a,LV,avaConv,d014,0.08737516666666666
wind_onshore,onshore_a,NONEU_Balkan,avaConv,d014,0.1284210360416667
wind_onshore,onshore_a,TR,avaConv,d014,0.17707408333333338
wind_onshore,onshore_a,AT,avaConv,d015,0.13276158333333335
wind_onshore,onshore_a,BE,avaConv,d015,0.2446224583333334
wind_onshore,onshore_a,BG,avaConv,d015,0.3611626249999999
wind_onshore,onshore_a,CH,avaConv,d015,0.17301079166666666
wind_onshore,onshore_a,CZ,avaConv,d015,0.09343333333333333
wind_onshore,onshore_a,DK,avaConv,d015,0.08891662499999999
wind_onshore,onshore_a,ES,avaConv,d015,0.5387104166666666
wind_onshore,onshore_a,FI,avaConv,d015,0.09338475
wind_onshore,onshore_a,FR,avaConv,d015,0.30626525000000004
wind_onshore,onshore_a,GR,avaConv,d015,0.4157574583333334
wind_onshore,onshore_a,HR,avaConv,d015,0.0997555
wind_onshore,onshore_a,HU,avaConv,d015,0.10508666666666666
wind_onshore,onshore_a,IE,avaConv,d015,0.17943775000000003
wind_onshore,onshore_a,IT,avaConv,d015,0.21970537499999995
wind_onshore,onshore_a,LU,avaConv,d015,0.23843270833333338
wind_onshore,onshore_a,NL,avaConv,d015,0.14928045833333334
wind_onshore,onshore_a,NO,avaConv,d015,0.11205983333333336
