region_1,region_2,carrier_1,carrier_2,parameter,timestep_2,value
UK,UK,electricity,electricity_central,dem,d296,31.2693404775
EE,EE,electricity,electricity_central,dem,d296,0.7430210898333333
LT,LT,electricity,electricity_central,dem,d296,0.5062381475833334
LV,LV,electricity,electricity_central,dem,d296,0.6522556267083334
NONEU_Balkan,NONEU_Balkan,electricity,electricity_central,dem,d296,4.485845655125
TR,TR,electricity,electricity_central,dem,d296,21.77784282416667
AT,AT,electricity,electricity_central,dem,d297,4.594458364833333
BE,BE,electricity,electricity_central,dem,d297,5.466142064708333
BG,BG,electricity,electricity_central,dem,d297,3.4245915051250004
CH,CH,electricity,electricity_central,dem,d297,8.891759468583336
CZ,CZ,electricity,electricity_central,dem,d297,5.060700216666667
DK,DK,electricity,electricity_central,dem,d297,4.535153493791667
ES,ES,electricity,electricity_central,dem,d297,26.652845747916672
FI,FI,electricity,electricity_central,dem,d297,2.1420717283750004
FR,FR,electricity,electricity_central,dem,d297,49.06565355625
GR,GR,electricity,electricity_central,dem,d297,5.343329415625001
HR,HR,electricity,electricity_central,dem,d297,1.9630796426250006
HU,HU,electricity,electricity_central,dem,d297,3.2986718000000006
IE,IE,electricity,electricity_central,dem,d297,2.7205074030000005
IT,IT,electricity,electricity_central,dem,d297,14.816891162916669
LU,LU,electricity,electricity_central,dem,d297,0.6665505416250002
NL,NL,electricity,electricity_central,dem,d297,7.777961857625001
NO,NO,electricity,electricity_central,dem,d297,10.355037620166666
PL,PL,electricity,electricity_central,dem,d297,17.122605392083333
PT,PT,electricity,electricity_central,dem,d297,5.082916468
RO,RO,electricity,electricity_central,dem,d297,5.26019227225
SE,SE,electricity,electricity_central,dem,d297,11.804799355541666
SI,SI,electricity,electricity_central,dem,d297,0.9581062418333336
SK,SK,electricity,electricity_central,dem,d297,2.037381611708333
UK,UK,electricity,electricity_central,dem,d297,32.42401794124999
EE,EE,electricity,electricity_central,dem,d297,0.7225106117916665
LT,LT,electricity,electricity_central,dem,d297,0.5060732222916667
LV,LV,electricity,electricity_central,dem,d297,0.6393042054583333
NONEU_Balkan,NONEU_Balkan,electricity,electricity_central,dem,d297,4.473470379249998
TR,TR,electricity,electricity_central,dem,d297,21.866690982500003
AT,AT,electricity,electricity_central,dem,d298,4.444545046916667
BE,BE,electricity,electricity_central,dem,d298,5.490164446791667
BG,BG,electricity,electricity_central,dem,d298,3.515538766958333
CH,CH,electricity,electricity_central,dem,d298,8.688897324208332
CZ,CZ,electricity,electricity_central,dem,d298,4.998848609458333
DK,DK,electricity,electricity_central,dem,d298,4.405765199
ES,ES,electricity,electricity_central,dem,d298,26.124111029583332
FI,FI,electricity,electricity_central,dem,d298,2.1869586961666667
FR,FR,electricity,electricity_central,dem,d298,48.33712711375
GR,GR,electricity,electricity_central,dem,d298,5.313075783916667
HR,HR,electricity,electricity_central,dem,d298,1.92965177925
HU,HU,electricity,electricity_central,dem,d298,3.349738144291667
IE,IE,electricity,electricity_central,dem,d298,2.671326152666667
IT,IT,electricity,electricity_central,dem,d298,14.549423388333336
LU,LU,electricity,electricity_central,dem,d298,0.6752198761249999
NL,NL,electricity,electricity_central,dem,d298,7.865712155250001
NO,NO,electricity,electricity_central,dem,d298,10.891513751291669
PL,PL,electricity,electricity_central,dem,d298,16.984727194583332
PT,PT,electricity,electricity_central,dem,d298,4.915782711500001
RO,RO,electricity,electricity_central,dem,d298,5.238264901333333
SE,SE,electricity,electricity_central,dem,d298,11.923141062583333
SI,SI,electricity,electricity_central,dem,d298,0.930444382
SK,SK,electricity,electricity_central,dem,d298,2.0127703173333336
UK,UK,electricity,electricity_central,dem,d298,30.999238923749996
EE,EE,electricity,electricity_central,dem,d298,0.7043865730833333
LT,LT,electricity,electricity_central,dem,d298,0.4962436755
LV,LV,electricity,electricity_central,dem,d298,0.629996328125
NONEU_Balkan,NONEU_Balkan,electricity,electricity_central,dem,d298,4.472747377999999
TR,TR,electricity,electricity_central,dem,d298,21.742883003333336
AT,AT,electricity,electricity_central,dem,d299,3.5269701954999992
BE,BE,electricity,electricity_central,dem,d299,4.7890959505416655
BG,BG,electricity,electricity_central,dem,d299,3.3043573587916666
CH,CH,electricity,electricity_central,dem,d299,7.623187567791668
CZ,CZ,electricity,electricity_central,dem,d299,4.305180122875
DK,DK,electricity,electricity_central,dem,d299,3.8620999615416665
ES,ES,electricity,electricity_central,dem,d299,23.210250671249998
FI,FI,electricity,electricity_central,dem,d299,2.057669196541667
FR,FR,electricity,electricity_central,dem,d299,42.2449753325
GR,GR,electricity,electricity_central,dem,d299,4.9894421602916665
HR,HR,electricity,electricity_central,dem,d299,1.7783536038749996
HU,HU,electricity,electricity_central,dem,d299,3.0456946336666664
IE,IE,electricity,electricity_central,dem,d299,2.431283537625
IT,IT,electricity,electricity_central,dem,d299,12.644826285833334
LU,LU,electricity,electricity_central,dem,d299,0.5919852811666667
NL,NL,electricity,electricity_central,dem,d299,6.771095540333334
NO,NO,electricity,electricity_central,dem,d299,9.994735316541666
PL,PL,electricity,electricity_central,dem,d299,15.323979150833331
PT,PT,electricity,electricity_central,dem,d299,4.282138916708333
RO,RO,electricity,electricity_central,dem,d299,4.644845842833334
SE,SE,electricity,electricity_central,dem,d299,10.601653382208335
SI,SI,electricity,electricity_central,dem,d299,0.8390764200833333
SK,SK,electricity,electricity_central,dem,d299,1.8257499836250002
UK,UK,electricity,electricity_central,dem,d299,27.631308797499997
EE,EE,electricity,electricity_central,dem,d299,0.6420166604583334
LT,LT,electricity,electricity_central,dem,d299,0.45230758087499995
LV,LV,electricity,electricity_central,dem,d299,0.5643206805000002
NONEU_Balkan,NONEU_Balkan,electricity,electricity_central,dem,d299,4.472438804208333
TR,TR,electricity,electricity_central,dem,d299,20.41846598083333
AT,AT,electricity,electricity_central,dem,d300,3.423145630500001
BE,BE,electricity,electricity_central,dem,d300,4.488466122499999
BG,BG,electricity,electricity_central,dem,d300,3.241010114458333
CH,CH,electricity,electricity_central,dem,d300,7.615464042708332
CZ,CZ,electricity,electricity_central,dem,d300,4.1603554549999995
DK,DK,electricity,electricity_central,dem,d300,4.15570825525
ES,ES,electricity,electricity_central,dem,d300,21.162175599166666
FI,FI,electricity,electricity_central,dem,d300,1.9559608457916668
FR,FR,electricity,electricity_central,dem,d300,39.984374645833334
GR,GR,electricity,electricity_central,dem,d300,4.634799744
HR,HR,electricity,electricity_central,dem,d300,1.6573412472916669
HU,HU,electricity,electricity_central,dem,d300,2.86148885
IE,IE,electricity,electricity_central,dem,d300,2.3049221731666667
IT,IT,electricity,electricity_central,dem,d300,10.865841708750002
LU,LU,electricity,electricity_central,dem,d300,0.5373639819166667
NL,NL,electricity,electricity_central,dem,d300,6.4871349
NO,NO,electricity,electricity_central,dem,d300,9.606591753083334
PL,PL,electricity,electricity_central,dem,d300,13.756415571666667
PT,PT,electricity,electricity_central,dem,d300,3.971083408583333
RO,RO,electricity,electricity_central,dem,d300,4.355189873375
SE,SE,electricity,electricity_central,dem,d300,10.339246269291666
SI,SI,electricity,electricity_central,dem,d300,0.8161645764583333
SK,SK,electricity,electricity_central,dem,d300,1.755155099666667
UK,UK,electricity,electricity_central,dem,d300,26.568993319166665
EE,EE,electricity,electricity_central,dem,d300,0.6134116384166667
LT,LT,electricity,electricity_central,dem,d300,0.43192281625
LV,LV,electricity,electricity_central,dem,d300,0.5367338466666667
NONEU_Balkan,NONEU_Balkan,electricity,electricity_central,dem,d300,4.473784043416665
TR,TR,electricity,electricity_central,dem,d300,18.967150606666667
AT,AT,electricity,electricity_central,dem,d301,4.425882507500001
BE,BE,electricity,electricity_central,dem,d301,5.279563855583334
BG,BG,electricity,electricity_central,dem,d301,3.4022315430000005
CH,CH,electricity,electricity_central,dem,d301,8.703182428166667
CZ,CZ,electricity,electricity_central,dem,d301,4.371627073291666
DK,DK,electricity,electricity_central,dem,d301,4.588127687041665
ES,ES,electricity,electricity_central,dem,d301,25.839989355416666
FI,FI,electricity,electricity_central,dem,d301,2.130989771291667
FR,FR,electricity,electricity_central,dem,d301,48.09563706375
GR,GR,electricity,electricity_central,dem,d301,4.518552170041667
HR,HR,electricity,electricity_central,dem,d301,1.8946092541250001
HU,HU,electricity,electricity_central,dem,d301,3.300231310958333
IE,IE,electricity,electricity_central,dem,d301,2.3000846731666664
IT,IT,electricity,electricity_central,dem,d301,13.901960630625
LU,LU,electricity,electricity_central,dem,d301,0.6607560122916666
NL,NL,electricity,electricity_central,dem,d301,7.8103813225000005
NO,NO,electricity,electricity_central,dem,d301,10.566945692125001
PL,PL,electricity,electricity_central,dem,d301,16.409285452916667
PT,PT,electricity,electricity_central,dem,d301,4.804665307125
RO,RO,electricity,electricity_central,dem,d301,5.104860616916667
SE,SE,electricity,electricity_central,dem,d301,11.665967499791664
SI,SI,electricity,electricity_central,dem,d301,0.89912475525
SK,SK,electricity,electricity_central,dem,d301,1.9749479860833337
UK,UK,electricity,electricity_central,dem,d301,31.171139079999993
EE,EE,electricity,electricity_central,dem,d301,0.6912934062500001
LT,LT,electricity,electricity_central,dem,d301,0.49050427579166667
LV,LV,electricity,electricity_central,dem,d301,0.62240305975
NONEU_Balkan,NONEU_Balkan,electricity,electricity_central,dem,d301,4.546885262958333
TR,TR,electricity,electricity_central,dem,d301,18.491426655833333
AT,AT,electricity,electricity_central,dem,d302,4.590053824041666
BE,BE,electricity,electricity_central,dem,d302,5.483732224333334
BG,BG,electricity,electricity_central,dem,d302,3.3839990217083327
CH,CH,electricity,electricity_central,dem,d302,9.085531092625002
CZ,CZ,electricity,electricity_central,dem,d302,5.2113190129583336
DK,DK,electricity,electricity_central,dem,d302,4.6043949834583335
ES,ES,electricity,electricity_central,dem,d302,26.147942888333333
FI,FI,electricity,electricity_central,dem,d302,2.135572880083333
FR,FR,electricity,electricity_central,dem,d302,51.14215472708333
GR,GR,electricity,electricity_central,dem,d302,5.254362027541666
HR,HR,electricity,electricity_central,dem,d302,1.9337102534583337
HU,HU,electricity,electricity_central,dem,d302,3.374139906541666
IE,IE,electricity,electricity_central,dem,d302,2.6562272889583327
IT,IT,electricity,electricity_central,dem,d302,14.716570404583335
LU,LU,electricity,electricity_central,dem,d302,0.6766572785833334
NL,NL,electricity,electricity_central,dem,d302,7.971341545666667
NO,NO,electricity,electricity_central,dem,d302,10.683521339166667
PL,PL,electricity,electricity_central,dem,d302,16.959690790833335
PT,PT,electricity,electricity_central,dem,d302,4.892424258666666
RO,RO,electricity,electricity_central,dem,d302,5.17148609
SE,SE,electricity,electricity_central,dem,d302,11.779012217333332
SI,SI,electricity,electricity_central,dem,d302,0.9082183696249998
SK,SK,electricity,electricity_central,dem,d302,1.99777400525
UK,UK,electricity,electricity_central,dem,d302,32.261048655
EE,EE,electricity,electricity_central,dem,d302,0.6947118193333334
LT,LT,electricity,electricity_central,dem,d302,0.49245039404166685
LV,LV,electricity,electricity_central,dem,d302,0.6081044455
NONEU_Balkan,NONEU_Balkan,electricity,electricity_central,dem,d302,4.581030391291667
TR,TR,electricity,electricity_central,dem,d302,21.502606675
AT,AT,electricity,electricity_central,dem,d303,4.638685404625
BE,BE,electricity,electricity_central,dem,d303,5.595114689416666
BG,BG,electricity,electricity_central,dem,d303,3.319682726125
CH,CH,electricity,electricity_central,dem,d303,8.944047049583334
CZ,CZ,electricity,electricity_central,dem,d303,5.310247333541666
DK,DK,electricity,electricity_central,dem,d303,4.56515657675
ES,ES,electricity,electricity_central,dem,d303,26.404630213749996
FI,FI,electricity,electricity_central,dem,d303,2.2001672158333334
FR,FR,electricity,electricity_central,dem,d303,53.19110522916667
GR,GR,electricity,electricity_central,dem,d303,5.361170090916667
HR,HR,electricity,electricity_central,dem,d303,1.9101885584583334
HU,HU,electricity,electricity_central,dem,d303,3.4030367301249993
IE,IE,electricity,electricity_central,dem,d303,2.75484632375
IT,IT,electricity,electricity_central,dem,d303,14.823401270416666
LU,LU,electricity,electricity_central,dem,d303,0.6510086257500001
NL,NL,electricity,electricity_central,dem,d303,7.966599594125001
NO,NO,electricity,electricity_central,dem,d303,11.033402438624998
PL,PL,electricity,electricity_central,dem,d303,17.10405551375
PT,PT,electricity,electricity_central,dem,d303,4.919993090875
RO,RO,electricity,electricity_central,dem,d303,5.154503877875
SE,SE,electricity,electricity_central,dem,d303,12.164201627625003
SI,SI,electricity,electricity_central,dem,d303,0.896432232625
SK,SK,electricity,electricity_central,dem,d303,2.018534205875
UK,UK,electricity,electricity_central,dem,d303,32.85140203
EE,EE,electricity,electricity_central,dem,d303,0.7162865201666667
LT,LT,electricity,electricity_central,dem,d303,0.493670841125
LV,LV,electricity,electricity_central,dem,d303,0.6295370577916667
NONEU_Balkan,NONEU_Balkan,electricity,electricity_central,dem,d303,4.618648422124999
TR,TR,electricity,electricity_central,dem,d303,21.939700992499997
AT,AT,electricity,electricity_central,dem,d304,4.523508930000001
BE,BE,electricity,electricity_central,dem,d304,5.5234632313750005
BG,BG,electricity,electricity_central,dem,d304,3.4753051912499995
CH,CH,electricity,electricity_central,dem,d304,8.970430064458332
CZ,CZ,electricity,electricity_central,dem,d304,5.361795096625001
DK,DK,electricity,electricity_central,dem,d304,4.655072065625
ES,ES,electricity,electricity_central,dem,d304,25.988958264999997
FI,FI,electricity,electricity_central,dem,d304,2.230058251375
FR,FR,electricity,electricity_central,dem,d304,54.123289753749994
GR,GR,electricity,electricity_central,dem,d304,5.379624334291665
HR,HR,electricity,electricity_central,dem,d304,1.9259860605833332
HU,HU,electricity,electricity_central,dem,d304,3.3580861156249995
IE,IE,electricity,electricity_central,dem,d304,2.724648596333333
IT,IT,electricity,electricity_central,dem,d304,14.48747971375
LU,LU,electricity,electricity_central,dem,d304,0.677600574125
NL,NL,electricity,electricity_central,dem,d304,8.034099822916668
NO,NO,electricity,electricity_central,dem,d304,11.153770416374998
PL,PL,electricity,electricity_central,dem,d304,16.845227363333336
PT,PT,electricity,electricity_central,dem,d304,4.947818206749999
RO,RO,electricity,electricity_central,dem,d304,5.256703826958334
SE,SE,electricity,electricity_central,dem,d304,12.475296632083333
SI,SI,electricity,electricity_central,dem,d304,0.7435172673333333
SK,SK,electricity,electricity_central,dem,d304,1.9904798806666664
UK,UK,electricity,electricity_central,dem,d304,32.60618477958334
EE,EE,electricity,electricity_central,dem,d304,0.7142548218333332
LT,LT,electricity,electricity_central,dem,d304,0.4832970411250001
LV,LV,electricity,electricity_central,dem,d304,0.6183614812916667
NONEU_Balkan,NONEU_Balkan,electricity,electricity_central,dem,d304,4.660347110083333
TR,TR,electricity,electricity_central,dem,d304,22.015221928749998
AT,AT,electricity,electricity_central,dem,d305,3.586476905500001
BE,BE,electricity,electricity_central,dem,d305,4.757350525833333
BG,BG,electricity,electricity_central,dem,d305,3.5067455233749993
CH,CH,electricity,electricity_central,dem,d305,8.813635671083334
CZ,CZ,electricity,electricity_central,dem,d305,5.199730756166667
DK,DK,electricity,electricity_central,dem,d305,4.473834693166667
ES,ES,electricity,electricity_central,dem,d305,22.558120765416664
FI,FI,electricity,electricity_central,dem,d305,2.188966097874999
FR,FR,electricity,electricity_central,dem,d305,47.98330583583333
GR,GR,electricity,electricity_central,dem,d305,5.435600632708333
HR,HR,electricity,electricity_central,dem,d305,1.6188075613750001
HU,HU,electricity,electricity_central,dem,d305,2.7505189314583327
IE,IE,electricity,electricity_central,dem,d305,2.715450016625
IT,IT,electricity,electricity_central,dem,d305,11.006834365875001
LU,LU,electricity,electricity_central,dem,d305,0.5486835275833332
NL,NL,electricity,electricity_central,dem,d305,7.9946883990833335
NO,NO,electricity,electricity_central,dem,d305,10.943003126541667
PL,PL,electricity,electricity_central,dem,d305,12.786403289583333
PT,PT,electricity,electricity_central,dem,d305,4.984247141791667
RO,RO,electricity,electricity_central,dem,d305,5.293658347083333
SE,SE,electricity,electricity_central,dem,d305,12.13397390166667
SI,SI,electricity,electricity_central,dem,d305,0.6675678078750001
SK,SK,electricity,electricity_central,dem,d305,1.7918297539166668
UK,UK,electricity,electricity_central,dem,d305,32.6329773875
EE,EE,electricity,electricity_central,dem,d305,0.7163510183750001
LT,LT,electricity,electricity_central,dem,d305,0.4045782048333333
LV,LV,electricity,electricity_central,dem,d305,0.6225867679166666
NONEU_Balkan,NONEU_Balkan,electricity,electricity_central,dem,d305,4.6513243957083334
TR,TR,electricity,electricity_central,dem,d305,22.244295662083335
AT,AT,electricity,electricity_central,dem,d306,3.710712203958334
BE,BE,electricity,electricity_central,dem,d306,4.812440104999999
BG,BG,electricity,electricity_central,dem,d306,3.264913380541667
CH,CH,electricity,electricity_central,dem,d306,7.82912545233333
CZ,CZ,electricity,electricity_central,dem,d306,4.531265300875001
DK,DK,electricity,electricity_central,dem,d306,3.9035417197083326
ES,ES,electricity,electricity_central,dem,d306,22.808474041249998
FI,FI,electricity,electricity_central,dem,d306,2.007126672625
FR,FR,electricity,electricity_central,dem,d306,45.99752909791667
GR,GR,electricity,electricity_central,dem,d306,5.2512941865
HR,HR,electricity,electricity_central,dem,d306,1.762250625291667
HU,HU,electricity,electricity_central,dem,d306,2.8831079551250003
IE,IE,electricity,electricity_central,dem,d306,2.525028424458334
IT,IT,electricity,electricity_central,dem,d306,11.331493436125
LU,LU,electricity,electricity_central,dem,d306,0.5556908652083332
NL,NL,electricity,electricity_central,dem,d306,7.063330402208333
NO,NO,electricity,electricity_central,dem,d306,10.5903163195
PL,PL,electricity,electricity_central,dem,d306,13.993608789166665
PT,PT,electricity,electricity_central,dem,d306,4.3892656135833334
RO,RO,electricity,electricity_central,dem,d306,4.879990061541666
SE,SE,electricity,electricity_central,dem,d306,11.269866927208334
SI,SI,electricity,electricity_central,dem,d306,0.7568528747083333
SK,SK,electricity,electricity_central,dem,d306,1.7963949578749994
UK,UK,electricity,electricity_central,dem,d306,29.413246262083337
EE,EE,electricity,electricity_central,dem,d306,0.6346960966666667
LT,LT,electricity,electricity_central,dem,d306,0.418299988125
LV,LV,electricity,electricity_central,dem,d306,0.5659434355
NONEU_Balkan,NONEU_Balkan,electricity,electricity_central,dem,d306,4.605317565375
TR,TR,electricity,electricity_central,dem,d306,21.49005204541666
AT,AT,electricity,electricity_central,dem,d307,3.571174531291667
BE,BE,electricity,electricity_central,dem,d307,4.699197983583334
BG,BG,electricity,electricity_central,dem,d307,3.2694356201666674
CH,CH,electricity,electricity_central,dem,d307,7.545405519125001
CZ,CZ,electricity,electricity_central,dem,d307,4.407619171458333
DK,DK,electricity,electricity_central,dem,d307,3.985206361041666
ES,ES,electricity,electricity_central,dem,d307,21.49213995166667
FI,FI,electricity,electricity_central,dem,d307,2.018593610875
FR,FR,electricity,electricity_central,dem,d307,45.410089392500005
GR,GR,electricity,electricity_central,dem,d307,4.840675472
HR,HR,electricity,electricity_central,dem,d307,1.7012425927083337
HU,HU,electricity,electricity_central,dem,d307,2.9174477783749997
IE,IE,electricity,electricity_central,dem,d307,2.406289787375
IT,IT,electricity,electricity_central,dem,d307,10.641633600875002
LU,LU,electricity,electricity_central,dem,d307,0.5358367417916665
NL,NL,electricity,electricity_central,dem,d307,6.583352968333334
NO,NO,electricity,electricity_central,dem,d307,10.470441652166667
PL,PL,electricity,electricity_central,dem,d307,13.599038247499998
PT,PT,electricity,electricity_central,dem,d307,4.073084426166667
RO,RO,electricity,electricity_central,dem,d307,4.489092507249999
SE,SE,electricity,electricity_central,dem,d307,11.39591623
SI,SI,electricity,electricity_central,dem,d307,0.7651336519583332
SK,SK,electricity,electricity_central,dem,d307,1.7978231780833331
UK,UK,electricity,electricity_central,dem,d307,28.403371017083334
EE,EE,electricity,electricity_central,dem,d307,0.6185070087500001
LT,LT,electricity,electricity_central,dem,d307,0.42740386358333327
LV,LV,electricity,electricity_central,dem,d307,0.5549515671666667
NONEU_Balkan,NONEU_Balkan,electricity,electricity_central,dem,d307,4.7380407612083335
TR,TR,electricity,electricity_central,dem,d307,19.809662939166667
AT,AT,electricity,electricity_central,dem,d308,4.551343812333333
BE,BE,electricity,electricity_central,dem,d308,5.642371834416667
BG,BG,electricity,electricity_central,dem,d308,3.425345211708333
CH,CH,electricity,electricity_central,dem,d308,8.983348173041666
CZ,CZ,electricity,electricity_central,dem,d308,5.271772037458334
DK,DK,electricity,electricity_central,dem,d308,4.656244060916667
ES,ES,electricity,electricity_central,dem,d308,26.361202391666666
FI,FI,electricity,electricity_central,dem,d308,2.236227115791667
FR,FR,electricity,electricity_central,dem,d308,54.85892475208333
GR,GR,electricity,electricity_central,dem,d308,5.399966479791668
HR,HR,electricity,electricity_central,dem,d308,1.9521261259583327
HU,HU,electricity,electricity_central,dem,d308,3.362336547749999
IE,IE,electricity,electricity_central,dem,d308,2.7581812668750003
IT,IT,electricity,electricity_central,dem,d308,14.080288753666665
LU,LU,electricity,electricity_central,dem,d308,0.6752198759583333
NL,NL,electricity,electricity_central,dem,d308,8.050599878916668
NO,NO,electricity,electricity_central,dem,d308,11.319553873041668
PL,PL,electricity,electricity_central,dem,d308,16.594349162083333
PT,PT,electricity,electricity_central,dem,d308,4.923471230333332
RO,RO,electricity,electricity_central,dem,d308,5.244705108125001
SE,SE,electricity,electricity_central,dem,d308,12.633413332499998
SI,SI,electricity,electricity_central,dem,d308,0.9040017775000001
SK,SK,electricity,electricity_central,dem,d308,2.0283532198333325
UK,UK,electricity,electricity_central,dem,d308,33.767464979583345
EE,EE,electricity,electricity_central,dem,d308,0.73131463775
LT,LT,electricity,electricity_central,dem,d308,0.5007626283333334
LV,LV,electricity,electricity_central,dem,d308,0.6382938108333335
NONEU_Balkan,NONEU_Balkan,electricity,electricity_central,dem,d308,4.6812777915
TR,TR,electricity,electricity_central,dem,d308,22.09846879041666
AT,AT,electricity,electricity_central,dem,d309,4.675874260374999
BE,BE,electricity,electricity_central,dem,d309,5.892265866541667
BG,BG,electricity,electricity_central,dem,d309,3.440491125041667
CH,CH,electricity,electricity_central,dem,d309,9.002212712083333
CZ,CZ,electricity,electricity_central,dem,d309,5.414313304958333
DK,DK,electricity,electricity_central,dem,d309,4.618177649708333
ES,ES,electricity,electricity_central,dem,d309,26.908899668749996
FI,FI,electricity,electricity_central,dem,d309,2.229453281
FR,FR,electricity,electricity_central,dem,d309,58.18829863083334
GR,GR,electricity,electricity_central,dem,d309,5.648320005833334
HR,HR,electricity,electricity_central,dem,d309,1.9981658072916673
HU,HU,electricity,electricity_central,dem,d309,3.518043030541666
IE,IE,electricity,electricity_central,dem,d309,2.8076556990416663
IT,IT,electricity,electricity_central,dem,d309,15.038771907916669
LU,LU,electricity,electricity_central,dem,d309,0.6979038860416665
NL,NL,electricity,electricity_central,dem,d309,8.21376172229167
NO,NO,electricity,electricity_central,dem,d309,11.525449712958336
PL,PL,electricity,electricity_central,dem,d309,17.367669454166666
PT,PT,electricity,electricity_central,dem,d309,5.027888639666667
RO,RO,electricity,electricity_central,dem,d309,5.377611043458334
SE,SE,electricity,electricity_central,dem,d309,12.793433142500001
SI,SI,electricity,electricity_central,dem,d309,0.9283614870416667
SK,SK,electricity,electricity_central,dem,d309,2.0869612556666666
UK,UK,electricity,electricity_central,dem,d309,34.84756586541667
EE,EE,electricity,electricity_central,dem,d309,0.7374097325833334
LT,LT,electricity,electricity_central,dem,d309,0.5073266544999999
LV,LV,electricity,electricity_central,dem,d309,0.6371303261250001
NONEU_Balkan,NONEU_Balkan,electricity,electricity_central,dem,d309,4.780355192666666
TR,TR,electricity,electricity_central,dem,d309,23.114814478750002
AT,AT,electricity,electricity_central,dem,d310,4.741965078000001
BE,BE,electricity,electricity_central,dem,d310,5.924076926249999
BG,BG,electricity,electricity_central,dem,d310,3.4522633042916673
CH,CH,electricity,electricity_central,dem,d310,8.999205321708333
CZ,CZ,electricity,electricity_central,dem,d310,5.426358241750001
DK,DK,electricity,electricity_central,dem,d310,4.693794794416667
ES,ES,electricity,electricity_central,dem,d310,26.796826594166678
FI,FI,electricity,electricity_central,dem,d310,2.2186646429583328
FR,FR,electricity,electricity_central,dem,d310,55.29668319958333
GR,GR,electricity,electricity_central,dem,d310,5.513193410333333
HR,HR,electricity,electricity_central,dem,d310,1.9760842161666663
HU,HU,electricity,electricity_central,dem,d310,3.4982892230416662
IE,IE,electricity,electricity_central,dem,d310,2.8352880856250002
IT,IT,electricity,electricity_central,dem,d310,15.368915743749996
LU,LU,electricity,electricity_central,dem,d310,0.6908067107083334
NL,NL,electricity,electricity_central,dem,d310,8.170358349291668
NO,NO,electricity,electricity_central,dem,d310,11.93511398666667
PL,PL,electricity,electricity_central,dem,d310,17.55680701666667
PT,PT,electricity,electricity_central,dem,d310,5.034844918625001
RO,RO,electricity,electricity_central,dem,d310,5.510823654958334
SE,SE,electricity,electricity_central,dem,d310,13.139735676666668
SI,SI,electricity,electricity_central,dem,d310,0.9272692372083334
SK,SK,electricity,electricity_central,dem,d310,2.0829061305416667
UK,UK,electricity,electricity_central,dem,d310,34.97007907583332
EE,EE,electricity,electricity_central,dem,d310,0.7351522899583333
LT,LT,electricity,electricity_central,dem,d310,0.5091573249166667
LV,LV,electricity,electricity_central,dem,d310,0.650755344
NONEU_Balkan,NONEU_Balkan,electricity,electricity_central,dem,d310,4.809917807124999
TR,TR,electricity,electricity_central,dem,d310,22.56183125833333
AT,AT,electricity,electricity_central,dem,d311,4.63428086375
BE,BE,electricity,electricity_central,dem,d311,5.911278115999999
BG,BG,electricity,electricity_central,dem,d311,3.430513485458334
CH,CH,electricity,electricity_central,dem,d311,8.643786469958334
CZ,CZ,electricity,electricity_central,dem,d311,5.3321394345833335
DK,DK,electricity,electricity_central,dem,d311,4.731814325958333
ES,ES,electricity,electricity_central,dem,d311,26.885938741249998
FI,FI,electricity,electricity_central,dem,d311,2.2798949765
FR,FR,electricity,electricity_central,dem,d311,53.61271882249999
GR,GR,electricity,electricity_central,dem,d311,5.281453423125
HR,HR,electricity,electricity_central,dem,d311,1.9855539893749998
HU,HU,electricity,electricity_central,dem,d311,3.516850463166667
IE,IE,electricity,electricity_central,dem,d311,2.818723312625
IT,IT,electricity,electricity_central,dem,d311,15.214561090416668
LU,LU,electricity,electricity_central,dem,d311,0.6905371975833333
NL,NL,electricity,electricity_central,dem,d311,8.228181126249998
NO,NO,electricity,electricity_central,dem,d311,12.163393828750001
PL,PL,electricity,electricity_central,dem,d311,17.656675763333336
PT,PT,electricity,electricity_central,dem,d311,5.062047630749999
RO,RO,electricity,electricity_central,dem,d311,5.478699289958334
SE,SE,electricity,electricity_central,dem,d311,13.124859702500002
SI,SI,electricity,electricity_central,dem,d311,0.9299871612083335
SK,SK,electricity,electricity_central,dem,d311,2.0884149797916662
UK,UK,electricity,electricity_central,dem,d311,33.97096667375
EE,EE,electricity,electricity_central,dem,d311,0.7447625456249997
LT,LT,electricity,electricity_central,dem,d311,0.513956650625
LV,LV,electricity,electricity_central,dem,d311,0.6583179942499998
NONEU_Balkan,NONEU_Balkan,electricity,electricity_central,dem,d311,4.893365006458333
TR,TR,electricity,electricity_central,dem,d311,21.613473727500004
AT,AT,electricity,electricity_central,dem,d312,4.512815431125001
BE,BE,electricity,electricity_central,dem,d312,5.781124062708333
BG,BG,electricity,electricity_central,dem,d312,3.465112207083333
CH,CH,electricity,electricity_central,dem,d312,8.474962515541668
CZ,CZ,electricity,electricity_central,dem,d312,5.212603425625001
DK,DK,electricity,electricity_central,dem,d312,4.557374527125
ES,ES,electricity,electricity_central,dem,d312,26.377354215416663
FI,FI,electricity,electricity_central,dem,d312,2.2818198823333335
FR,FR,electricity,electricity_central,dem,d312,53.88589615833334
GR,GR,electricity,electricity_central,dem,d312,5.297925369375
HR,HR,electricity,electricity_central,dem,d312,1.9871686512083337
HU,HU,electricity,electricity_central,dem,d312,3.4875561170416667
IE,IE,electricity,electricity_central,dem,d312,2.8029647897916665
IT,IT,electricity,electricity_central,dem,d312,15.256290882083336
