region_1,region_2,carrier_1,carrier_2,parameter,timestep_2,value
TR,TR,electricity,electricity_central,dem,d035,25.227276049166665
AT,AT,electricity,electricity_central,dem,d036,5.03043980425
BE,BE,electricity,electricity_central,dem,d036,5.721199377583332
BG,BG,electricity,electricity_central,dem,d036,4.131388831750001
CH,CH,electricity,electricity_central,dem,d036,10.659284757000004
CZ,CZ,electricity,electricity_central,dem,d036,5.767897850583334
DK,DK,electricity,electricity_central,dem,d036,5.130386529875
ES,ES,electricity,electricity_central,dem,d036,29.947936666249998
FI,FI,electricity,electricity_central,dem,d036,2.5572005583333337
FR,FR,electricity,electricity_central,dem,d036,69.14719982833333
GR,GR,electricity,electricity_central,dem,d036,6.153994593
HR,HR,electricity,electricity_central,dem,d036,2.3315280113749997
HU,HU,electricity,electricity_central,dem,d036,3.5833284468750004
IE,IE,electricity,electricity_central,dem,d036,3.0262227457499997
IT,IT,electricity,electricity_central,dem,d036,15.85955001041667
LU,LU,electricity,electricity_central,dem,d036,0.8240808838333332
NL,NL,electricity,electricity_central,dem,d036,8.475754546458331
NO,NO,electricity,electricity_central,dem,d036,13.957289849583333
PL,PL,electricity,electricity_central,dem,d036,17.69753295708333
PT,PT,electricity,electricity_central,dem,d036,5.501062061041666
RO,RO,electricity,electricity_central,dem,d036,6.183096912666666
SE,SE,electricity,electricity_central,dem,d036,15.184246460833338
SI,SI,electricity,electricity_central,dem,d036,1.0046411616250002
SK,SK,electricity,electricity_central,dem,d036,2.2333283216249997
UK,UK,electricity,electricity_central,dem,d036,37.57167189875
EE,EE,electricity,electricity_central,dem,d036,0.8741785017916666
LT,LT,electricity,electricity_central,dem,d036,0.5423073063333333
LV,LV,electricity,electricity_central,dem,d036,0.719584647125
NONEU_Balkan,NONEU_Balkan,electricity,electricity_central,dem,d036,5.702115655208335
TR,TR,electricity,electricity_central,dem,d036,25.18420400625
AT,AT,electricity,electricity_central,dem,d037,5.040179742666667
BE,BE,electricity,electricity_central,dem,d037,5.894322427541667
BG,BG,electricity,electricity_central,dem,d037,4.204211244625001
CH,CH,electricity,electricity_central,dem,d037,10.942184492916667
CZ,CZ,electricity,electricity_central,dem,d037,5.773292383999999
DK,DK,electricity,electricity_central,dem,d037,5.154107717333333
ES,ES,electricity,electricity_central,dem,d037,30.558578551250008
FI,FI,electricity,electricity_central,dem,d037,2.6061939914166667
FR,FR,electricity,electricity_central,dem,d037,72.28058644041666
GR,GR,electricity,electricity_central,dem,d037,6.262124187708335
HR,HR,electricity,electricity_central,dem,d037,2.3738583344583333
HU,HU,electricity,electricity_central,dem,d037,3.6347005777499994
IE,IE,electricity,electricity_central,dem,d037,3.0024750183749997
IT,IT,electricity,electricity_central,dem,d037,15.88336072875
LU,LU,electricity,electricity_central,dem,d037,0.8436205755833335
NL,NL,electricity,electricity_central,dem,d037,8.519907921749999
NO,NO,electricity,electricity_central,dem,d037,13.928122815
PL,PL,electricity,electricity_central,dem,d037,17.751679616249998
PT,PT,electricity,electricity_central,dem,d037,5.638357041708333
RO,RO,electricity,electricity_central,dem,d037,6.195363973291667
SE,SE,electricity,electricity_central,dem,d037,15.460546275416666
SI,SI,electricity,electricity_central,dem,d037,1.0358591835833335
SK,SK,electricity,electricity_central,dem,d037,2.2270033465416668
UK,UK,electricity,electricity_central,dem,d037,37.82830081666667
EE,EE,electricity,electricity_central,dem,d037,0.8508945944583334
LT,LT,electricity,electricity_central,dem,d037,0.5378048462083332
LV,LV,electricity,electricity_central,dem,d037,0.7006320944583333
NONEU_Balkan,NONEU_Balkan,electricity,electricity_central,dem,d037,5.78726431625
TR,TR,electricity,electricity_central,dem,d037,25.626706470000006
AT,AT,electricity,electricity_central,dem,d038,5.0546874832499995
BE,BE,electricity,electricity_central,dem,d038,5.945364519708332
BG,BG,electricity,electricity_central,dem,d038,4.210886931458334
CH,CH,electricity,electricity_central,dem,d038,10.795300817833335
CZ,CZ,electricity,electricity_central,dem,d038,5.801406750875
DK,DK,electricity,electricity_central,dem,d038,5.221802172916667
ES,ES,electricity,electricity_central,dem,d038,30.847846639166665
FI,FI,electricity,electricity_central,dem,d038,2.62437976725
FR,FR,electricity,electricity_central,dem,d038,74.21375183958332
GR,GR,electricity,electricity_central,dem,d038,6.599256311833336
HR,HR,electricity,electricity_central,dem,d038,2.352780451833333
HU,HU,electricity,electricity_central,dem,d038,3.646381621708333
IE,IE,electricity,electricity_central,dem,d038,3.024500302625
IT,IT,electricity,electricity_central,dem,d038,15.96677148375
LU,LU,electricity,electricity_central,dem,d038,0.8608244879999999
NL,NL,electricity,electricity_central,dem,d038,8.536746688416667
NO,NO,electricity,electricity_central,dem,d038,14.29970961458333
PL,PL,electricity,electricity_central,dem,d038,17.853249097916663
PT,PT,electricity,electricity_central,dem,d038,5.60613848625
RO,RO,electricity,electricity_central,dem,d038,6.296835565624999
SE,SE,electricity,electricity_central,dem,d038,15.79374907125
SI,SI,electricity,electricity_central,dem,d038,1.0027360748333336
SK,SK,electricity,electricity_central,dem,d038,2.2122110659166663
UK,UK,electricity,electricity_central,dem,d038,39.043547895
EE,EE,electricity,electricity_central,dem,d038,0.8475729289166666
LT,LT,electricity,electricity_central,dem,d038,0.5478982733333334
LV,LV,electricity,electricity_central,dem,d038,0.7086846330833333
NONEU_Balkan,NONEU_Balkan,electricity,electricity_central,dem,d038,5.757434903833334
TR,TR,electricity,electricity_central,dem,d038,27.0063638725
AT,AT,electricity,electricity_central,dem,d039,5.0018329922083336
BE,BE,electricity,electricity_central,dem,d039,5.884564702208333
BG,BG,electricity,electricity_central,dem,d039,4.280945753458333
CH,CH,electricity,electricity_central,dem,d039,10.765978762041664
CZ,CZ,electricity,electricity_central,dem,d039,5.7809132326249975
DK,DK,electricity,electricity_central,dem,d039,5.086647660750001
ES,ES,electricity,electricity_central,dem,d039,30.738267597500002
FI,FI,electricity,electricity_central,dem,d039,2.666278548041667
FR,FR,electricity,electricity_central,dem,d039,72.63557239541667
GR,GR,electricity,electricity_central,dem,d039,6.560695910541665
HR,HR,electricity,electricity_central,dem,d039,2.3922742070000003
HU,HU,electricity,electricity_central,dem,d039,3.5745217957916666
IE,IE,electricity,electricity_central,dem,d039,2.957105131624999
IT,IT,electricity,electricity_central,dem,d039,15.930477632916668
LU,LU,electricity,electricity_central,dem,d039,0.901700624875
NL,NL,electricity,electricity_central,dem,d039,8.450060910833333
NO,NO,electricity,electricity_central,dem,d039,14.687791515000002
PL,PL,electricity,electricity_central,dem,d039,17.816703069166675
PT,PT,electricity,electricity_central,dem,d039,5.565462559999999
RO,RO,electricity,electricity_central,dem,d039,6.300170672583334
SE,SE,electricity,electricity_central,dem,d039,15.786073195000002
SI,SI,electricity,electricity_central,dem,d039,0.8830712240833333
SK,SK,electricity,electricity_central,dem,d039,2.208768035041666
UK,UK,electricity,electricity_central,dem,d039,38.068212977916666
EE,EE,electricity,electricity_central,dem,d039,0.8547967450416666
LT,LT,electricity,electricity_central,dem,d039,0.5378213386666666
LV,LV,electricity,electricity_central,dem,d039,0.7141958761666666
NONEU_Balkan,NONEU_Balkan,electricity,electricity_central,dem,d039,5.899540258833333
TR,TR,electricity,electricity_central,dem,d039,26.848561812916667
AT,AT,electricity,electricity_central,dem,d040,4.4308773478333325
BE,BE,electricity,electricity_central,dem,d040,5.270353087875001
BG,BG,electricity,electricity_central,dem,d040,4.027700339583333
CH,CH,electricity,electricity_central,dem,d040,9.800128033833332
CZ,CZ,electricity,electricity_central,dem,d040,5.158001614416667
DK,DK,electricity,electricity_central,dem,d040,4.511291666916667
ES,ES,electricity,electricity_central,dem,d040,27.477895184583335
FI,FI,electricity,electricity_central,dem,d040,2.463439318291667
FR,FR,electricity,electricity_central,dem,d040,69.31382916833333
GR,GR,electricity,electricity_central,dem,d040,6.306301097708334
HR,HR,electricity,electricity_central,dem,d040,2.2689053168749997
HU,HU,electricity,electricity_central,dem,d040,3.3011792491249996
IE,IE,electricity,electricity_central,dem,d040,2.6963931982916667
IT,IT,electricity,electricity_central,dem,d040,13.818973029999997
LU,LU,electricity,electricity_central,dem,d040,0.8022054127916666
NL,NL,electricity,electricity_central,dem,d040,7.513186766291665
NO,NO,electricity,electricity_central,dem,d040,14.253924151666672
PL,PL,electricity,electricity_central,dem,d040,16.195862974583335
PT,PT,electricity,electricity_central,dem,d040,4.902968513208333
RO,RO,electricity,electricity_central,dem,d040,5.76298842025
SE,SE,electricity,electricity_central,dem,d040,15.096893725416669
SI,SI,electricity,electricity_central,dem,d040,0.8905391641666669
SK,SK,electricity,electricity_central,dem,d040,2.0679863302083334
UK,UK,electricity,electricity_central,dem,d040,34.9770634725
EE,EE,electricity,electricity_central,dem,d040,0.7629188334166668
LT,LT,electricity,electricity_central,dem,d040,0.48153234041666665
LV,LV,electricity,electricity_central,dem,d040,0.6585935564166665
NONEU_Balkan,NONEU_Balkan,electricity,electricity_central,dem,d040,5.8665267490416655
TR,TR,electricity,electricity_central,dem,d040,25.80749316041667
AT,AT,electricity,electricity_central,dem,d041,4.156524397166667
BE,BE,electricity,electricity_central,dem,d041,5.011576462875
BG,BG,electricity,electricity_central,dem,d041,3.9497096530000007
CH,CH,electricity,electricity_central,dem,d041,9.575325610166667
CZ,CZ,electricity,electricity_central,dem,d041,5.050110947541667
DK,DK,electricity,electricity_central,dem,d041,4.439518667291668
ES,ES,electricity,electricity_central,dem,d041,25.896085275416656
FI,FI,electricity,electricity_central,dem,d041,2.335790571708334
FR,FR,electricity,electricity_central,dem,d041,66.92009368625001
GR,GR,electricity,electricity_central,dem,d041,5.726431956833333
HR,HR,electricity,electricity_central,dem,d041,2.168316250333333
HU,HU,electricity,electricity_central,dem,d041,3.169874528833333
IE,IE,electricity,electricity_central,dem,d041,2.5288397881666667
IT,IT,electricity,electricity_central,dem,d041,12.460932018375003
LU,LU,electricity,electricity_central,dem,d041,0.7549508021250001
NL,NL,electricity,electricity_central,dem,d041,7.029870611291667
NO,NO,electricity,electricity_central,dem,d041,13.981369612083332
PL,PL,electricity,electricity_central,dem,d041,14.712347349583334
PT,PT,electricity,electricity_central,dem,d041,4.787970237541667
RO,RO,electricity,electricity_central,dem,d041,5.447188277999999
SE,SE,electricity,electricity_central,dem,d041,14.83591394375
SI,SI,electricity,electricity_central,dem,d041,0.8975244824583335
SK,SK,electricity,electricity_central,dem,d041,2.0016761069166664
UK,UK,electricity,electricity_central,dem,d041,33.782769589583346
EE,EE,electricity,electricity_central,dem,d041,0.7392479357916666
LT,LT,electricity,electricity_central,dem,d041,0.4705318243749999
LV,LV,electricity,electricity_central,dem,d041,0.6580730501250001
NONEU_Balkan,NONEU_Balkan,electricity,electricity_central,dem,d041,5.992309447625001
TR,TR,electricity,electricity_central,dem,d041,23.434474705
AT,AT,electricity,electricity_central,dem,d042,5.1717029671249986
BE,BE,electricity,electricity_central,dem,d042,5.825821445708335
BG,BG,electricity,electricity_central,dem,d042,4.201375872000001
CH,CH,electricity,electricity_central,dem,d042,10.98750039725
CZ,CZ,electricity,electricity_central,dem,d042,5.951055101875
DK,DK,electricity,electricity_central,dem,d042,5.0744120285416665
ES,ES,electricity,electricity_central,dem,d042,30.635537243750008
FI,FI,electricity,electricity_central,dem,d042,2.5025699012500002
FR,FR,electricity,electricity_central,dem,d042,71.88708577249999
GR,GR,electricity,electricity_central,dem,d042,6.421463128166667
HR,HR,electricity,electricity_central,dem,d042,2.4271858135833333
HU,HU,electricity,electricity_central,dem,d042,3.568039122125001
IE,IE,electricity,electricity_central,dem,d042,2.9529639385000004
IT,IT,electricity,electricity_central,dem,d042,15.587834391166666
LU,LU,electricity,electricity_central,dem,d042,0.8643281569166668
NL,NL,electricity,electricity_central,dem,d042,8.375496141958333
NO,NO,electricity,electricity_central,dem,d042,14.961456005833334
PL,PL,electricity,electricity_central,dem,d042,17.474657555833335
PT,PT,electricity,electricity_central,dem,d042,5.325104813791666
RO,RO,electricity,electricity_central,dem,d042,6.2044109306666675
SE,SE,electricity,electricity_central,dem,d042,16.264229516249998
SI,SI,electricity,electricity_central,dem,d042,1.030397934916667
SK,SK,electricity,electricity_central,dem,d042,2.2266717953749997
UK,UK,electricity,electricity_central,dem,d042,38.74279895541666
EE,EE,electricity,electricity_central,dem,d042,0.8378981752083333
LT,LT,electricity,electricity_central,dem,d042,0.5299049252083333
LV,LV,electricity,electricity_central,dem,d042,0.7427012504583334
NONEU_Balkan,NONEU_Balkan,electricity,electricity_central,dem,d042,5.932278215166668
TR,TR,electricity,electricity_central,dem,d042,26.278774704166665
AT,AT,electricity,electricity_central,dem,d043,5.159034235958333
BE,BE,electricity,electricity_central,dem,d043,5.96835862125
BG,BG,electricity,electricity_central,dem,d043,4.266194638833333
CH,CH,electricity,electricity_central,dem,d043,11.047511503416667
CZ,CZ,electricity,electricity_central,dem,d043,6.046073099291665
DK,DK,electricity,electricity_central,dem,d043,5.176750668916666
ES,ES,electricity,electricity_central,dem,d043,30.928922464166675
FI,FI,electricity,electricity_central,dem,d043,2.5219931164583334
FR,FR,electricity,electricity_central,dem,d043,74.29009851916665
GR,GR,electricity,electricity_central,dem,d043,6.761002327166666
HR,HR,electricity,electricity_central,dem,d043,2.4665486501666662
HU,HU,electricity,electricity_central,dem,d043,3.659194075875
IE,IE,electricity,electricity_central,dem,d043,3.012773029791667
IT,IT,electricity,electricity_central,dem,d043,15.91555321125
LU,LU,electricity,electricity_central,dem,d043,0.9039465663750001
NL,NL,electricity,electricity_central,dem,d043,8.518601465791667
NO,NO,electricity,electricity_central,dem,d043,14.873523251249999
PL,PL,electricity,electricity_central,dem,d043,17.9616610725
PT,PT,electricity,electricity_central,dem,d043,4.908204028458333
RO,RO,electricity,electricity_central,dem,d043,6.3329850599999995
SE,SE,electricity,electricity_central,dem,d043,16.325414494166665
SI,SI,electricity,electricity_central,dem,d043,1.0232094073750002
SK,SK,electricity,electricity_central,dem,d043,2.284310681874999
UK,UK,electricity,electricity_central,dem,d043,39.927207817083335
EE,EE,electricity,electricity_central,dem,d043,0.8396718800833335
LT,LT,electricity,electricity_central,dem,d043,0.5397014868333333
LV,LV,electricity,electricity_central,dem,d043,0.7222177966666669
NONEU_Balkan,NONEU_Balkan,electricity,electricity_central,dem,d043,5.962262743791666
TR,TR,electricity,electricity_central,dem,d043,27.668282661250004
AT,AT,electricity,electricity_central,dem,d044,5.210617313125
BE,BE,electricity,electricity_central,dem,d044,5.922829862499999
BG,BG,electricity,electricity_central,dem,d044,4.291461754916667
CH,CH,electricity,electricity_central,dem,d044,11.299517138749998
CZ,CZ,electricity,electricity_central,dem,d044,5.995724121458333
DK,DK,electricity,electricity_central,dem,d044,5.160670891625001
ES,ES,electricity,electricity_central,dem,d044,30.627382157083336
FI,FI,electricity,electricity_central,dem,d044,2.486171537916667
FR,FR,electricity,electricity_central,dem,d044,74.50399773999997
GR,GR,electricity,electricity_central,dem,d044,7.007987124208334
HR,HR,electricity,electricity_central,dem,d044,2.437572016708334
HU,HU,electricity,electricity_central,dem,d044,3.638339437083333
IE,IE,electricity,electricity_central,dem,d044,2.9906378025
IT,IT,electricity,electricity_central,dem,d044,16.127750171249996
LU,LU,electricity,electricity_central,dem,d044,0.8393083677500001
NL,NL,electricity,electricity_central,dem,d044,8.542867677166665
NO,NO,electricity,electricity_central,dem,d044,14.57941717125
PL,PL,electricity,electricity_central,dem,d044,17.915662120833336
PT,PT,electricity,electricity_central,dem,d044,5.457310727166667
RO,RO,electricity,electricity_central,dem,d044,6.256622607458333
SE,SE,electricity,electricity_central,dem,d044,16.181729708750005
SI,SI,electricity,electricity_central,dem,d044,1.0615651545
SK,SK,electricity,electricity_central,dem,d044,2.2513851055416665
UK,UK,electricity,electricity_central,dem,d044,39.87686671958333
EE,EE,electricity,electricity_central,dem,d044,0.841542332375
LT,LT,electricity,electricity_central,dem,d044,0.5334508187083333
LV,LV,electricity,electricity_central,dem,d044,0.7010301285416666
NONEU_Balkan,NONEU_Balkan,electricity,electricity_central,dem,d044,5.876492831958333
TR,TR,electricity,electricity_central,dem,d044,28.67902705166666
AT,AT,electricity,electricity_central,dem,d045,5.193680264083333
BE,BE,electricity,electricity_central,dem,d045,6.0576439954999985
BG,BG,electricity,electricity_central,dem,d045,4.288446928666667
CH,CH,electricity,electricity_central,dem,d045,11.394454982083333
CZ,CZ,electricity,electricity_central,dem,d045,5.950712591833333
DK,DK,electricity,electricity_central,dem,d045,5.117916498583333
ES,ES,electricity,electricity_central,dem,d045,29.982417643750008
FI,FI,electricity,electricity_central,dem,d045,2.47426462125
FR,FR,electricity,electricity_central,dem,d045,74.08254479000001
GR,GR,electricity,electricity_central,dem,d045,7.182240491375002
HR,HR,electricity,electricity_central,dem,d045,2.3706290109166663
HU,HU,electricity,electricity_central,dem,d045,3.645525419625
IE,IE,electricity,electricity_central,dem,d045,2.8947306994999997
IT,IT,electricity,electricity_central,dem,d045,16.046813257916668
LU,LU,electricity,electricity_central,dem,d045,0.8190050557916667
NL,NL,electricity,electricity_central,dem,d045,8.760707125416667
NO,NO,electricity,electricity_central,dem,d045,14.453067791666669
PL,PL,electricity,electricity_central,dem,d045,17.960158096666667
PT,PT,electricity,electricity_central,dem,d045,5.443581229083333
RO,RO,electricity,electricity_central,dem,d045,6.2818850853749995
SE,SE,electricity,electricity_central,dem,d045,15.697705467083331
SI,SI,electricity,electricity_central,dem,d045,1.0479501344166666
SK,SK,electricity,electricity_central,dem,d045,2.2336598727499997
UK,UK,electricity,electricity_central,dem,d045,38.09691389208333
EE,EE,electricity,electricity_central,dem,d045,0.8374144374583334
LT,LT,electricity,electricity_central,dem,d045,0.5330385055
LV,LV,electricity,electricity_central,dem,d045,0.7019180511250002
NONEU_Balkan,NONEU_Balkan,electricity,electricity_central,dem,d045,5.812162046416666
TR,TR,electricity,electricity_central,dem,d045,29.392130106249994
AT,AT,electricity,electricity_central,dem,d046,5.053279846333333
BE,BE,electricity,electricity_central,dem,d046,5.774976258208331
BG,BG,electricity,electricity_central,dem,d046,4.227683821125
CH,CH,electricity,electricity_central,dem,d046,11.008005330416665
CZ,CZ,electricity,electricity_central,dem,d046,5.799294605499999
DK,DK,electricity,electricity_central,dem,d046,4.5330439020833335
ES,ES,electricity,electricity_central,dem,d046,29.309741667499992
FI,FI,electricity,electricity_central,dem,d046,2.507189674875
FR,FR,electricity,electricity_central,dem,d046,69.48471560791667
GR,GR,electricity,electricity_central,dem,d046,6.926335356749999
HR,HR,electricity,electricity_central,dem,d046,2.3648249562916663
HU,HU,electricity,electricity_central,dem,d046,3.576876351875
IE,IE,electricity,electricity_central,dem,d046,2.887621040333334
IT,IT,electricity,electricity_central,dem,d046,15.780956736249998
LU,LU,electricity,electricity_central,dem,d046,0.8937949105
NL,NL,electricity,electricity_central,dem,d046,8.426641476541667
NO,NO,electricity,electricity_central,dem,d046,14.027956704166664
PL,PL,electricity,electricity_central,dem,d046,17.723439504166667
PT,PT,electricity,electricity_central,dem,d046,5.429961566958332
RO,RO,electricity,electricity_central,dem,d046,6.197319036166667
SE,SE,electricity,electricity_central,dem,d046,15.087790515833333
SI,SI,electricity,electricity_central,dem,d046,1.018002170208333
SK,SK,electricity,electricity_central,dem,d046,2.1844882918333335
UK,UK,electricity,electricity_central,dem,d046,37.07520715166667
EE,EE,electricity,electricity_central,dem,d046,0.842122817666667
LT,LT,electricity,electricity_central,dem,d046,0.5280742545833333
LV,LV,electricity,electricity_central,dem,d046,0.7214217282916665
NONEU_Balkan,NONEU_Balkan,electricity,electricity_central,dem,d046,5.614434931666668
TR,TR,electricity,electricity_central,dem,d046,28.344880710833326
AT,AT,electricity,electricity_central,dem,d047,4.370939265124999
BE,BE,electricity,electricity_central,dem,d047,5.184765147791667
BG,BG,electricity,electricity_central,dem,d047,4.055766937333334
CH,CH,electricity,electricity_central,dem,d047,9.90641194004167
CZ,CZ,electricity,electricity_central,dem,d047,5.090441506416667
DK,DK,electricity,electricity_central,dem,d047,4.025663642874999
ES,ES,electricity,electricity_central,dem,d047,26.532815524583338
FI,FI,electricity,electricity_central,dem,d047,2.3420877631250003
FR,FR,electricity,electricity_central,dem,d047,63.892291201249996
GR,GR,electricity,electricity_central,dem,d047,6.7170142075
HR,HR,electricity,electricity_central,dem,d047,2.186252088166667
HU,HU,electricity,electricity_central,dem,d047,3.233447540791667
IE,IE,electricity,electricity_central,dem,d047,2.603967629458333
IT,IT,electricity,electricity_central,dem,d047,13.590321774166666
LU,LU,electricity,electricity_central,dem,d047,0.8110993414583335
NL,NL,electricity,electricity_central,dem,d047,7.396017014208334
NO,NO,electricity,electricity_central,dem,d047,13.052587599583333
PL,PL,electricity,electricity_central,dem,d047,16.08824203916667
PT,PT,electricity,electricity_central,dem,d047,4.887261967374999
RO,RO,electricity,electricity_central,dem,d047,5.718136979791667
SE,SE,electricity,electricity_central,dem,d047,13.737185258750003
SI,SI,electricity,electricity_central,dem,d047,0.9029349289166668
SK,SK,electricity,electricity_central,dem,d047,2.0116481442916667
UK,UK,electricity,electricity_central,dem,d047,33.428740762083336
EE,EE,electricity,electricity_central,dem,d047,0.7797206557916666
LT,LT,electricity,electricity_central,dem,d047,0.47252742025000005
LV,LV,electricity,electricity_central,dem,d047,0.6606143455833333
NONEU_Balkan,NONEU_Balkan,electricity,electricity_central,dem,d047,5.556984927625
TR,TR,electricity,electricity_central,dem,d047,27.488268563333335
AT,AT,electricity,electricity_central,dem,d048,3.9968257331666677
BE,BE,electricity,electricity_central,dem,d048,4.920803363666667
BG,BG,electricity,electricity_central,dem,d048,4.0150308905416665
CH,CH,electricity,electricity_central,dem,d048,9.539988774291663
CZ,CZ,electricity,electricity_central,dem,d048,4.939622912666668
DK,DK,electricity,electricity_central,dem,d048,3.940951813666667
ES,ES,electricity,electricity_central,dem,d048,24.750612148333328
FI,FI,electricity,electricity_central,dem,d048,2.272351179541667
FR,FR,electricity,electricity_central,dem,d048,61.88081121375
GR,GR,electricity,electricity_central,dem,d048,6.455586959083333
HR,HR,electricity,electricity_central,dem,d048,2.0566427485
HU,HU,electricity,electricity_central,dem,d048,3.1090841739166675
IE,IE,electricity,electricity_central,dem,d048,2.499741492666667
IT,IT,electricity,electricity_central,dem,d048,12.164331511916664
LU,LU,electricity,electricity_central,dem,d048,0.7642490002083333
NL,NL,electricity,electricity_central,dem,d048,6.864773277166667
NO,NO,electricity,electricity_central,dem,d048,12.644249102083334
PL,PL,electricity,electricity_central,dem,d048,14.698148189166668
PT,PT,electricity,electricity_central,dem,d048,4.694133694708333
RO,RO,electricity,electricity_central,dem,d048,5.300328561291668
SE,SE,electricity,electricity_central,dem,d048,13.817052430416668
SI,SI,electricity,electricity_central,dem,d048,0.8860177582916667
SK,SK,electricity,electricity_central,dem,d048,1.9357994503750005
UK,UK,electricity,electricity_central,dem,d048,31.922286272083337
EE,EE,electricity,electricity_central,dem,d048,0.7680787022083333
LT,LT,electricity,electricity_central,dem,d048,0.466853990625
LV,LV,electricity,electricity_central,dem,d048,0.6461320231666666
NONEU_Balkan,NONEU_Balkan,electricity,electricity_central,dem,d048,5.682725161624998
TR,TR,electricity,electricity_central,dem,d048,26.418420832916663
AT,AT,electricity,electricity_central,dem,d049,4.952338666291667
BE,BE,electricity,electricity_central,dem,d049,5.641409188833333
BG,BG,electricity,electricity_central,dem,d049,4.284319487666667
CH,CH,electricity,electricity_central,dem,d049,10.904933863749998
CZ,CZ,electricity,electricity_central,dem,d049,5.783738940541667
DK,DK,electricity,electricity_central,dem,d049,4.6993266128333335
ES,ES,electricity,electricity_central,dem,d049,28.98421115083333
FI,FI,electricity,electricity_central,dem,d049,2.464878414375
FR,FR,electricity,electricity_central,dem,d049,68.44357340791665
GR,GR,electricity,electricity_central,dem,d049,6.990760017166669
HR,HR,electricity,electricity_central,dem,d049,2.3650431538749994
HU,HU,electricity,electricity_central,dem,d049,3.5078297615416667
IE,IE,electricity,electricity_central,dem,d049,2.811833539875
IT,IT,electricity,electricity_central,dem,d049,15.261059535708332
LU,LU,electricity,electricity_central,dem,d049,0.8548952023333335
NL,NL,electricity,electricity_central,dem,d049,8.240350522333333
NO,NO,electricity,electricity_central,dem,d049,13.338399885416665
PL,PL,electricity,electricity_central,dem,d049,17.516463998333332
PT,PT,electricity,electricity_central,dem,d049,5.4140719612499995
RO,RO,electricity,electricity_central,dem,d049,6.056017831416668
SE,SE,electricity,electricity_central,dem,d049,15.22310161916667
SI,SI,electricity,electricity_central,dem,d049,0.9764204761249998
SK,SK,electricity,electricity_central,dem,d049,2.1650287916666664
UK,UK,electricity,electricity_central,dem,d049,36.63858686458334
EE,EE,electricity,electricity_central,dem,d049,0.8629880365416668
LT,LT,electricity,electricity_central,dem,d049,0.542422754
LV,LV,electricity,electricity_central,dem,d049,0.7479063133333335
NONEU_Balkan,NONEU_Balkan,electricity,electricity_central,dem,d049,5.727844069250001
TR,TR,electricity,electricity_central,dem,d049,28.60852796833333
AT,AT,electricity,electricity_central,dem,d050,5.072237535458332
BE,BE,electricity,electricity_central,dem,d050,5.728112922875002
BG,BG,electricity,electricity_central,dem,d050,4.364176495374999
CH,CH,electricity,electricity_central,dem,d050,11.26459040208333
CZ,CZ,electricity,electricity_central,dem,d050,5.838140954041667
DK,DK,electricity,electricity_central,dem,d050,4.771005852999999
ES,ES,electricity,electricity_central,dem,d050,29.956329280000006
FI,FI,electricity,electricity_central,dem,d050,2.483678326791667
FR,FR,electricity,electricity_central,dem,d050,70.27850420416668
GR,GR,electricity,electricity_central,dem,d050,7.283904021416666
HR,HR,electricity,electricity_central,dem,d050,2.350642116125
HU,HU,electricity,electricity_central,dem,d050,3.571463930875
IE,IE,electricity,electricity_central,dem,d050,2.8529522901666664
IT,IT,electricity,electricity_central,dem,d050,15.816567023749998
LU,LU,electricity,electricity_central,dem,d050,0.8795107219583332
NL,NL,electricity,electricity_central,dem,d050,8.453375438249997
NO,NO,electricity,electricity_central,dem,d050,13.612496022499997
PL,PL,electricity,electricity_central,dem,d050,17.81171952041667
PT,PT,electricity,electricity_central,dem,d050,5.5217112261666665
RO,RO,electricity,electricity_central,dem,d050,6.075146779041666
SE,SE,electricity,electricity_central,dem,d050,15.65707407291667
SI,SI,electricity,electricity_central,dem,d050,1.0092133699166668
SK,SK,electricity,electricity_central,dem,d050,2.2074673344583333
UK,UK,electricity,electricity_central,dem,d050,37.501179094583335
EE,EE,electricity,electricity_central,dem,d050,0.8875941602916665
LT,LT,electricity,electricity_central,dem,d050,0.5480631985833334
LV,LV,electricity,electricity_central,dem,d050,0.7342200595833335
NONEU_Balkan,NONEU_Balkan,electricity,electricity_central,dem,d050,5.851907704458333
TR,TR,electricity,electricity_central,dem,d050,29.80817127208334
AT,AT,electricity,electricity_central,dem,d051,5.096008433958334
BE,BE,electricity,electricity_central,dem,d051,5.7861998300833335
BG,BG,electricity,electricity_central,dem,d051,4.282273712708333
CH,CH,electricity,electricity_central,dem,d051,11.2949377025
CZ,CZ,electricity,electricity_central,dem,d051,5.844534475124999
DK,DK,electricity,electricity_central,dem,d051,4.843997727958333
ES,ES,electricity,electricity_central,dem,d051,29.42244814708334
FI,FI,electricity,electricity_central,dem,d051,2.5206915135
FR,FR,electricity,electricity_central,dem,d051,70.27456839458334
GR,GR,electricity,electricity_central,dem,d051,6.351280366166669
HR,HR,electricity,electricity_central,dem,d051,2.3619011091666664
HU,HU,electricity,electricity_central,dem,d051,3.57299286325
IE,IE,electricity,electricity_central,dem,d051,2.9027199040833334
IT,IT,electricity,electricity_central,dem,d051,15.884630198749997
LU,LU,electricity,electricity_central,dem,d051,0.8491455918749998
NL,NL,electricity,electricity_central,dem,d051,8.458601262333332
NO,NO,electricity,electricity_central,dem,d051,14.205147988750001
PL,PL,electricity,electricity_central,dem,d051,17.975108745416673
PT,PT,electricity,electricity_central,dem,d051,5.546900278541666
