region_1,region_2,carrier_1,parameter,timestep_2,value
AT,AT,mobility,dem,d001,0.8235767114166669
BE,BE,mobility,dem,d001,1.0625628819166666
BG,BG,mobility,dem,d001,0.4744860179166667
CH,CH,mobility,dem,d001,0.8472793105000003
CZ,CZ,mobility,dem,d001,0.7563424269166666
DK,DK,mobility,dem,d001,0.5614258184166666
ES,ES,mobility,dem,d001,3.9751670647916666
FI,FI,mobility,dem,d001,0.6304386613333332
FR,FR,mobility,dem,d001,7.321887614375
GR,GR,mobility,dem,d001,1.08282148125
HR,HR,mobility,dem,d001,0.24267948129166672
HU,HU,mobility,dem,d001,0.5775767646666666
IE,IE,mobility,dem,d001,0.45472994820833335
IT,IT,mobility,dem,d001,6.422410750541668
LU,LU,mobility,dem,d001,0.06316885816666667
NL,NL,mobility,dem,d001,1.3232033191666666
NO,NO,mobility,dem,d001,0.5163507119583333
PL,PL,mobility,dem,d001,2.1208690279583333
PT,PT,mobility,dem,d001,0.7952624156666666
RO,RO,mobility,dem,d001,0.7927018207916667
SE,SE,mobility,dem,d001,1.0734669021249998
SI,SI,mobility,dem,d001,0.20814214849999993
SK,SK,mobility,dem,d001,0.2607508731666666
UK,UK,mobility,dem,d001,5.797132649125001
EE,EE,mobility,dem,d001,0.11146476720833333
LT,LT,mobility,dem,d001,0.28013518116666664
LV,LV,mobility,dem,d001,0.15100025383333332
NONEU_Balkan,NONEU_Balkan,mobility,dem,d001,0.39978318375000005
TR,TR,mobility,dem,d001,2.1104897047083333
AT,AT,mobility,dem,d002,0.8235767114166669
BE,BE,mobility,dem,d002,1.0625628819166666
BG,BG,mobility,dem,d002,0.4744860179166667
CH,CH,mobility,dem,d002,0.8472793105000003
CZ,CZ,mobility,dem,d002,0.7563424269166666
DK,DK,mobility,dem,d002,0.5614258184166666
ES,ES,mobility,dem,d002,3.9751670647916666
FI,FI,mobility,dem,d002,0.6304386613333332
FR,FR,mobility,dem,d002,7.321887614375
GR,GR,mobility,dem,d002,1.08282148125
HR,HR,mobility,dem,d002,0.24267948129166672
HU,HU,mobility,dem,d002,0.5775767646666666
IE,IE,mobility,dem,d002,0.45472994820833335
IT,IT,mobility,dem,d002,6.422410750541668
LU,LU,mobility,dem,d002,0.06316885816666667
NL,NL,mobility,dem,d002,1.3232033191666666
NO,NO,mobility,dem,d002,0.5163507119583333
PL,PL,mobility,dem,d002,2.1208690279583333
PT,PT,mobility,dem,d002,0.7952624156666666
RO,RO,mobility,dem,d002,0.7927018207916667
SE,SE,mobility,dem,d002,1.0734669021249998
SI,SI,mobility,dem,d002,0.20814214849999993
SK,SK,mobility,dem,d002,0.2607508731666666
UK,UK,mobility,dem,d002,5.797132649125001
EE,EE,mobility,dem,d002,0.11146476720833333
LT,LT,mobility,dem,d002,0.28013518116666664
LV,LV,mobility,dem,d002,0.15100025383333332
NONEU_Balkan,NONEU_Balkan,mobility,dem,d002,0.39978318375000005
TR,TR,mobility,dem,d002,2.1104897047083333
AT,AT,mobility,dem,d003,0.8235767114166669
BE,BE,mobility,dem,d003,1.0625628819166666
BG,BG,mobility,dem,d003,0.4744860179166667
CH,CH,mobility,dem,d003,0.8472793105000003
CZ,CZ,mobility,dem,d003,0.7563424269166666
DK,DK,mobility,dem,d003,0.5614258184166666
ES,ES,mobility,dem,d003,3.9751670647916666
FI,FI,mobility,dem,d003,0.6304386613333332
FR,FR,mobility,dem,d003,7.321887614375
GR,GR,mobility,dem,d003,1.08282148125
HR,HR,mobility,dem,d003,0.24267948129166672
HU,HU,mobility,dem,d003,0.5775767646666666
IE,IE,mobility,dem,d003,0.45472994820833335
IT,IT,mobility,dem,d003,6.422410750541668
LU,LU,mobility,dem,d003,0.06316885816666667
NL,NL,mobility,dem,d003,1.3232033191666666
NO,NO,mobility,dem,d003,0.5163507119583333
PL,PL,mobility,dem,d003,2.1208690279583333
PT,PT,mobility,dem,d003,0.7952624156666666
RO,RO,mobility,dem,d003,0.7927018207916667
SE,SE,mobility,dem,d003,1.0734669021249998
SI,SI,mobility,dem,d003,0.20814214849999993
SK,SK,mobility,dem,d003,0.2607508731666666
UK,UK,mobility,dem,d003,5.797132649125001
EE,EE,mobility,dem,d003,0.11146476720833333
LT,LT,mobility,dem,d003,0.28013518116666664
LV,LV,mobility,dem,d003,0.15100025383333332
NONEU_Balkan,NONEU_Balkan,mobility,dem,d003,0.39978318375000005
TR,TR,mobility,dem,d003,2.1104897047083333
AT,AT,mobility,dem,d004,0.8235767114166669
BE,BE,mobility,dem,d004,1.0625628819166666
BG,BG,mobility,dem,d004,0.4744860179166667
CH,CH,mobility,dem,d004,0.8472793105000003
CZ,CZ,mobility,dem,d004,0.7563424269166666
DK,DK,mobility,dem,d004,0.5614258184166666
ES,ES,mobility,dem,d004,3.9751670647916666
FI,FI,mobility,dem,d004,0.6304386613333332
FR,FR,mobility,dem,d004,7.321887614375
GR,GR,mobility,dem,d004,1.08282148125
HR,HR,mobility,dem,d004,0.24267948129166672
HU,HU,mobility,dem,d004,0.5775767646666666
IE,IE,mobility,dem,d004,0.45472994820833335
IT,IT,mobility,dem,d004,6.422410750541668
LU,LU,mobility,dem,d004,0.06316885816666667
NL,NL,mobility,dem,d004,1.3232033191666666
NO,NO,mobility,dem,d004,0.5163507119583333
PL,PL,mobility,dem,d004,2.1208690279583333
PT,PT,mobility,dem,d004,0.7952624156666666
RO,RO,mobility,dem,d004,0.7927018207916667
SE,SE,mobility,dem,d004,1.0734669021249998
SI,SI,mobility,dem,d004,0.20814214849999993
SK,SK,mobility,dem,d004,0.2607508731666666
UK,UK,mobility,dem,d004,5.797132649125001
EE,EE,mobility,dem,d004,0.11146476720833333
LT,LT,mobility,dem,d004,0.28013518116666664
LV,LV,mobility,dem,d004,0.15100025383333332
NONEU_Balkan,NONEU_Balkan,mobility,dem,d004,0.39978318375000005
TR,TR,mobility,dem,d004,2.1104897047083333
AT,AT,mobility,dem,d005,0.8235767114166669
BE,BE,mobility,dem,d005,1.0625628819166666
BG,BG,mobility,dem,d005,0.4744860179166667
CH,CH,mobility,dem,d005,0.8472793105000003
CZ,CZ,mobility,dem,d005,0.7563424269166666
DK,DK,mobility,dem,d005,0.5614258184166666
ES,ES,mobility,dem,d005,3.9751670647916666
FI,FI,mobility,dem,d005,0.6304386613333332
FR,FR,mobility,dem,d005,7.321887614375
GR,GR,mobility,dem,d005,1.08282148125
HR,HR,mobility,dem,d005,0.24267948129166672
HU,HU,mobility,dem,d005,0.5775767646666666
IE,IE,mobility,dem,d005,0.45472994820833335
IT,IT,mobility,dem,d005,6.422410750541668
LU,LU,mobility,dem,d005,0.06316885816666667
NL,NL,mobility,dem,d005,1.3232033191666666
NO,NO,mobility,dem,d005,0.5163507119583333
PL,PL,mobility,dem,d005,2.1208690279583333
PT,PT,mobility,dem,d005,0.7952624156666666
RO,RO,mobility,dem,d005,0.7927018207916667
SE,SE,mobility,dem,d005,1.0734669021249998
SI,SI,mobility,dem,d005,0.20814214849999993
SK,SK,mobility,dem,d005,0.2607508731666666
UK,UK,mobility,dem,d005,5.797132649125001
EE,EE,mobility,dem,d005,0.11146476720833333
LT,LT,mobility,dem,d005,0.28013518116666664
LV,LV,mobility,dem,d005,0.15100025383333332
NONEU_Balkan,NONEU_Balkan,mobility,dem,d005,0.39978318375000005
TR,TR,mobility,dem,d005,2.1104897047083333
AT,AT,mobility,dem,d006,0.8235767114166669
BE,BE,mobility,dem,d006,1.0625628819166666
BG,BG,mobility,dem,d006,0.4744860179166667
CH,CH,mobility,dem,d006,0.8472793105000003
CZ,CZ,mobility,dem,d006,0.7563424269166666
DK,DK,mobility,dem,d006,0.5614258184166666
ES,ES,mobility,dem,d006,3.9751670647916666
FI,FI,mobility,dem,d006,0.6304386613333332
FR,FR,mobility,dem,d006,7.321887614375
GR,GR,mobility,dem,d006,1.08282148125
HR,HR,mobility,dem,d006,0.24267948129166672
HU,HU,mobility,dem,d006,0.5775767646666666
IE,IE,mobility,dem,d006,0.45472994820833335
IT,IT,mobility,dem,d006,6.422410750541668
LU,LU,mobility,dem,d006,0.06316885816666667
NL,NL,mobility,dem,d006,1.3232033191666666
NO,NO,mobility,dem,d006,0.5163507119583333
PL,PL,mobility,dem,d006,2.1208690279583333
PT,PT,mobility,dem,d006,0.7952624156666666
RO,RO,mobility,dem,d006,0.7927018207916667
SE,SE,mobility,dem,d006,1.0734669021249998
SI,SI,mobility,dem,d006,0.20814214849999993
SK,SK,mobility,dem,d006,0.2607508731666666
UK,UK,mobility,dem,d006,5.797132649125001
EE,EE,mobility,dem,d006,0.11146476720833333
LT,LT,mobility,dem,d006,0.28013518116666664
LV,LV,mobility,dem,d006,0.15100025383333332
NONEU_Balkan,NONEU_Balkan,mobility,dem,d006,0.39978318375000005
TR,TR,mobility,dem,d006,2.1104897047083333
AT,AT,mobility,dem,d007,0.8235767114166669
BE,BE,mobility,dem,d007,1.0625628819166666
BG,BG,mobility,dem,d007,0.4744860179166667
CH,CH,mobility,dem,d007,0.8472793105000003
CZ,CZ,mobility,dem,d007,0.7563424269166666
DK,DK,mobility,dem,d007,0.5614258184166666
ES,ES,mobility,dem,d007,3.9751670647916666
FI,FI,mobility,dem,d007,0.6304386613333332
FR,FR,mobility,dem,d007,7.321887614375
GR,GR,mobility,dem,d007,1.08282148125
HR,HR,mobility,dem,d007,0.24267948129166672
HU,HU,mobility,dem,d007,0.5775767646666666
IE,IE,mobility,dem,d007,0.45472994820833335
IT,IT,mobility,dem,d007,6.422410750541668
LU,LU,mobility,dem,d007,0.06316885816666667
NL,NL,mobility,dem,d007,1.3232033191666666
NO,NO,mobility,dem,d007,0.5163507119583333
PL,PL,mobility,dem,d007,2.1208690279583333
PT,PT,mobility,dem,d007,0.7952624156666666
RO,RO,mobility,dem,d007,0.7927018207916667
SE,SE,mobility,dem,d007,1.0734669021249998
SI,SI,mobility,dem,d007,0.20814214849999993
SK,SK,mobility,dem,d007,0.2607508731666666
UK,UK,mobility,dem,d007,5.797132649125001
EE,EE,mobility,dem,d007,0.11146476720833333
LT,LT,mobility,dem,d007,0.28013518116666664
LV,LV,mobility,dem,d007,0.15100025383333332
NONEU_Balkan,NONEU_Balkan,mobility,dem,d007,0.39978318375000005
TR,TR,mobility,dem,d007,2.1104897047083333
AT,AT,mobility,dem,d008,0.8235767114166669
BE,BE,mobility,dem,d008,1.0625628819166666
BG,BG,mobility,dem,d008,0.4744860179166667
CH,CH,mobility,dem,d008,0.8472793105000003
CZ,CZ,mobility,dem,d008,0.7563424269166666
DK,DK,mobility,dem,d008,0.5614258184166666
ES,ES,mobility,dem,d008,3.9751670647916666
FI,FI,mobility,dem,d008,0.6304386613333332
FR,FR,mobility,dem,d008,7.321887614375
GR,GR,mobility,dem,d008,1.08282148125
HR,HR,mobility,dem,d008,0.24267948129166672
HU,HU,mobility,dem,d008,0.5775767646666666
IE,IE,mobility,dem,d008,0.45472994820833335
IT,IT,mobility,dem,d008,6.422410750541668
LU,LU,mobility,dem,d008,0.06316885816666667
NL,NL,mobility,dem,d008,1.3232033191666666
NO,NO,mobility,dem,d008,0.5163507119583333
PL,PL,mobility,dem,d008,2.1208690279583333
PT,PT,mobility,dem,d008,0.7952624156666666
RO,RO,mobility,dem,d008,0.7927018207916667
SE,SE,mobility,dem,d008,1.0734669021249998
SI,SI,mobility,dem,d008,0.20814214849999993
SK,SK,mobility,dem,d008,0.2607508731666666
UK,UK,mobility,dem,d008,5.797132649125001
EE,EE,mobility,dem,d008,0.11146476720833333
LT,LT,mobility,dem,d008,0.28013518116666664
LV,LV,mobility,dem,d008,0.15100025383333332
NONEU_Balkan,NONEU_Balkan,mobility,dem,d008,0.39978318375000005
TR,TR,mobility,dem,d008,2.1104897047083333
AT,AT,mobility,dem,d009,0.8235767114166669
BE,BE,mobility,dem,d009,1.0625628819166666
BG,BG,mobility,dem,d009,0.4744860179166667
CH,CH,mobility,dem,d009,0.8472793105000003
CZ,CZ,mobility,dem,d009,0.7563424269166666
DK,DK,mobility,dem,d009,0.5614258184166666
ES,ES,mobility,dem,d009,3.9751670647916666
FI,FI,mobility,dem,d009,0.6304386613333332
FR,FR,mobility,dem,d009,7.321887614375
GR,GR,mobility,dem,d009,1.08282148125
HR,HR,mobility,dem,d009,0.24267948129166672
HU,HU,mobility,dem,d009,0.5775767646666666
IE,IE,mobility,dem,d009,0.45472994820833335
IT,IT,mobility,dem,d009,6.422410750541668
LU,LU,mobility,dem,d009,0.06316885816666667
NL,NL,mobility,dem,d009,1.3232033191666666
NO,NO,mobility,dem,d009,0.5163507119583333
PL,PL,mobility,dem,d009,2.1208690279583333
PT,PT,mobility,dem,d009,0.7952624156666666
RO,RO,mobility,dem,d009,0.7927018207916667
SE,SE,mobility,dem,d009,1.0734669021249998
SI,SI,mobility,dem,d009,0.20814214849999993
SK,SK,mobility,dem,d009,0.2607508731666666
UK,UK,mobility,dem,d009,5.797132649125001
EE,EE,mobility,dem,d009,0.11146476720833333
LT,LT,mobility,dem,d009,0.28013518116666664
LV,LV,mobility,dem,d009,0.15100025383333332
NONEU_Balkan,NONEU_Balkan,mobility,dem,d009,0.39978318375000005
TR,TR,mobility,dem,d009,2.1104897047083333
AT,AT,mobility,dem,d010,0.8235767114166669
BE,BE,mobility,dem,d010,1.0625628819166666
BG,BG,mobility,dem,d010,0.4744860179166667
CH,CH,mobility,dem,d010,0.8472793105000003
CZ,CZ,mobility,dem,d010,0.7563424269166666
DK,DK,mobility,dem,d010,0.5614258184166666
ES,ES,mobility,dem,d010,3.9751670647916666
FI,FI,mobility,dem,d010,0.6304386613333332
FR,FR,mobility,dem,d010,7.321887614375
GR,GR,mobility,dem,d010,1.08282148125
HR,HR,mobility,dem,d010,0.24267948129166672
HU,HU,mobility,dem,d010,0.5775767646666666
IE,IE,mobility,dem,d010,0.45472994820833335
IT,IT,mobility,dem,d010,6.422410750541668
LU,LU,mobility,dem,d010,0.06316885816666667
NL,NL,mobility,dem,d010,1.3232033191666666
NO,NO,mobility,dem,d010,0.5163507119583333
PL,PL,mobility,dem,d010,2.1208690279583333
PT,PT,mobility,dem,d010,0.7952624156666666
RO,RO,mobility,dem,d010,0.7927018207916667
SE,SE,mobility,dem,d010,1.0734669021249998
SI,SI,mobility,dem,d010,0.20814214849999993
SK,SK,mobility,dem,d010,0.2607508731666666
UK,UK,mobility,dem,d010,5.797132649125001
EE,EE,mobility,dem,d010,0.11146476720833333
LT,LT,mobility,dem,d010,0.28013518116666664
LV,LV,mobility,dem,d010,0.15100025383333332
NONEU_Balkan,NONEU_Balkan,mobility,dem,d010,0.39978318375000005
TR,TR,mobility,dem,d010,2.1104897047083333
AT,AT,mobility,dem,d011,0.8235767114166669
BE,BE,mobility,dem,d011,1.0625628819166666
BG,BG,mobility,dem,d011,0.4744860179166667
CH,CH,mobility,dem,d011,0.8472793105000003
CZ,CZ,mobility,dem,d011,0.7563424269166666
DK,DK,mobility,dem,d011,0.5614258184166666
ES,ES,mobility,dem,d011,3.9751670647916666
FI,FI,mobility,dem,d011,0.6304386613333332
FR,FR,mobility,dem,d011,7.321887614375
GR,GR,mobility,dem,d011,1.08282148125
HR,HR,mobility,dem,d011,0.24267948129166672
HU,HU,mobility,dem,d011,0.5775767646666666
IE,IE,mobility,dem,d011,0.45472994820833335
IT,IT,mobility,dem,d011,6.422410750541668
LU,LU,mobility,dem,d011,0.06316885816666667
NL,NL,mobility,dem,d011,1.3232033191666666
NO,NO,mobility,dem,d011,0.5163507119583333
PL,PL,mobility,dem,d011,2.1208690279583333
PT,PT,mobility,dem,d011,0.7952624156666666
RO,RO,mobility,dem,d011,0.7927018207916667
SE,SE,mobility,dem,d011,1.0734669021249998
SI,SI,mobility,dem,d011,0.20814214849999993
SK,SK,mobility,dem,d011,0.2607508731666666
UK,UK,mobility,dem,d011,5.797132649125001
EE,EE,mobility,dem,d011,0.11146476720833333
LT,LT,mobility,dem,d011,0.28013518116666664
LV,LV,mobility,dem,d011,0.15100025383333332
NONEU_Balkan,NONEU_Balkan,mobility,dem,d011,0.39978318375000005
TR,TR,mobility,dem,d011,2.1104897047083333
AT,AT,mobility,dem,d012,0.8235767114166669
BE,BE,mobility,dem,d012,1.0625628819166666
BG,BG,mobility,dem,d012,0.4744860179166667
CH,CH,mobility,dem,d012,0.8472793105000003
CZ,CZ,mobility,dem,d012,0.7563424269166666
DK,DK,mobility,dem,d012,0.5614258184166666
ES,ES,mobility,dem,d012,3.9751670647916666
FI,FI,mobility,dem,d012,0.6304386613333332
FR,FR,mobility,dem,d012,7.321887614375
GR,GR,mobility,dem,d012,1.08282148125
HR,HR,mobility,dem,d012,0.24267948129166672
HU,HU,mobility,dem,d012,0.5775767646666666
IE,IE,mobility,dem,d012,0.45472994820833335
IT,IT,mobility,dem,d012,6.422410750541668
LU,LU,mobility,dem,d012,0.06316885816666667
NL,NL,mobility,dem,d012,1.3232033191666666
NO,NO,mobility,dem,d012,0.5163507119583333
PL,PL,mobility,dem,d012,2.1208690279583333
PT,PT,mobility,dem,d012,0.7952624156666666
RO,RO,mobility,dem,d012,0.7927018207916667
SE,SE,mobility,dem,d012,1.0734669021249998
SI,SI,mobility,dem,d012,0.20814214849999993
SK,SK,mobility,dem,d012,0.2607508731666666
UK,UK,mobility,dem,d012,5.797132649125001
EE,EE,mobility,dem,d012,0.11146476720833333
LT,LT,mobility,dem,d012,0.28013518116666664
LV,LV,mobility,dem,d012,0.15100025383333332
NONEU_Balkan,NONEU_Balkan,mobility,dem,d012,0.39978318375000005
TR,TR,mobility,dem,d012,2.1104897047083333
AT,AT,mobility,dem,d013,0.8235767114166669
BE,BE,mobility,dem,d013,1.0625628819166666
BG,BG,mobility,dem,d013,0.4744860179166667
CH,CH,mobility,dem,d013,0.8472793105000003
CZ,CZ,mobility,dem,d013,0.7563424269166666
DK,DK,mobility,dem,d013,0.5614258184166666
ES,ES,mobility,dem,d013,3.9751670647916666
FI,FI,mobility,dem,d013,0.6304386613333332
FR,FR,mobility,dem,d013,7.321887614375
GR,GR,mobility,dem,d013,1.08282148125
HR,HR,mobility,dem,d013,0.24267948129166672
HU,HU,mobility,dem,d013,0.5775767646666666
IE,IE,mobility,dem,d013,0.45472994820833335
IT,IT,mobility,dem,d013,6.422410750541668
LU,LU,mobility,dem,d013,0.06316885816666667
NL,NL,mobility,dem,d013,1.3232033191666666
NO,NO,mobility,dem,d013,0.5163507119583333
PL,PL,mobility,dem,d013,2.1208690279583333
PT,PT,mobility,dem,d013,0.7952624156666666
RO,RO,mobility,dem,d013,0.7927018207916667
SE,SE,mobility,dem,d013,1.0734669021249998
SI,SI,mobility,dem,d013,0.20814214849999993
SK,SK,mobility,dem,d013,0.2607508731666666
UK,UK,mobility,dem,d013,5.797132649125001
EE,EE,mobility,dem,d013,0.11146476720833333
LT,LT,mobility,dem,d013,0.28013518116666664
LV,LV,mobility,dem,d013,0.15100025383333332
NONEU_Balkan,NONEU_Balkan,mobility,dem,d013,0.39978318375000005
TR,TR,mobility,dem,d013,2.1104897047083333
AT,AT,mobility,dem,d014,0.8235767114166669
BE,BE,mobility,dem,d014,1.0625628819166666
BG,BG,mobility,dem,d014,0.4744860179166667
CH,CH,mobility,dem,d014,0.8472793105000003
CZ,CZ,mobility,dem,d014,0.7563424269166666
DK,DK,mobility,dem,d014,0.5614258184166666
ES,ES,mobility,dem,d014,3.9751670647916666
FI,FI,mobility,dem,d014,0.6304386613333332
FR,FR,mobility,dem,d014,7.321887614375
GR,GR,mobility,dem,d014,1.08282148125
HR,HR,mobility,dem,d014,0.24267948129166672
HU,HU,mobility,dem,d014,0.5775767646666666
IE,IE,mobility,dem,d014,0.45472994820833335
IT,IT,mobility,dem,d014,6.422410750541668
LU,LU,mobility,dem,d014,0.06316885816666667
NL,NL,mobility,dem,d014,1.3232033191666666
NO,NO,mobility,dem,d014,0.5163507119583333
PL,PL,mobility,dem,d014,2.1208690279583333
PT,PT,mobility,dem,d014,0.7952624156666666
RO,RO,mobility,dem,d014,0.7927018207916667
SE,SE,mobility,dem,d014,1.0734669021249998
SI,SI,mobility,dem,d014,0.20814214849999993
SK,SK,mobility,dem,d014,0.2607508731666666
UK,UK,mobility,dem,d014,5.797132649125001
EE,EE,mobility,dem,d014,0.11146476720833333
LT,LT,mobility,dem,d014,0.28013518116666664
LV,LV,mobility,dem,d014,0.15100025383333332
NONEU_Balkan,NONEU_Balkan,mobility,dem,d014,0.39978318375000005
TR,TR,mobility,dem,d014,2.1104897047083333
AT,AT,mobility,dem,d015,0.8235767114166669
BE,BE,mobility,dem,d015,1.0625628819166666
BG,BG,mobility,dem,d015,0.4744860179166667
CH,CH,mobility,dem,d015,0.8472793105000003
CZ,CZ,mobility,dem,d015,0.7563424269166666
DK,DK,mobility,dem,d015,0.5614258184166666
ES,ES,mobility,dem,d015,3.9751670647916666
FI,FI,mobility,dem,d015,0.6304386613333332
FR,FR,mobility,dem,d015,7.321887614375
GR,GR,mobility,dem,d015,1.08282148125
HR,HR,mobility,dem,d015,0.24267948129166672
HU,HU,mobility,dem,d015,0.5775767646666666
IE,IE,mobility,dem,d015,0.45472994820833335
IT,IT,mobility,dem,d015,6.422410750541668
LU,LU,mobility,dem,d015,0.06316885816666667
NL,NL,mobility,dem,d015,1.3232033191666666
NO,NO,mobility,dem,d015,0.5163507119583333
PL,PL,mobility,dem,d015,2.1208690279583333
PT,PT,mobility,dem,d015,0.7952624156666666
RO,RO,mobility,dem,d015,0.7927018207916667
SE,SE,mobility,dem,d015,1.0734669021249998
SI,SI,mobility,dem,d015,0.20814214849999993
SK,SK,mobility,dem,d015,0.2607508731666666
UK,UK,mobility,dem,d015,5.797132649125001
EE,EE,mobility,dem,d015,0.11146476720833333
LT,LT,mobility,dem,d015,0.28013518116666664
LV,LV,mobility,dem,d015,0.15100025383333332
NONEU_Balkan,NONEU_Balkan,mobility,dem,d015,0.39978318375000005
TR,TR,mobility,dem,d015,2.1104897047083333
AT,AT,mobility,dem,d016,0.8235767114166669
BE,BE,mobility,dem,d016,1.0625628819166666
BG,BG,mobility,dem,d016,0.4744860179166667
CH,CH,mobility,dem,d016,0.8472793105000003
CZ,CZ,mobility,dem,d016,0.7563424269166666
DK,DK,mobility,dem,d016,0.5614258184166666
ES,ES,mobility,dem,d016,3.9751670647916666
FI,FI,mobility,dem,d016,0.6304386613333332
FR,FR,mobility,dem,d016,7.321887614375
GR,GR,mobility,dem,d016,1.08282148125
HR,HR,mobility,dem,d016,0.24267948129166672
HU,HU,mobility,dem,d016,0.5775767646666666
IE,IE,mobility,dem,d016,0.45472994820833335
IT,IT,mobility,dem,d016,6.422410750541668
LU,LU,mobility,dem,d016,0.06316885816666667
NL,NL,mobility,dem,d016,1.3232033191666666
NO,NO,mobility,dem,d016,0.5163507119583333
PL,PL,mobility,dem,d016,2.1208690279583333
PT,PT,mobility,dem,d016,0.7952624156666666
RO,RO,mobility,dem,d016,0.7927018207916667
SE,SE,mobility,dem,d016,1.0734669021249998
SI,SI,mobility,dem,d016,0.20814214849999993
SK,SK,mobility,dem,d016,0.2607508731666666
UK,UK,mobility,dem,d016,5.797132649125001
EE,EE,mobility,dem,d016,0.11146476720833333
LT,LT,mobility,dem,d016,0.28013518116666664
LV,LV,mobility,dem,d016,0.15100025383333332
NONEU_Balkan,NONEU_Balkan,mobility,dem,d016,0.39978318375000005
TR,TR,mobility,dem,d016,2.1104897047083333
AT,AT,mobility,dem,d017,0.8235767114166669
BE,BE,mobility,dem,d017,1.0625628819166666
BG,BG,mobility,dem,d017,0.4744860179166667
CH,CH,mobility,dem,d017,0.8472793105000003
CZ,CZ,mobility,dem,d017,0.7563424269166666
DK,DK,mobility,dem,d017,0.5614258184166666
ES,ES,mobility,dem,d017,3.9751670647916666
FI,FI,mobility,dem,d017,0.6304386613333332
FR,FR,mobility,dem,d017,7.321887614375
GR,GR,mobility,dem,d017,1.08282148125
HR,HR,mobility,dem,d017,0.24267948129166672
HU,HU,mobility,dem,d017,0.5775767646666666
IE,IE,mobility,dem,d017,0.45472994820833335
IT,IT,mobility,dem,d017,6.422410750541668
LU,LU,mobility,dem,d017,0.06316885816666667
NL,NL,mobility,dem,d017,1.3232033191666666
NO,NO,mobility,dem,d017,0.5163507119583333
PL,PL,mobility,dem,d017,2.1208690279583333
PT,PT,mobility,dem,d017,0.7952624156666666
RO,RO,mobility,dem,d017,0.7927018207916667
SE,SE,mobility,dem,d017,1.0734669021249998
SI,SI,mobility,dem,d017,0.20814214849999993
SK,SK,mobility,dem,d017,0.2607508731666666
UK,UK,mobility,dem,d017,5.797132649125001
EE,EE,mobility,dem,d017,0.11146476720833333
LT,LT,mobility,dem,d017,0.28013518116666664
LV,LV,mobility,dem,d017,0.15100025383333332
NONEU_Balkan,NONEU_Balkan,mobility,dem,d017,0.39978318375000005
TR,TR,mobility,dem,d017,2.1104897047083333
AT,AT,mobility,dem,d018,0.8235767114166669
BE,BE,mobility,dem,d018,1.0625628819166666
BG,BG,mobility,dem,d018,0.4744860179166667
CH,CH,mobility,dem,d018,0.8472793105000003
CZ,CZ,mobility,dem,d018,0.7563424269166666
DK,DK,mobility,dem,d018,0.5614258184166666
ES,ES,mobility,dem,d018,3.9751670647916666
FI,FI,mobility,dem,d018,0.6304386613333332
FR,FR,mobility,dem,d018,7.321887614375
GR,GR,mobility,dem,d018,1.08282148125
HR,HR,mobility,dem,d018,0.24267948129166672
HU,HU,mobility,dem,d018,0.5775767646666666
IE,IE,mobility,dem,d018,0.45472994820833335
IT,IT,mobility,dem,d018,6.422410750541668
LU,LU,mobility,dem,d018,0.06316885816666667
NL,NL,mobility,dem,d018,1.3232033191666666
NO,NO,mobility,dem,d018,0.5163507119583333
PL,PL,mobility,dem,d018,2.1208690279583333
PT,PT,mobility,dem,d018,0.7952624156666666
RO,RO,mobility,dem,d018,0.7927018207916667
SE,SE,mobility,dem,d018,1.0734669021249998
SI,SI,mobility,dem,d018,0.20814214849999993
SK,SK,mobility,dem,d018,0.2607508731666666
UK,UK,mobility,dem,d018,5.797132649125001
EE,EE,mobility,dem,d018,0.11146476720833333
LT,LT,mobility,dem,d018,0.28013518116666664
LV,LV,mobility,dem,d018,0.15100025383333332
NONEU_Balkan,NONEU_Balkan,mobility,dem,d018,0.39978318375000005
TR,TR,mobility,dem,d018,2.1104897047083333
AT,AT,mobility,dem,d019,0.8235767114166669
BE,BE,mobility,dem,d019,1.0625628819166666
BG,BG,mobility,dem,d019,0.4744860179166667
CH,CH,mobility,dem,d019,0.8472793105000003
CZ,CZ,mobility,dem,d019,0.7563424269166666
DK,DK,mobility,dem,d019,0.5614258184166666
ES,ES,mobility,dem,d019,3.9751670647916666
FI,FI,mobility,dem,d019,0.6304386613333332
FR,FR,mobility,dem,d019,7.321887614375
GR,GR,mobility,dem,d019,1.08282148125
HR,HR,mobility,dem,d019,0.24267948129166672
HU,HU,mobility,dem,d019,0.5775767646666666
IE,IE,mobility,dem,d019,0.45472994820833335
IT,IT,mobility,dem,d019,6.422410750541668
LU,LU,mobility,dem,d019,0.06316885816666667
NL,NL,mobility,dem,d019,1.3232033191666666
NO,NO,mobility,dem,d019,0.5163507119583333
PL,PL,mobility,dem,d019,2.1208690279583333
PT,PT,mobility,dem,d019,0.7952624156666666
RO,RO,mobility,dem,d019,0.7927018207916667
SE,SE,mobility,dem,d019,1.0734669021249998
SI,SI,mobility,dem,d019,0.20814214849999993
SK,SK,mobility,dem,d019,0.2607508731666666
UK,UK,mobility,dem,d019,5.797132649125001
EE,EE,mobility,dem,d019,0.11146476720833333
LT,LT,mobility,dem,d019,0.28013518116666664
LV,LV,mobility,dem,d019,0.15100025383333332
NONEU_Balkan,NONEU_Balkan,mobility,dem,d019,0.39978318375000005
TR,TR,mobility,dem,d019,2.1104897047083333
