region_1,region_2,carrier_1,parameter,timestep_2,value
FI,FI,heatResidental,dem,d036,11.392952468166664
FR,FR,heatResidental,dem,d036,37.50936140791666
GR,GR,heatResidental,dem,d036,4.129095618791667
HR,HR,heatResidental,dem,d036,0.8656273427083333
HU,HU,heatResidental,dem,d036,3.075645669083334
IE,IE,heatResidental,dem,d036,2.293109869583333
IT,IT,heatResidental,dem,d036,26.113905754708327
LU,LU,heatResidental,dem,d036,0.308479324375
NL,NL,heatResidental,dem,d036,9.294253238041668
NO,NO,heatResidental,dem,d036,1.779714605125
PL,PL,heatResidental,dem,d036,10.564086108833333
PT,PT,heatResidental,dem,d036,4.30238019675
RO,RO,heatResidental,dem,d036,1.9412309730833337
SE,SE,heatResidental,dem,d036,9.822483668166665
SI,SI,heatResidental,dem,d036,0.8591902127083334
SK,SK,heatResidental,dem,d036,0.7234723565
UK,UK,heatResidental,dem,d036,24.780103071249997
EE,EE,heatResidental,dem,d036,0.7856897629999998
LT,LT,heatResidental,dem,d036,1.0997053790000002
LV,LV,heatResidental,dem,d036,0.7878533522083332
NONEU_Balkan,NONEU_Balkan,heatResidental,dem,d036,1.592468089791667
TR,TR,heatResidental,dem,d036,20.63282937958333
AT,AT,heatResidental,dem,d037,5.968461129249999
BE,BE,heatResidental,dem,d037,2.842654135583333
BG,BG,heatResidental,dem,d037,1.4843651217083338
CH,CH,heatResidental,dem,d037,2.430586448708333
CZ,CZ,heatResidental,dem,d037,4.037745110333334
DK,DK,heatResidental,dem,d037,3.6791876272499997
ES,ES,heatResidental,dem,d037,14.642005639166664
FI,FI,heatResidental,dem,d037,11.398211364875003
FR,FR,heatResidental,dem,d037,37.46530204333333
GR,GR,heatResidental,dem,d037,4.2295855656666665
HR,HR,heatResidental,dem,d037,0.86651658075
HU,HU,heatResidental,dem,d037,3.0809875517916665
IE,IE,heatResidental,dem,d037,2.294354207
IT,IT,heatResidental,dem,d037,27.91433163545833
LU,LU,heatResidental,dem,d037,0.3108579679166667
NL,NL,heatResidental,dem,d037,9.3137272115
NO,NO,heatResidental,dem,d037,1.7816551957083329
PL,PL,heatResidental,dem,d037,10.618866986166665
PT,PT,heatResidental,dem,d037,4.355656669250001
RO,RO,heatResidental,dem,d037,1.9436484867500001
SE,SE,heatResidental,dem,d037,9.829950232416666
SI,SI,heatResidental,dem,d037,0.8608834475833333
SK,SK,heatResidental,dem,d037,0.7236209615
UK,UK,heatResidental,dem,d037,24.795992240416666
EE,EE,heatResidental,dem,d037,0.786290020375
LT,LT,heatResidental,dem,d037,1.100904007
LV,LV,heatResidental,dem,d037,0.7887185756666666
NONEU_Balkan,NONEU_Balkan,heatResidental,dem,d037,1.5944831414999998
TR,TR,heatResidental,dem,d037,21.118022504999995
AT,AT,heatResidental,dem,d038,5.914128297583332
BE,BE,heatResidental,dem,d038,2.864780121625
BG,BG,heatResidental,dem,d038,1.485407907
CH,CH,heatResidental,dem,d038,2.4462596634583336
CZ,CZ,heatResidental,dem,d038,4.047980101458333
DK,DK,heatResidental,dem,d038,3.687050861208334
ES,ES,heatResidental,dem,d038,14.664364073333333
FI,FI,heatResidental,dem,d038,11.407199936375
FR,FR,heatResidental,dem,d038,37.362881908750005
GR,GR,heatResidental,dem,d038,4.124549710666668
HR,HR,heatResidental,dem,d038,0.8674511563333337
HU,HU,heatResidental,dem,d038,3.0891452553333334
IE,IE,heatResidental,dem,d038,2.276312496083334
IT,IT,heatResidental,dem,d038,27.79817265324999
LU,LU,heatResidental,dem,d038,0.313263061875
NL,NL,heatResidental,dem,d038,9.319968632541666
NO,NO,heatResidental,dem,d038,1.7849720774999998
PL,PL,heatResidental,dem,d038,10.686380822083331
PT,PT,heatResidental,dem,d038,4.313084141916666
RO,RO,heatResidental,dem,d038,1.9473403237916667
SE,SE,heatResidental,dem,d038,9.842712178125
SI,SI,heatResidental,dem,d038,0.8626630107083334
SK,SK,heatResidental,dem,d038,0.7238478992916667
UK,UK,heatResidental,dem,d038,24.62874706791666
EE,EE,heatResidental,dem,d038,0.7876372267500001
LT,LT,heatResidental,dem,d038,1.1027105189999997
LV,LV,heatResidental,dem,d038,0.790526408125
NONEU_Balkan,NONEU_Balkan,heatResidental,dem,d038,1.5966009294166668
TR,TR,heatResidental,dem,d038,20.61088048375
AT,AT,heatResidental,dem,d039,5.900911592500001
BE,BE,heatResidental,dem,d039,2.8783472473750003
BG,BG,heatResidental,dem,d039,1.4868263688749996
CH,CH,heatResidental,dem,d039,2.461814421166667
CZ,CZ,heatResidental,dem,d039,4.070230053375
DK,DK,heatResidental,dem,d039,3.6937127709166666
ES,ES,heatResidental,dem,d039,14.683049325416668
FI,FI,heatResidental,dem,d039,11.425080218333335
FR,FR,heatResidental,dem,d039,37.324598046249996
GR,GR,heatResidental,dem,d039,4.2020347867083325
HR,HR,heatResidental,dem,d039,0.8687224243333334
HU,HU,heatResidental,dem,d039,3.099950099041667
IE,IE,heatResidental,dem,d039,2.2751292705833333
IT,IT,heatResidental,dem,d039,28.447362971000004
LU,LU,heatResidental,dem,d039,0.3147378078750001
NL,NL,heatResidental,dem,d039,9.329371097333334
NO,NO,heatResidental,dem,d039,1.7915700981249998
PL,PL,heatResidental,dem,d039,10.777180379499997
PT,PT,heatResidental,dem,d039,4.302374021833334
RO,RO,heatResidental,dem,d039,1.9522301461666665
SE,SE,heatResidental,dem,d039,9.868098545666664
SI,SI,heatResidental,dem,d039,0.8650836841249999
SK,SK,heatResidental,dem,d039,0.7241484775
UK,UK,heatResidental,dem,d039,24.619783194999997
EE,EE,heatResidental,dem,d039,0.7888027168750001
LT,LT,heatResidental,dem,d039,1.1040935200416668
LV,LV,heatResidental,dem,d039,0.7920631096249998
NONEU_Balkan,NONEU_Balkan,heatResidental,dem,d039,1.59948167725
TR,TR,heatResidental,dem,d039,20.98499975958333
AT,AT,heatResidental,dem,d040,5.886995980541666
BE,BE,heatResidental,dem,d040,2.8915551279166665
BG,BG,heatResidental,dem,d040,1.487827152375
CH,CH,heatResidental,dem,d040,2.4725444610000005
CZ,CZ,heatResidental,dem,d040,4.1025711036666666
DK,DK,heatResidental,dem,d040,3.696451828416666
ES,ES,heatResidental,dem,d040,14.709899545416667
FI,FI,heatResidental,dem,d040,11.447490522500003
FR,FR,heatResidental,dem,d040,37.31731698916666
GR,GR,heatResidental,dem,d040,4.176007400166666
HR,HR,heatResidental,dem,d040,0.8696193567083332
HU,HU,heatResidental,dem,d040,3.111795812958333
IE,IE,heatResidental,dem,d040,2.2732515965416664
IT,IT,heatResidental,dem,d040,29.875432303541675
LU,LU,heatResidental,dem,d040,0.3161735039583333
NL,NL,heatResidental,dem,d040,9.334343738916663
NO,NO,heatResidental,dem,d040,1.7998397457916668
PL,PL,heatResidental,dem,d040,10.87987652025
PT,PT,heatResidental,dem,d040,4.287508029583334
RO,RO,heatResidental,dem,d040,1.957591023291667
SE,SE,heatResidental,dem,d040,9.899916619999999
SI,SI,heatResidental,dem,d040,0.8667915694583335
SK,SK,heatResidental,dem,d040,0.7244780112916667
UK,UK,heatResidental,dem,d040,24.602679562916666
EE,EE,heatResidental,dem,d040,0.790526043375
LT,LT,heatResidental,dem,d040,1.1059255376250001
LV,LV,heatResidental,dem,d040,0.7943030171666668
NONEU_Balkan,NONEU_Balkan,heatResidental,dem,d040,1.6015141641249997
TR,TR,heatResidental,dem,d040,20.859332373333334
AT,AT,heatResidental,dem,d041,5.879959138708334
BE,BE,heatResidental,dem,d041,2.909208411875
BG,BG,heatResidental,dem,d041,1.4888982912083328
CH,CH,heatResidental,dem,d041,2.479694246
CZ,CZ,heatResidental,dem,d041,4.1443839836250005
DK,DK,heatResidental,dem,d041,3.6959638516666664
ES,ES,heatResidental,dem,d041,14.670823417916667
FI,FI,heatResidental,dem,d041,11.47008424125
FR,FR,heatResidental,dem,d041,37.31731698916666
GR,GR,heatResidental,dem,d041,4.150642456708334
HR,HR,heatResidental,dem,d041,0.8705793433333332
HU,HU,heatResidental,dem,d041,3.1227390337499994
IE,IE,heatResidental,dem,d041,2.273715633333333
IT,IT,heatResidental,dem,d041,27.68304905816666
LU,LU,heatResidental,dem,d041,0.31809241525000004
NL,NL,heatResidental,dem,d041,9.332162097458333
NO,NO,heatResidental,dem,d041,1.8081770760833331
PL,PL,heatResidental,dem,d041,10.981761028916665
PT,PT,heatResidental,dem,d041,4.2382653482083334
RO,RO,heatResidental,dem,d041,1.9625434693749995
SE,SE,heatResidental,dem,d041,9.931995109291666
SI,SI,heatResidental,dem,d041,0.8686195197083332
SK,SK,heatResidental,dem,d041,0.7247824390416667
UK,UK,heatResidental,dem,d041,24.606935097916665
EE,EE,heatResidental,dem,d041,0.7880266252916667
LT,LT,heatResidental,dem,d041,1.1032318092916664
LV,LV,heatResidental,dem,d041,0.79104881525
NONEU_Balkan,NONEU_Balkan,heatResidental,dem,d041,1.603689535458333
TR,TR,heatResidental,dem,d041,20.736863444583335
AT,AT,heatResidental,dem,d042,5.860988485125001
BE,BE,heatResidental,dem,d042,2.9196346888333338
BG,BG,heatResidental,dem,d042,1.489938099333333
CH,CH,heatResidental,dem,d042,2.489261496666667
CZ,CZ,heatResidental,dem,d042,4.175924924458333
DK,DK,heatResidental,dem,d042,3.6953548580416666
ES,ES,heatResidental,dem,d042,14.655452957500001
FI,FI,heatResidental,dem,d042,11.487587646249999
FR,FR,heatResidental,dem,d042,37.32935956625
GR,GR,heatResidental,dem,d042,4.0457052571666665
HR,HR,heatResidental,dem,d042,0.8715112506666665
HU,HU,heatResidental,dem,d042,3.130793119375
IE,IE,heatResidental,dem,d042,2.277185265875
IT,IT,heatResidental,dem,d042,26.92501322145834
LU,LU,heatResidental,dem,d042,0.31922575125
NL,NL,heatResidental,dem,d042,9.316252265125
NO,NO,heatResidental,dem,d042,1.8146360247083335
PL,PL,heatResidental,dem,d042,11.064319220333333
PT,PT,heatResidental,dem,d042,4.252142263583333
RO,RO,heatResidental,dem,d042,1.9661884133749998
SE,SE,heatResidental,dem,d042,9.95684638695833
SI,SI,heatResidental,dem,d042,0.8703940023333333
SK,SK,heatResidental,dem,d042,0.7250064942916667
UK,UK,heatResidental,dem,d042,24.639625092916663
EE,EE,heatResidental,dem,d042,0.787079883
LT,LT,heatResidental,dem,d042,1.1020558017083335
LV,LV,heatResidental,dem,d042,0.7897925565833334
NONEU_Balkan,NONEU_Balkan,heatResidental,dem,d042,1.605801277
TR,TR,heatResidental,dem,d042,20.230197757499997
AT,AT,heatResidental,dem,d043,5.867788165875001
BE,BE,heatResidental,dem,d043,2.9156693084166663
BG,BG,heatResidental,dem,d043,1.4904467188750001
CH,CH,heatResidental,dem,d043,2.496067948041667
CZ,CZ,heatResidental,dem,d043,4.200139173208334
DK,DK,heatResidental,dem,d043,3.6944021771249993
ES,ES,heatResidental,dem,d043,14.648712275
FI,FI,heatResidental,dem,d043,11.501351231666666
FR,FR,heatResidental,dem,d043,37.331818051249996
GR,GR,heatResidental,dem,d043,3.929349171208333
HR,HR,heatResidental,dem,d043,0.8719670907500001
HU,HU,heatResidental,dem,d043,3.135162010875
IE,IE,heatResidental,dem,d043,2.274290403833333
IT,IT,heatResidental,dem,d043,26.727901080708325
LU,LU,heatResidental,dem,d043,0.3187947145416667
NL,NL,heatResidental,dem,d043,9.300263433333333
NO,NO,heatResidental,dem,d043,1.8197149387083336
PL,PL,heatResidental,dem,d043,11.135023896791667
PT,PT,heatResidental,dem,d043,4.2486740897083335
RO,RO,heatResidental,dem,d043,1.9681655917083336
SE,SE,heatResidental,dem,d043,9.976387880666666
SI,SI,heatResidental,dem,d043,0.8712619857499999
SK,SK,heatResidental,dem,d043,0.7251280317916667
UK,UK,heatResidental,dem,d043,24.611371877083332
EE,EE,heatResidental,dem,d043,0.78672621
LT,LT,heatResidental,dem,d043,1.1013432500833336
LV,LV,heatResidental,dem,d043,0.789281806458333
NONEU_Balkan,NONEU_Balkan,heatResidental,dem,d043,1.6068342298333331
TR,TR,heatResidental,dem,d043,19.668398545000002
AT,AT,heatResidental,dem,d044,5.848821691125
BE,BE,heatResidental,dem,d044,2.9063255908333336
BG,BG,heatResidental,dem,d044,1.490506855666667
CH,CH,heatResidental,dem,d044,2.495385606083333
CZ,CZ,heatResidental,dem,d044,4.2206610964583335
DK,DK,heatResidental,dem,d044,3.691083866666666
ES,ES,heatResidental,dem,d044,14.668859093333332
FI,FI,heatResidental,dem,d044,11.506624927916668
FR,FR,heatResidental,dem,d044,37.333209203749995
GR,GR,heatResidental,dem,d044,3.9798939828749993
HR,HR,heatResidental,dem,d044,0.872020987125
HU,HU,heatResidental,dem,d044,3.1362598472916665
IE,IE,heatResidental,dem,d044,2.269305950166667
IT,IT,heatResidental,dem,d044,27.899078820541675
LU,LU,heatResidental,dem,d044,0.3177790527916667
NL,NL,heatResidental,dem,d044,9.287139167083334
NO,NO,heatResidental,dem,d044,1.8216609902916663
PL,PL,heatResidental,dem,d044,11.187676130791665
PT,PT,heatResidental,dem,d044,4.258535242083333
RO,RO,heatResidental,dem,d044,1.9686624267083335
SE,SE,heatResidental,dem,d044,9.983875455916667
SI,SI,heatResidental,dem,d044,0.8713646122916668
SK,SK,heatResidental,dem,d044,0.7251585723750001
UK,UK,heatResidental,dem,d044,24.562161960833333
EE,EE,heatResidental,dem,d044,0.7881193231666667
LT,LT,heatResidental,dem,d044,1.1023978610416667
LV,LV,heatResidental,dem,d044,0.7910278332499998
NONEU_Balkan,NONEU_Balkan,heatResidental,dem,d044,1.6069563615833333
TR,TR,heatResidental,dem,d044,19.912442809166667
AT,AT,heatResidental,dem,d045,5.871926913208334
BE,BE,heatResidental,dem,d045,2.8998073921666676
BG,BG,heatResidental,dem,d045,1.4897569429583333
CH,CH,heatResidental,dem,d045,2.486858512125
CZ,CZ,heatResidental,dem,d045,4.234227861791667
DK,DK,heatResidental,dem,d045,3.6875045377499998
ES,ES,heatResidental,dem,d045,14.633442432083335
FI,FI,heatResidental,dem,d045,11.511373064166667
FR,FR,heatResidental,dem,d045,37.34270945
GR,GR,heatResidental,dem,d045,4.244137205583334
HR,HR,heatResidental,dem,d045,0.8713488928333334
HU,HU,heatResidental,dem,d045,3.1352994591250005
IE,IE,heatResidental,dem,d045,2.271555037958333
IT,IT,heatResidental,dem,d045,29.588065064125
LU,LU,heatResidental,dem,d045,0.31707052475
NL,NL,heatResidental,dem,d045,9.273066837291667
NO,NO,heatResidental,dem,d045,1.8234131052083338
PL,PL,heatResidental,dem,d045,11.195578646708334
PT,PT,heatResidental,dem,d045,4.337468125041666
RO,RO,heatResidental,dem,d045,1.968227794916667
SE,SE,heatResidental,dem,d045,9.990616846541668
SI,SI,heatResidental,dem,d045,0.8700848500416667
SK,SK,heatResidental,dem,d045,0.7251318554166667
UK,UK,heatResidental,dem,d045,24.58066734541666
EE,EE,heatResidental,dem,d045,0.7859414235000001
LT,LT,heatResidental,dem,d045,1.0996766252499997
LV,LV,heatResidental,dem,d045,0.7881355009166665
NONEU_Balkan,NONEU_Balkan,heatResidental,dem,d045,1.605433367125
TR,TR,heatResidental,dem,d045,21.18828182791667
AT,AT,heatResidental,dem,d046,5.935153739333334
BE,BE,heatResidental,dem,d046,2.8912873930833336
BG,BG,heatResidental,dem,d046,1.4885512241666665
CH,CH,heatResidental,dem,d046,2.4751670859999995
CZ,CZ,heatResidental,dem,d046,4.236351275874999
DK,DK,heatResidental,dem,d046,3.6852812424166674
ES,ES,heatResidental,dem,d046,14.60945528875
FI,FI,heatResidental,dem,d046,11.509461791666666
FR,FR,heatResidental,dem,d046,37.36899683541666
GR,GR,heatResidental,dem,d046,4.145051958291667
HR,HR,heatResidental,dem,d046,0.8702682915
HU,HU,heatResidental,dem,d046,3.1304853407916657
IE,IE,heatResidental,dem,d046,2.280040009875
IT,IT,heatResidental,dem,d046,28.855729025916663
LU,LU,heatResidental,dem,d046,0.316144401125
NL,NL,heatResidental,dem,d046,9.263487846583333
NO,NO,heatResidental,dem,d046,1.8227078247500004
PL,PL,heatResidental,dem,d046,11.167520326125
PT,PT,heatResidental,dem,d046,4.3814536485
RO,RO,heatResidental,dem,d046,1.9660491255000003
SE,SE,heatResidental,dem,d046,9.987903228166665
SI,SI,heatResidental,dem,d046,0.8680272327500002
SK,SK,heatResidental,dem,d046,0.7249979323333333
UK,UK,heatResidental,dem,d046,24.658986603333332
EE,EE,heatResidental,dem,d046,0.7844949084583335
LT,LT,heatResidental,dem,d046,1.0977422624583337
LV,LV,heatResidental,dem,d046,0.7861952115000003
NONEU_Balkan,NONEU_Balkan,heatResidental,dem,d046,1.6029846781666663
TR,TR,heatResidental,dem,d046,20.709870977916665
AT,AT,heatResidental,dem,d047,5.931853156958334
BE,BE,heatResidental,dem,d047,2.885647081666667
BG,BG,heatResidental,dem,d047,1.4875108
CH,CH,heatResidental,dem,d047,2.470063270666667
CZ,CZ,heatResidental,dem,d047,4.2181249517916655
DK,DK,heatResidental,dem,d047,3.685815161916666
ES,ES,heatResidental,dem,d047,14.627432986250001
FI,FI,heatResidental,dem,d047,11.500410336666668
FR,FR,heatResidental,dem,d047,37.46783677874999
GR,GR,heatResidental,dem,d047,4.128406055833332
HR,HR,heatResidental,dem,d047,0.8693358320833332
HU,HU,heatResidental,dem,d047,3.1262947120416675
IE,IE,heatResidental,dem,d047,2.306502081625
IT,IT,heatResidental,dem,d047,29.462935833999996
LU,LU,heatResidental,dem,d047,0.3155312995833333
NL,NL,heatResidental,dem,d047,9.256073695083334
NO,NO,heatResidental,dem,d047,1.8193677380416664
PL,PL,heatResidental,dem,d047,11.136393597041668
PT,PT,heatResidental,dem,d047,4.401813955083333
RO,RO,heatResidental,dem,d047,1.964152621416667
SE,SE,heatResidental,dem,d047,9.975051999999998
SI,SI,heatResidental,dem,d047,0.8662516989583334
SK,SK,heatResidental,dem,d047,0.7248813539166665
UK,UK,heatResidental,dem,d047,24.9074177725
EE,EE,heatResidental,dem,d047,0.7857261486250001
LT,LT,heatResidental,dem,d047,1.0987213435
LV,LV,heatResidental,dem,d047,0.787745490375
NONEU_Balkan,NONEU_Balkan,heatResidental,dem,d047,1.6008716854583336
TR,TR,heatResidental,dem,d047,20.629499979166667
AT,AT,heatResidental,dem,d048,5.914388016916665
BE,BE,heatResidental,dem,d048,2.880802673166667
BG,BG,heatResidental,dem,d048,1.48729225325
CH,CH,heatResidental,dem,d048,2.4762906401249998
CZ,CZ,heatResidental,dem,d048,4.20725567275
DK,DK,heatResidental,dem,d048,3.687713591125
ES,ES,heatResidental,dem,d048,14.614147907916669
FI,FI,heatResidental,dem,d048,11.497745997916667
FR,FR,heatResidental,dem,d048,37.54820176375
GR,GR,heatResidental,dem,d048,4.142645970166666
HR,HR,heatResidental,dem,d048,0.8691399639583333
HU,HU,heatResidental,dem,d048,3.126478748083333
IE,IE,heatResidental,dem,d048,2.3157460032499997
IT,IT,heatResidental,dem,d048,28.867260746499998
LU,LU,heatResidental,dem,d048,0.31500471249999995
NL,NL,heatResidental,dem,d048,9.249967368416666
NO,NO,heatResidental,dem,d048,1.8183845681250004
PL,PL,heatResidental,dem,d048,11.128000227291666
PT,PT,heatResidental,dem,d048,4.425822197708333
RO,RO,heatResidental,dem,d048,1.9642359084999998
SE,SE,heatResidental,dem,d048,9.971269181916666
SI,SI,heatResidental,dem,d048,0.8658787383749998
SK,SK,heatResidental,dem,d048,0.7248864735833335
UK,UK,heatResidental,dem,d048,24.99492370958333
EE,EE,heatResidental,dem,d048,0.7848867317083333
LT,LT,heatResidental,dem,d048,1.0977724707916667
LV,LV,heatResidental,dem,d048,0.7866458779166666
NONEU_Balkan,NONEU_Balkan,heatResidental,dem,d048,1.6004278398750003
TR,TR,heatResidental,dem,d048,20.698254204999994
AT,AT,heatResidental,dem,d049,5.863616397583333
BE,BE,heatResidental,dem,d049,2.8731083298750004
BG,BG,heatResidental,dem,d049,1.4875213404166667
CH,CH,heatResidental,dem,d049,2.4820658222083334
CZ,CZ,heatResidental,dem,d049,4.202563982458334
DK,DK,heatResidental,dem,d049,3.6869382835416666
ES,ES,heatResidental,dem,d049,14.592152440416667
FI,FI,heatResidental,dem,d049,11.502589530833335
FR,FR,heatResidental,dem,d049,37.523416811666664
GR,GR,heatResidental,dem,d049,4.168409238
HR,HR,heatResidental,dem,d049,0.8693452787916667
HU,HU,heatResidental,dem,d049,3.128231431458334
IE,IE,heatResidental,dem,d049,2.308984108166667
IT,IT,heatResidental,dem,d049,27.844865687
LU,LU,heatResidental,dem,d049,0.31416833766666663
NL,NL,heatResidental,dem,d049,9.237050583291667
NO,NO,heatResidental,dem,d049,1.820171884875
PL,PL,heatResidental,dem,d049,11.124597227249998
PT,PT,heatResidental,dem,d049,4.4291388823333335
RO,RO,heatResidental,dem,d049,1.9650290999583333
SE,SE,heatResidental,dem,d049,9.978146014208333
SI,SI,heatResidental,dem,d049,0.866269686625
SK,SK,heatResidental,dem,d049,0.7249352312916667
UK,UK,heatResidental,dem,d049,24.932839346666665
EE,EE,heatResidental,dem,d049,0.7835358528333333
LT,LT,heatResidental,dem,d049,1.0960770045
LV,LV,heatResidental,dem,d049,0.7848507109999999
NONEU_Balkan,NONEU_Balkan,heatResidental,dem,d049,1.6008930918333328
TR,TR,heatResidental,dem,d049,20.822646354583338
AT,AT,heatResidental,dem,d050,5.91414948
BE,BE,heatResidental,dem,d050,2.866405315791667
BG,BG,heatResidental,dem,d050,1.4880577396249999
CH,CH,heatResidental,dem,d050,2.4848874951666673
CZ,CZ,heatResidental,dem,d050,4.212818289416666
DK,DK,heatResidental,dem,d050,3.6835812860000003
ES,ES,heatResidental,dem,d050,14.586824672083333
FI,FI,heatResidental,dem,d050,11.506504274999998
FR,FR,heatResidental,dem,d050,37.39340639916666
GR,GR,heatResidental,dem,d050,4.089910040958333
HR,HR,heatResidental,dem,d050,0.8698260159166664
HU,HU,heatResidental,dem,d050,3.1290671658749996
IE,IE,heatResidental,dem,d050,2.286625421375
IT,IT,heatResidental,dem,d050,28.55613250058334
LU,LU,heatResidental,dem,d050,0.3134397203333333
NL,NL,heatResidental,dem,d050,9.2275132855
NO,NO,heatResidental,dem,d050,1.821616468125
PL,PL,heatResidental,dem,d050,11.152361465333334
PT,PT,heatResidental,dem,d050,4.425591680541666
RO,RO,heatResidental,dem,d050,1.9654073184583334
SE,SE,heatResidental,dem,d050,9.983704153666665
SI,SI,heatResidental,dem,d050,0.8671850776666665
SK,SK,heatResidental,dem,d050,0.7249584803333334
UK,UK,heatResidental,dem,d050,24.722428863333338
EE,EE,heatResidental,dem,d050,0.7832814900000001
LT,LT,heatResidental,dem,d050,1.0954332626666667
LV,LV,heatResidental,dem,d050,0.7844634627499999
NONEU_Balkan,NONEU_Balkan,heatResidental,dem,d050,1.6019824627499997
TR,TR,heatResidental,dem,d050,20.443630622916665
AT,AT,heatResidental,dem,d051,5.85751537625
BE,BE,heatResidental,dem,d051,2.8631339632083335
BG,BG,heatResidental,dem,d051,1.4885018346250003
CH,CH,heatResidental,dem,d051,2.48675099625
CZ,CZ,heatResidental,dem,d051,4.225914822791666
DK,DK,heatResidental,dem,d051,3.6803478679999997
ES,ES,heatResidental,dem,d051,14.568451368333333
FI,FI,heatResidental,dem,d051,11.512708952083331
FR,FR,heatResidental,dem,d051,37.40394371
GR,GR,heatResidental,dem,d051,3.981714854
HR,HR,heatResidental,dem,d051,0.8702240271250002
HU,HU,heatResidental,dem,d051,3.131018927
IE,IE,heatResidental,dem,d051,2.2935964417083334
IT,IT,heatResidental,dem,d051,27.73096588133333
LU,LU,heatResidental,dem,d051,0.31308412437500005
NL,NL,heatResidental,dem,d051,9.213124662166665
NO,NO,heatResidental,dem,d051,1.8239060623333334
PL,PL,heatResidental,dem,d051,11.192573996166667
PT,PT,heatResidental,dem,d051,4.302061604708333
RO,RO,heatResidental,dem,d051,1.9662906043333328
SE,SE,heatResidental,dem,d051,9.992513536083333
SI,SI,heatResidental,dem,d051,0.8679429474166667
SK,SK,heatResidental,dem,d051,0.7250127761249999
UK,UK,heatResidental,dem,d051,24.786611090000005
EE,EE,heatResidental,dem,d051,0.7821819879166666
LT,LT,heatResidental,dem,d051,1.09392448775
LV,LV,heatResidental,dem,d051,0.7829828063333334
NONEU_Balkan,NONEU_Balkan,heatResidental,dem,d051,1.6028843732916667
TR,TR,heatResidental,dem,d051,19.921234477083335
AT,AT,heatResidental,dem,d052,5.805282779416667
BE,BE,heatResidental,dem,d052,2.862819568916667
BG,BG,heatResidental,dem,d052,1.4889306247916665
CH,CH,heatResidental,dem,d052,2.496619964416667
CZ,CZ,heatResidental,dem,d052,4.239618726333333
DK,DK,heatResidental,dem,d052,3.6794644511666665
ES,ES,heatResidental,dem,d052,14.538225449999999
FI,FI,heatResidental,dem,d052,11.522817604166667
FR,FR,heatResidental,dem,d052,37.40521377708333
GR,GR,heatResidental,dem,d052,3.9644472156666652
HR,HR,heatResidental,dem,d052,0.8706083217083332
HU,HU,heatResidental,dem,d052,3.1363361921250004
IE,IE,heatResidental,dem,d052,2.2939760755416674
IT,IT,heatResidental,dem,d052,26.274137793333328
LU,LU,heatResidental,dem,d052,0.31304994970833333
NL,NL,heatResidental,dem,d052,9.203140841375
NO,NO,heatResidental,dem,d052,1.8276362659999998
PL,PL,heatResidental,dem,d052,11.226963148125002
PT,PT,heatResidental,dem,d052,4.264386460166667
RO,RO,heatResidental,dem,d052,1.9686969772083331
SE,SE,heatResidental,dem,d052,10.006865767583333
SI,SI,heatResidental,dem,d052,0.8686746984583334
SK,SK,heatResidental,dem,d052,0.7251606962083333
UK,UK,heatResidental,dem,d052,24.79058965083334
EE,EE,heatResidental,dem,d052,0.7803067981249998
LT,LT,heatResidental,dem,d052,1.091654831875
LV,LV,heatResidental,dem,d052,0.7805036121666666
NONEU_Balkan,NONEU_Balkan,heatResidental,dem,d052,1.603755201375
TR,TR,heatResidental,dem,d052,19.837861566666664
AT,AT,heatResidental,dem,d053,5.801667419375001
BE,BE,heatResidental,dem,d053,2.8612043144583326
BG,BG,heatResidental,dem,d053,1.4899514572916663
CH,CH,heatResidental,dem,d053,2.509938329458334
CZ,CZ,heatResidental,dem,d053,4.251176001041666
DK,DK,heatResidental,dem,d053,3.678391252041667
ES,ES,heatResidental,dem,d053,14.513458489583334
FI,FI,heatResidental,dem,d053,11.530743449166666
FR,FR,heatResidental,dem,d053,37.439404017916665
GR,GR,heatResidental,dem,d053,3.8606673966249994
HR,HR,heatResidental,dem,d053,0.8715232224999997
HU,HU,heatResidental,dem,d053,3.145225954375
IE,IE,heatResidental,dem,d053,2.305734362333333
IT,IT,heatResidental,dem,d053,25.53844147816666
LU,LU,heatResidental,dem,d053,0.3128743718333333
NL,NL,heatResidental,dem,d053,9.195044068333333
NO,NO,heatResidental,dem,d053,1.830560990125
PL,PL,heatResidental,dem,d053,11.25415902820833
PT,PT,heatResidental,dem,d053,4.2439606290833325
RO,RO,heatResidental,dem,d053,1.9727201135416665
SE,SE,heatResidental,dem,d053,10.018118856833333
SI,SI,heatResidental,dem,d053,0.8704167981666666
SK,SK,heatResidental,dem,d053,0.7254079989999999
UK,UK,heatResidental,dem,d053,24.902301890833332
EE,EE,heatResidental,dem,d053,0.7788002836249999
LT,LT,heatResidental,dem,d053,1.0896990894583334
LV,LV,heatResidental,dem,d053,0.7784917709999998
NONEU_Balkan,NONEU_Balkan,heatResidental,dem,d053,1.6058284054583334
TR,TR,heatResidental,dem,d053,19.336784032500002
AT,AT,heatResidental,dem,d054,5.811030113083333
BE,BE,heatResidental,dem,d054,2.8561862209999997
BG,BG,heatResidental,dem,d054,1.4913660855416666
CH,CH,heatResidental,dem,d054,2.5237972187083333
CZ,CZ,heatResidental,dem,d054,4.265528647
DK,DK,heatResidental,dem,d054,3.678903799125001
ES,ES,heatResidental,dem,d054,14.49287634666667
