carrier_1,carrier_2,region_1,region_1,parameter,value
gas,hydrogen,DE,AT,capaExcResi,33.85
gas,hydrogen,DE,CZ,capaExcResi,2.24
gas,hydrogen,DE,NO,capaExcResi,19.41832146
gas,hydrogen,DE,NL,capaExcResi,9.8
gas,hydrogen,DE,DK,capaExcResi,5.833062184
