timestep_superordinate_dispatch,region_from,region_to,carrier,variable,value
2050,DE < DE11,DE < DE12,electricity < electricity_central,expExc,3.2287267592281684e-9
2050,DE < DE11,DE < DE14,electricity < electricity_central,expExc,1.324899935516046e-9
2050,DE < DE11,DE < DE25,electricity < electricity_central,expExc,2.799703539454441
2050,DE < DE11,DE < DE26,electricity < electricity_central,expExc,3.2926228545171256e-9
2050,DE < DE11,DE < DE27,electricity < electricity_central,expExc,2.023276057485635e-6
2050,DE < DE12,DE < DE13,electricity < electricity_central,expExc,6.566645651425102e-10
2050,DE < DE12,DE < DE14,electricity < electricity_central,expExc,7.723113701093747e-7
2050,DE < DE12,DE < DE26,electricity < electricity_central,expExc,2.656843189682826e-10
2050,DE < DE12,DE < DE71,electricity < electricity_central,expExc,5.6825102393123094e-11
2050,DE < DE12,DE < DEB3,electricity < electricity_central,expExc,1.7481052531514286e-10
2050,DE < DE13,DE < DE14,electricity < electricity_central,expExc,3.6150780089078447
2050,DE < DE14,DE < DE27,electricity < electricity_central,expExc,1.0277672750673037
2050,DE < DE21,DE < DE22,electricity < electricity_central,expExc,9.126628875411504e-11
2050,DE < DE21,DE < DE23,electricity < electricity_central,expExc,7.43712191439334e-7
2050,DE < DE21,DE < DE25,electricity < electricity_central,expExc,1.1118695966377828e-9
2050,DE < DE21,DE < DE27,electricity < electricity_central,expExc,2.1178449862664124e-10
2050,DE < DE22,DE < DE23,electricity < electricity_central,expExc,1.2516981934756446e-10
2050,DE < DE23,DE < DE24,electricity < electricity_central,expExc,1.5821939590824763
2050,DE < DE23,DE < DE25,electricity < electricity_central,expExc,0.2116032479911067
2050,DE < DE24,DE < DE25,electricity < electricity_central,expExc,9.091133073263256e-9
2050,DE < DE24,DE < DE26,electricity < electricity_central,expExc,9.494574387800584e-11
2050,DE < DE24,DE < DED4,electricity < electricity_central,expExc,1.6111140419636767
2050,DE < DE24,DE < DEG0,electricity < electricity_central,expExc,7.018157899420247e-10
2050,DE < DE25,DE < DE26,electricity < electricity_central,expExc,2.9821885573992985e-9
2050,DE < DE25,DE < DE27,electricity < electricity_central,expExc,2.0003999225124506e-5
2050,DE < DE26,DE < DE71,electricity < electricity_central,expExc,9.292158662001336e-11
2050,DE < DE26,DE < DE73,electricity < electricity_central,expExc,1.059627112082162
2050,DE < DE26,DE < DEG0,electricity < electricity_central,expExc,8.05061160780011
2050,DE < DE30,DE < DE40,electricity < electricity_central,expExc,8.013505120335066e-11
2050,DE < DE40,DE < DE80,electricity < electricity_central,expExc,19.536115056689326
2050,DE < DE40,DE < DE93,electricity < electricity_central,expExc,4.658515098236591e-6
2050,DE < DE40,DE < DED2,electricity < electricity_central,expExc,4.4135506090511233e-10
2050,DE < DE40,DE < DED5,electricity < electricity_central,expExc,6.587498513803951e-7
2050,DE < DE40,DE < DEE0,electricity < electricity_central,expExc,1.0555949032588332e-10
2050,DE < DE50,DE < DE92,electricity < electricity_central,expExc,1.2559751775686145e-6
2050,DE < DE50,DE < DE93,electricity < electricity_central,expExc,4.378094516950174
2050,DE < DE50,DE < DE94,electricity < electricity_central,expExc,7.419591554565032e-11
2050,DE < DE60,DE < DE93,electricity < electricity_central,expExc,0.9255746846831101
2050,DE < DE60,DE < DEF0,electricity < electricity_central,expExc,1.49993098043825
2050,DE < DE71,DE < DE72,electricity < electricity_central,expExc,2.2029098102009014e-10
