region_2,technology_1,technology_2,parameter,timestep_2,value
DE11,wind_onshore,onshore_a,avaConv,d094,0.30830563206891337
DE11,wind_onshore,onshore_a,avaConv,d095,0.2899967911261289
DE11,wind_onshore,onshore_a,avaConv,d096,0.48360457942248175
DE11,wind_onshore,onshore_a,avaConv,d097,0.43051216660001473
DE11,wind_onshore,onshore_a,avaConv,d098,0.12679585478552632
DE11,wind_onshore,onshore_a,avaConv,d099,0.17853378929556854
DE11,wind_onshore,onshore_a,avaConv,d100,0.22060169794321616
DE11,wind_onshore,onshore_a,avaConv,d101,0.34423496738863096
DE11,wind_onshore,onshore_a,avaConv,d102,0.1531659651423948
DE11,wind_onshore,onshore_a,avaConv,d103,0.30482105416164457
DE11,wind_onshore,onshore_a,avaConv,d104,0.23239586286849537
DE11,wind_onshore,onshore_a,avaConv,d105,0.5325207849960271
DE11,wind_onshore,onshore_a,avaConv,d106,0.4457646794167891
DE11,wind_onshore,onshore_a,avaConv,d107,0.2537115001154553
DE11,wind_onshore,onshore_a,avaConv,d108,0.21177685012610656
DE11,wind_onshore,onshore_a,avaConv,d109,0.3024487962851314
DE11,wind_onshore,onshore_a,avaConv,d110,0.3401217870510625
DE11,wind_onshore,onshore_a,avaConv,d111,0.304322101682499
DE11,wind_onshore,onshore_a,avaConv,d112,0.23806260093205125
DE11,wind_onshore,onshore_a,avaConv,d113,0.3508023405903192
DE11,wind_onshore,onshore_a,avaConv,d114,0.372248585089154
DE11,wind_onshore,onshore_a,avaConv,d115,0.5325098459123591
DE11,wind_onshore,onshore_a,avaConv,d116,0.556206767133369
DE11,wind_onshore,onshore_a,avaConv,d117,0.6188449965276038
DE11,wind_onshore,onshore_a,avaConv,d118,0.2695183335110369
DE11,wind_onshore,onshore_a,avaConv,d119,0.23394069181083643
DE11,wind_onshore,onshore_a,avaConv,d120,0.25109785350462843
DE11,wind_onshore,onshore_a,avaConv,d121,0.5618483850902412
DE11,wind_onshore,onshore_a,avaConv,d122,0.2912855324079506
DE11,wind_onshore,onshore_a,avaConv,d123,0.48246959759536784
DE11,wind_onshore,onshore_a,avaConv,d124,0.33597045804090003
DE11,wind_onshore,onshore_a,avaConv,d125,0.5511160163914959
DE11,wind_onshore,onshore_a,avaConv,d126,0.3735039161983455
DE11,wind_onshore,onshore_a,avaConv,d127,0.4793891195386106
DE11,wind_onshore,onshore_a,avaConv,d128,0.5868410851934831
DE11,wind_onshore,onshore_a,avaConv,d129,0.4910678421232064
DE11,wind_onshore,onshore_a,avaConv,d130,0.31038526098358477
DE11,wind_onshore,onshore_a,avaConv,d131,0.49375349846299127
DE11,wind_onshore,onshore_a,avaConv,d132,0.3762308572700088
DE11,wind_onshore,onshore_a,avaConv,d133,0.4042078701235135
DE11,wind_onshore,onshore_a,avaConv,d134,0.432624605579152
DE11,wind_onshore,onshore_a,avaConv,d135,0.48082655665286955
DE11,wind_onshore,onshore_a,avaConv,d136,0.36776221739629217
DE11,wind_onshore,onshore_a,avaConv,d137,0.28126354718848695
DE11,wind_onshore,onshore_a,avaConv,d138,0.2364407318178079
DE11,wind_onshore,onshore_a,avaConv,d139,0.37542360637560973
DE11,wind_onshore,onshore_a,avaConv,d140,0.29372154008123896
DE11,wind_onshore,onshore_a,avaConv,d141,0.18649903335159054
DE11,wind_onshore,onshore_a,avaConv,d142,0.356358804674495
DE11,wind_onshore,onshore_a,avaConv,d143,0.4522579237723557
DE11,wind_onshore,onshore_a,avaConv,d144,0.40604794872384975
DE11,wind_onshore,onshore_a,avaConv,d145,0.0709022820175924
DE11,wind_onshore,onshore_a,avaConv,d146,0.1892780376703039
DE11,wind_onshore,onshore_a,avaConv,d147,0.2211314071148244
DE11,wind_onshore,onshore_a,avaConv,d148,0.16791019847687458
DE11,wind_onshore,onshore_a,avaConv,d149,0.230085788356822
DE11,wind_onshore,onshore_a,avaConv,d150,0.5253256150605118
DE11,wind_onshore,onshore_a,avaConv,d151,0.3281080340389697
DE11,wind_onshore,onshore_a,avaConv,d152,0.36420253549133846
DE11,wind_onshore,onshore_a,avaConv,d153,0.12302485351755989
DE11,wind_onshore,onshore_a,avaConv,d154,0.011445297902547287
DE11,wind_onshore,onshore_a,avaConv,d155,0.03172606006570155
DE11,wind_onshore,onshore_a,avaConv,d156,0.09309349056485822
DE11,wind_onshore,onshore_a,avaConv,d157,0.2339732671034229
DE11,wind_onshore,onshore_a,avaConv,d158,0.11437262099117286
DE11,wind_onshore,onshore_a,avaConv,d159,0.14342852783394475
DE11,wind_onshore,onshore_a,avaConv,d160,0.28293656202292705
DE11,wind_onshore,onshore_a,avaConv,d161,0.06402082973265205
DE11,wind_onshore,onshore_a,avaConv,d162,0.14361267276045642
DE11,wind_onshore,onshore_a,avaConv,d163,0.4218606162726081
DE11,wind_onshore,onshore_a,avaConv,d164,0.4451796934942447
DE11,wind_onshore,onshore_a,avaConv,d165,0.33741323836276993
DE11,wind_onshore,onshore_a,avaConv,d166,0.3697569636011498
DE11,wind_onshore,onshore_a,avaConv,d167,0.201155764167106
DE11,wind_onshore,onshore_a,avaConv,d168,0.5113904075736575
DE11,wind_onshore,onshore_a,avaConv,d169,0.3530357540393669
DE11,wind_onshore,onshore_a,avaConv,d170,0.2977967844017075
DE11,wind_onshore,onshore_a,avaConv,d171,0.20844235718694737
DE11,wind_onshore,onshore_a,avaConv,d172,0.25280970473634234
DE11,wind_onshore,onshore_a,avaConv,d173,0.17613762082080486
DE11,wind_onshore,onshore_a,avaConv,d174,0.40695753628577863
DE11,wind_onshore,onshore_a,avaConv,d175,0.2620480818750872
DE11,wind_onshore,onshore_a,avaConv,d176,0.3266882528572147
DE11,wind_onshore,onshore_a,avaConv,d177,0.2503192406413242
DE11,wind_onshore,onshore_a,avaConv,d178,0.3276531448983914
DE11,wind_onshore,onshore_a,avaConv,d179,0.1789719074626255
DE11,wind_onshore,onshore_a,avaConv,d180,0.32802074255252256
DE11,wind_onshore,onshore_a,avaConv,d181,0.24402553846617878
DE11,wind_onshore,onshore_a,avaConv,d182,0.3164226414544012
DE11,wind_onshore,onshore_a,avaConv,d183,0.47475128790398385
DE11,wind_onshore,onshore_a,avaConv,d184,0.2856428640645505
DE11,wind_onshore,onshore_a,avaConv,d185,0.04891526326546224
DE11,wind_onshore,onshore_a,avaConv,d186,0.44206946546346293
DE11,wind_onshore,onshore_a,avaConv,d187,0.3355364666696768
DE11,wind_onshore,onshore_a,avaConv,d188,0.06833242185120493
DE11,wind_onshore,onshore_a,avaConv,d189,0.41657473376940013
DE11,wind_onshore,onshore_a,avaConv,d190,0.30312030962204556
DE11,wind_onshore,onshore_a,avaConv,d191,0.2660967910679649
DE11,wind_onshore,onshore_a,avaConv,d192,0.42518551547221944
DE11,wind_onshore,onshore_a,avaConv,d193,0.2562597132924564
DE11,wind_onshore,onshore_a,avaConv,d194,0.39046187408733674
DE11,wind_onshore,onshore_a,avaConv,d195,0.5096936930536643
DE11,wind_onshore,onshore_a,avaConv,d196,0.3706966781855676
DE11,wind_onshore,onshore_a,avaConv,d197,0.1916473163502648
DE11,wind_onshore,onshore_a,avaConv,d198,0.24200018200333673
DE11,wind_onshore,onshore_a,avaConv,d199,0.1684166190313149
DE11,wind_onshore,onshore_a,avaConv,d200,0.12757469550577477
DE11,wind_onshore,onshore_a,avaConv,d201,0.30274037950287774
DE11,wind_onshore,onshore_a,avaConv,d202,0.20902817634378867
DE11,wind_onshore,onshore_a,avaConv,d203,0.13365432313267175
DE11,wind_onshore,onshore_a,avaConv,d204,0.10228272419207786
DE11,wind_onshore,onshore_a,avaConv,d205,0.13820317440275395
