technology_1,region_1,region_2,parameter,timestep_2,value
pumpedHydro,DE,DE14,stInflow,d072,0.07863371800000003
pumpedHydro,DE,DE12,stInflow,d073,0.042265624
pumpedHydro,DE,DEA5,stInflow,d073,0.1797342139999999
pumpedHydro,DE,DED2,stInflow,d073,0.11092971000000001
pumpedHydro,DE,DED4,stInflow,d073,0.5644777649999999
pumpedHydro,DE,DEF0,stInflow,d073,0.07498286699999995
pumpedHydro,DE,DEG0,stInflow,d073,1.7566211039999997
pumpedHydro,DE,DEB2,stInflow,d073,0.6494302639999998
pumpedHydro,DE,DE21,stInflow,d073,0.077229545
pumpedHydro,DE,DE23,stInflow,d073,0.05616694199999996
pumpedHydro,DE,DE26,stInflow,d073,0.16119912299999994
pumpedHydro,DE,DE73,stInflow,d073,0.6123600830000003
pumpedHydro,DE,DE91,stInflow,d073,0.131992313
pumpedHydro,DE,DE13,stInflow,d073,1.4590767299999998
pumpedHydro,DE,DE14,stInflow,d073,0.07863371800000003
pumpedHydro,DE,DE12,stInflow,d074,0.042265624
pumpedHydro,DE,DEA5,stInflow,d074,0.1797342139999999
pumpedHydro,DE,DED2,stInflow,d074,0.11092971000000001
pumpedHydro,DE,DED4,stInflow,d074,0.5644777649999999
pumpedHydro,DE,DEF0,stInflow,d074,0.07498286699999995
pumpedHydro,DE,DEG0,stInflow,d074,1.7566211039999997
pumpedHydro,DE,DEB2,stInflow,d074,0.6494302639999998
pumpedHydro,DE,DE21,stInflow,d074,0.077229545
pumpedHydro,DE,DE23,stInflow,d074,0.05616694199999996
pumpedHydro,DE,DE26,stInflow,d074,0.16119912299999994
pumpedHydro,DE,DE73,stInflow,d074,0.6123600830000003
pumpedHydro,DE,DE91,stInflow,d074,0.131992313
pumpedHydro,DE,DE13,stInflow,d074,1.4590767299999998
pumpedHydro,DE,DE14,stInflow,d074,0.07863371800000003
pumpedHydro,DE,DE12,stInflow,d075,0.042265624
pumpedHydro,DE,DEA5,stInflow,d075,0.1797342139999999
pumpedHydro,DE,DED2,stInflow,d075,0.11092971000000001
pumpedHydro,DE,DED4,stInflow,d075,0.5644777649999999
pumpedHydro,DE,DEF0,stInflow,d075,0.07498286699999995
pumpedHydro,DE,DEG0,stInflow,d075,1.7566211039999997
pumpedHydro,DE,DEB2,stInflow,d075,0.6494302639999998
pumpedHydro,DE,DE21,stInflow,d075,0.077229545
pumpedHydro,DE,DE23,stInflow,d075,0.05616694199999996
pumpedHydro,DE,DE26,stInflow,d075,0.16119912299999994
pumpedHydro,DE,DE73,stInflow,d075,0.6123600830000003
pumpedHydro,DE,DE91,stInflow,d075,0.131992313
pumpedHydro,DE,DE13,stInflow,d075,1.4590767299999998
pumpedHydro,DE,DE14,stInflow,d075,0.07863371800000003
pumpedHydro,DE,DE12,stInflow,d076,0.042265624
pumpedHydro,DE,DEA5,stInflow,d076,0.1797342139999999
pumpedHydro,DE,DED2,stInflow,d076,0.11092971000000001
pumpedHydro,DE,DED4,stInflow,d076,0.5644777649999999
pumpedHydro,DE,DEF0,stInflow,d076,0.07498286699999995
pumpedHydro,DE,DEG0,stInflow,d076,1.7566211039999997
pumpedHydro,DE,DEB2,stInflow,d076,0.6494302639999998
pumpedHydro,DE,DE21,stInflow,d076,0.077229545
pumpedHydro,DE,DE23,stInflow,d076,0.05616694199999996
pumpedHydro,DE,DE26,stInflow,d076,0.16119912299999994
pumpedHydro,DE,DE73,stInflow,d076,0.6123600830000003
pumpedHydro,DE,DE91,stInflow,d076,0.131992313
pumpedHydro,DE,DE13,stInflow,d076,1.4590767299999998
pumpedHydro,DE,DE14,stInflow,d076,0.07863371800000003
pumpedHydro,DE,DE12,stInflow,d077,0.042265624
pumpedHydro,DE,DEA5,stInflow,d077,0.1797342139999999
pumpedHydro,DE,DED2,stInflow,d077,0.11092971000000001
pumpedHydro,DE,DED4,stInflow,d077,0.5644777649999999
pumpedHydro,DE,DEF0,stInflow,d077,0.07498286699999995
pumpedHydro,DE,DEG0,stInflow,d077,1.7566211039999997
pumpedHydro,DE,DEB2,stInflow,d077,0.6494302639999998
pumpedHydro,DE,DE21,stInflow,d077,0.077229545
pumpedHydro,DE,DE23,stInflow,d077,0.05616694199999996
pumpedHydro,DE,DE26,stInflow,d077,0.16119912299999994
pumpedHydro,DE,DE73,stInflow,d077,0.6123600830000003
pumpedHydro,DE,DE91,stInflow,d077,0.131992313
pumpedHydro,DE,DE13,stInflow,d077,1.4590767299999998
pumpedHydro,DE,DE14,stInflow,d077,0.07863371800000003
pumpedHydro,DE,DE12,stInflow,d078,0.042265624
pumpedHydro,DE,DEA5,stInflow,d078,0.1797342139999999
pumpedHydro,DE,DED2,stInflow,d078,0.11092971000000001
pumpedHydro,DE,DED4,stInflow,d078,0.5644777649999999
pumpedHydro,DE,DEF0,stInflow,d078,0.07498286699999995
pumpedHydro,DE,DEG0,stInflow,d078,1.7566211039999997
pumpedHydro,DE,DEB2,stInflow,d078,0.6494302639999998
pumpedHydro,DE,DE21,stInflow,d078,0.077229545
pumpedHydro,DE,DE23,stInflow,d078,0.05616694199999996
pumpedHydro,DE,DE26,stInflow,d078,0.16119912299999994
pumpedHydro,DE,DE73,stInflow,d078,0.6123600830000003
pumpedHydro,DE,DE91,stInflow,d078,0.131992313
pumpedHydro,DE,DE13,stInflow,d078,1.4590767299999998
pumpedHydro,DE,DE14,stInflow,d078,0.07863371800000003
pumpedHydro,DE,DE12,stInflow,d079,0.042265624
pumpedHydro,DE,DEA5,stInflow,d079,0.1797342139999999
pumpedHydro,DE,DED2,stInflow,d079,0.11092971000000001
pumpedHydro,DE,DED4,stInflow,d079,0.5644777649999999
pumpedHydro,DE,DEF0,stInflow,d079,0.07498286699999995
pumpedHydro,DE,DEG0,stInflow,d079,1.7566211039999997
pumpedHydro,DE,DEB2,stInflow,d079,0.6494302639999998
pumpedHydro,DE,DE21,stInflow,d079,0.077229545
pumpedHydro,DE,DE23,stInflow,d079,0.05616694199999996
pumpedHydro,DE,DE26,stInflow,d079,0.16119912299999994
pumpedHydro,DE,DE73,stInflow,d079,0.6123600830000003
pumpedHydro,DE,DE91,stInflow,d079,0.131992313
pumpedHydro,DE,DE13,stInflow,d079,1.4590767299999998
pumpedHydro,DE,DE14,stInflow,d079,0.07863371800000003
pumpedHydro,DE,DE12,stInflow,d080,0.042265624
pumpedHydro,DE,DEA5,stInflow,d080,0.1797342139999999
pumpedHydro,DE,DED2,stInflow,d080,0.11092971000000001
pumpedHydro,DE,DED4,stInflow,d080,0.5644777649999999
pumpedHydro,DE,DEF0,stInflow,d080,0.07498286699999995
pumpedHydro,DE,DEG0,stInflow,d080,1.7566211039999997
pumpedHydro,DE,DEB2,stInflow,d080,0.6494302639999998
pumpedHydro,DE,DE21,stInflow,d080,0.077229545
pumpedHydro,DE,DE23,stInflow,d080,0.05616694199999996
pumpedHydro,DE,DE26,stInflow,d080,0.16119912299999994
pumpedHydro,DE,DE73,stInflow,d080,0.6123600830000003
pumpedHydro,DE,DE91,stInflow,d080,0.131992313
pumpedHydro,DE,DE13,stInflow,d080,1.4590767299999998
pumpedHydro,DE,DE14,stInflow,d080,0.07863371800000003
pumpedHydro,DE,DE12,stInflow,d081,0.042265624
pumpedHydro,DE,DEA5,stInflow,d081,0.1797342139999999
pumpedHydro,DE,DED2,stInflow,d081,0.11092971000000001
pumpedHydro,DE,DED4,stInflow,d081,0.5644777649999999
pumpedHydro,DE,DEF0,stInflow,d081,0.07498286699999995
pumpedHydro,DE,DEG0,stInflow,d081,1.7566211039999997
pumpedHydro,DE,DEB2,stInflow,d081,0.6494302639999998
pumpedHydro,DE,DE21,stInflow,d081,0.077229545
pumpedHydro,DE,DE23,stInflow,d081,0.05616694199999996
pumpedHydro,DE,DE26,stInflow,d081,0.16119912299999994
pumpedHydro,DE,DE73,stInflow,d081,0.6123600830000003
pumpedHydro,DE,DE91,stInflow,d081,0.131992313
pumpedHydro,DE,DE13,stInflow,d081,1.4590767299999998
pumpedHydro,DE,DE14,stInflow,d081,0.07863371800000003
pumpedHydro,DE,DE12,stInflow,d082,0.042265624
pumpedHydro,DE,DEA5,stInflow,d082,0.1797342139999999
pumpedHydro,DE,DED2,stInflow,d082,0.11092971000000001
pumpedHydro,DE,DED4,stInflow,d082,0.5644777649999999
pumpedHydro,DE,DEF0,stInflow,d082,0.07498286699999995
pumpedHydro,DE,DEG0,stInflow,d082,1.7566211039999997
pumpedHydro,DE,DEB2,stInflow,d082,0.6494302639999998
pumpedHydro,DE,DE21,stInflow,d082,0.077229545
pumpedHydro,DE,DE23,stInflow,d082,0.05616694199999996
pumpedHydro,DE,DE26,stInflow,d082,0.16119912299999994
pumpedHydro,DE,DE73,stInflow,d082,0.6123600830000003
pumpedHydro,DE,DE91,stInflow,d082,0.131992313
pumpedHydro,DE,DE13,stInflow,d082,1.4590767299999998
pumpedHydro,DE,DE14,stInflow,d082,0.07863371800000003
pumpedHydro,DE,DE12,stInflow,d083,0.042265624
pumpedHydro,DE,DEA5,stInflow,d083,0.1797342139999999
pumpedHydro,DE,DED2,stInflow,d083,0.11092971000000001
pumpedHydro,DE,DED4,stInflow,d083,0.5644777649999999
pumpedHydro,DE,DEF0,stInflow,d083,0.07498286699999995
pumpedHydro,DE,DEG0,stInflow,d083,1.7566211039999997
pumpedHydro,DE,DEB2,stInflow,d083,0.6494302639999998
pumpedHydro,DE,DE21,stInflow,d083,0.077229545
pumpedHydro,DE,DE23,stInflow,d083,0.05616694199999996
pumpedHydro,DE,DE26,stInflow,d083,0.16119912299999994
pumpedHydro,DE,DE73,stInflow,d083,0.6123600830000003
pumpedHydro,DE,DE91,stInflow,d083,0.131992313
pumpedHydro,DE,DE13,stInflow,d083,1.4590767299999998
pumpedHydro,DE,DE14,stInflow,d083,0.07863371800000003
pumpedHydro,DE,DE12,stInflow,d084,0.042265624
pumpedHydro,DE,DEA5,stInflow,d084,0.1797342139999999
pumpedHydro,DE,DED2,stInflow,d084,0.11092971000000001
pumpedHydro,DE,DED4,stInflow,d084,0.5644777649999999
pumpedHydro,DE,DEF0,stInflow,d084,0.07498286699999995
pumpedHydro,DE,DEG0,stInflow,d084,1.7566211039999997
pumpedHydro,DE,DEB2,stInflow,d084,0.6494302639999998
pumpedHydro,DE,DE21,stInflow,d084,0.077229545
pumpedHydro,DE,DE23,stInflow,d084,0.05616694199999996
pumpedHydro,DE,DE26,stInflow,d084,0.16119912299999994
pumpedHydro,DE,DE73,stInflow,d084,0.6123600830000003
pumpedHydro,DE,DE91,stInflow,d084,0.131992313
pumpedHydro,DE,DE13,stInflow,d084,1.4590767299999998
pumpedHydro,DE,DE14,stInflow,d084,0.07863371800000003
pumpedHydro,DE,DE12,stInflow,d085,0.042265624
pumpedHydro,DE,DEA5,stInflow,d085,0.1797342139999999
pumpedHydro,DE,DED2,stInflow,d085,0.11092971000000001
pumpedHydro,DE,DED4,stInflow,d085,0.5644777649999999
pumpedHydro,DE,DEF0,stInflow,d085,0.07498286699999995
pumpedHydro,DE,DEG0,stInflow,d085,1.7566211039999997
pumpedHydro,DE,DEB2,stInflow,d085,0.6494302639999998
pumpedHydro,DE,DE21,stInflow,d085,0.077229545
pumpedHydro,DE,DE23,stInflow,d085,0.05616694199999996
pumpedHydro,DE,DE26,stInflow,d085,0.16119912299999994
pumpedHydro,DE,DE73,stInflow,d085,0.6123600830000003
pumpedHydro,DE,DE91,stInflow,d085,0.131992313
pumpedHydro,DE,DE13,stInflow,d085,1.4590767299999998
pumpedHydro,DE,DE14,stInflow,d085,0.07863371800000003
pumpedHydro,DE,DE12,stInflow,d086,0.042265624
pumpedHydro,DE,DEA5,stInflow,d086,0.1797342139999999
pumpedHydro,DE,DED2,stInflow,d086,0.11092971000000001
pumpedHydro,DE,DED4,stInflow,d086,0.5644777649999999
pumpedHydro,DE,DEF0,stInflow,d086,0.07498286699999995
pumpedHydro,DE,DEG0,stInflow,d086,1.7566211039999997
pumpedHydro,DE,DEB2,stInflow,d086,0.6494302639999998
pumpedHydro,DE,DE21,stInflow,d086,0.077229545
pumpedHydro,DE,DE23,stInflow,d086,0.05616694199999996
pumpedHydro,DE,DE26,stInflow,d086,0.16119912299999994
pumpedHydro,DE,DE73,stInflow,d086,0.6123600830000003
pumpedHydro,DE,DE91,stInflow,d086,0.131992313
pumpedHydro,DE,DE13,stInflow,d086,1.4590767299999998
pumpedHydro,DE,DE14,stInflow,d086,0.07863371800000003
pumpedHydro,DE,DE12,stInflow,d087,0.042265624
pumpedHydro,DE,DEA5,stInflow,d087,0.1797342139999999
pumpedHydro,DE,DED2,stInflow,d087,0.11092971000000001
pumpedHydro,DE,DED4,stInflow,d087,0.5644777649999999
pumpedHydro,DE,DEF0,stInflow,d087,0.07498286699999995
pumpedHydro,DE,DEG0,stInflow,d087,1.7566211039999997
pumpedHydro,DE,DEB2,stInflow,d087,0.6494302639999998
pumpedHydro,DE,DE21,stInflow,d087,0.077229545
pumpedHydro,DE,DE23,stInflow,d087,0.05616694199999996
pumpedHydro,DE,DE26,stInflow,d087,0.16119912299999994
pumpedHydro,DE,DE73,stInflow,d087,0.6123600830000003
pumpedHydro,DE,DE91,stInflow,d087,0.131992313
pumpedHydro,DE,DE13,stInflow,d087,1.4590767299999998
pumpedHydro,DE,DE14,stInflow,d087,0.07863371800000003
pumpedHydro,DE,DE12,stInflow,d088,0.042265624
pumpedHydro,DE,DEA5,stInflow,d088,0.1797342139999999
pumpedHydro,DE,DED2,stInflow,d088,0.11092971000000001
pumpedHydro,DE,DED4,stInflow,d088,0.5644777649999999
pumpedHydro,DE,DEF0,stInflow,d088,0.07498286699999995
pumpedHydro,DE,DEG0,stInflow,d088,1.7566211039999997
pumpedHydro,DE,DEB2,stInflow,d088,0.6494302639999998
pumpedHydro,DE,DE21,stInflow,d088,0.077229545
pumpedHydro,DE,DE23,stInflow,d088,0.05616694199999996
pumpedHydro,DE,DE26,stInflow,d088,0.16119912299999994
pumpedHydro,DE,DE73,stInflow,d088,0.6123600830000003
pumpedHydro,DE,DE91,stInflow,d088,0.131992313
pumpedHydro,DE,DE13,stInflow,d088,1.4590767299999998
pumpedHydro,DE,DE14,stInflow,d088,0.07863371800000003
pumpedHydro,DE,DE12,stInflow,d089,0.042265624
pumpedHydro,DE,DEA5,stInflow,d089,0.1797342139999999
pumpedHydro,DE,DED2,stInflow,d089,0.11092971000000001
pumpedHydro,DE,DED4,stInflow,d089,0.5644777649999999
pumpedHydro,DE,DEF0,stInflow,d089,0.07498286699999995
pumpedHydro,DE,DEG0,stInflow,d089,1.7566211039999997
pumpedHydro,DE,DEB2,stInflow,d089,0.6494302639999998
pumpedHydro,DE,DE21,stInflow,d089,0.077229545
pumpedHydro,DE,DE23,stInflow,d089,0.05616694199999996
pumpedHydro,DE,DE26,stInflow,d089,0.16119912299999994
pumpedHydro,DE,DE73,stInflow,d089,0.6123600830000003
pumpedHydro,DE,DE91,stInflow,d089,0.131992313
pumpedHydro,DE,DE13,stInflow,d089,1.4590767299999998
pumpedHydro,DE,DE14,stInflow,d089,0.07863371800000003
pumpedHydro,DE,DE12,stInflow,d090,0.042265624
pumpedHydro,DE,DEA5,stInflow,d090,0.1797342139999999
pumpedHydro,DE,DED2,stInflow,d090,0.11092971000000001
pumpedHydro,DE,DED4,stInflow,d090,0.5644777649999999
pumpedHydro,DE,DEF0,stInflow,d090,0.07498286699999995
pumpedHydro,DE,DEG0,stInflow,d090,1.7566211039999997
pumpedHydro,DE,DEB2,stInflow,d090,0.6494302639999998
pumpedHydro,DE,DE21,stInflow,d090,0.077229545
pumpedHydro,DE,DE23,stInflow,d090,0.05616694199999996
pumpedHydro,DE,DE26,stInflow,d090,0.16119912299999994
pumpedHydro,DE,DE73,stInflow,d090,0.6123600830000003
pumpedHydro,DE,DE91,stInflow,d090,0.131992313
pumpedHydro,DE,DE13,stInflow,d090,1.4590767299999998
pumpedHydro,DE,DE14,stInflow,d090,0.07863371800000003
pumpedHydro,DE,DE12,stInflow,d091,0.042265624
pumpedHydro,DE,DEA5,stInflow,d091,0.1797342139999999
pumpedHydro,DE,DED2,stInflow,d091,0.11092971000000001
pumpedHydro,DE,DED4,stInflow,d091,0.5644777649999999
pumpedHydro,DE,DEF0,stInflow,d091,0.07498286699999995
pumpedHydro,DE,DEG0,stInflow,d091,1.7566211039999997
pumpedHydro,DE,DEB2,stInflow,d091,0.6494302639999998
pumpedHydro,DE,DE21,stInflow,d091,0.077229545
pumpedHydro,DE,DE23,stInflow,d091,0.05616694199999996
pumpedHydro,DE,DE26,stInflow,d091,0.16119912299999994
pumpedHydro,DE,DE73,stInflow,d091,0.6123600830000003
pumpedHydro,DE,DE91,stInflow,d091,0.131992313
pumpedHydro,DE,DE13,stInflow,d091,1.4590767299999998
pumpedHydro,DE,DE14,stInflow,d091,0.07863371800000003
pumpedHydro,DE,DE12,stInflow,d092,0.042265624
pumpedHydro,DE,DEA5,stInflow,d092,0.1797342139999999
pumpedHydro,DE,DED2,stInflow,d092,0.11092971000000001
pumpedHydro,DE,DED4,stInflow,d092,0.5644777649999999
pumpedHydro,DE,DEF0,stInflow,d092,0.07498286699999995
pumpedHydro,DE,DEG0,stInflow,d092,1.7566211039999997
pumpedHydro,DE,DEB2,stInflow,d092,0.6494302639999998
pumpedHydro,DE,DE21,stInflow,d092,0.077229545
pumpedHydro,DE,DE23,stInflow,d092,0.05616694199999996
pumpedHydro,DE,DE26,stInflow,d092,0.16119912299999994
pumpedHydro,DE,DE73,stInflow,d092,0.6123600830000003
pumpedHydro,DE,DE91,stInflow,d092,0.131992313
pumpedHydro,DE,DE13,stInflow,d092,1.4590767299999998
pumpedHydro,DE,DE14,stInflow,d092,0.07863371800000003
pumpedHydro,DE,DE12,stInflow,d093,0.042265624
pumpedHydro,DE,DEA5,stInflow,d093,0.1797342139999999
pumpedHydro,DE,DED2,stInflow,d093,0.11092971000000001
pumpedHydro,DE,DED4,stInflow,d093,0.5644777649999999
pumpedHydro,DE,DEF0,stInflow,d093,0.07498286699999995
pumpedHydro,DE,DEG0,stInflow,d093,1.7566211039999997
pumpedHydro,DE,DEB2,stInflow,d093,0.6494302639999998
pumpedHydro,DE,DE21,stInflow,d093,0.077229545
pumpedHydro,DE,DE23,stInflow,d093,0.05616694199999996
pumpedHydro,DE,DE26,stInflow,d093,0.16119912299999994
pumpedHydro,DE,DE73,stInflow,d093,0.6123600830000003
pumpedHydro,DE,DE91,stInflow,d093,0.131992313
pumpedHydro,DE,DE13,stInflow,d093,1.4590767299999998
pumpedHydro,DE,DE14,stInflow,d093,0.07863371800000003
pumpedHydro,DE,DE12,stInflow,d094,0.042265624
pumpedHydro,DE,DEA5,stInflow,d094,0.1797342139999999
pumpedHydro,DE,DED2,stInflow,d094,0.11092971000000001
pumpedHydro,DE,DED4,stInflow,d094,0.5644777649999999
pumpedHydro,DE,DEF0,stInflow,d094,0.07498286699999995
pumpedHydro,DE,DEG0,stInflow,d094,1.7566211039999997
pumpedHydro,DE,DEB2,stInflow,d094,0.6494302639999998
pumpedHydro,DE,DE21,stInflow,d094,0.077229545
pumpedHydro,DE,DE23,stInflow,d094,0.05616694199999996
pumpedHydro,DE,DE26,stInflow,d094,0.16119912299999994
pumpedHydro,DE,DE73,stInflow,d094,0.6123600830000003
pumpedHydro,DE,DE91,stInflow,d094,0.131992313
pumpedHydro,DE,DE13,stInflow,d094,1.4590767299999998
pumpedHydro,DE,DE14,stInflow,d094,0.07863371800000003
pumpedHydro,DE,DE12,stInflow,d095,0.042265624
pumpedHydro,DE,DEA5,stInflow,d095,0.1797342139999999
pumpedHydro,DE,DED2,stInflow,d095,0.11092971000000001
pumpedHydro,DE,DED4,stInflow,d095,0.5644777649999999
pumpedHydro,DE,DEF0,stInflow,d095,0.07498286699999995
pumpedHydro,DE,DEG0,stInflow,d095,1.7566211039999997
pumpedHydro,DE,DEB2,stInflow,d095,0.6494302639999998
pumpedHydro,DE,DE21,stInflow,d095,0.077229545
pumpedHydro,DE,DE23,stInflow,d095,0.05616694199999996
pumpedHydro,DE,DE26,stInflow,d095,0.16119912299999994
pumpedHydro,DE,DE73,stInflow,d095,0.6123600830000003
pumpedHydro,DE,DE91,stInflow,d095,0.131992313
pumpedHydro,DE,DE13,stInflow,d095,1.4590767299999998
pumpedHydro,DE,DE14,stInflow,d095,0.07863371800000003
pumpedHydro,DE,DE12,stInflow,d096,0.042265624
pumpedHydro,DE,DEA5,stInflow,d096,0.1797342139999999
pumpedHydro,DE,DED2,stInflow,d096,0.11092971000000001
pumpedHydro,DE,DED4,stInflow,d096,0.5644777649999999
pumpedHydro,DE,DEF0,stInflow,d096,0.07498286699999995
pumpedHydro,DE,DEG0,stInflow,d096,1.7566211039999997
pumpedHydro,DE,DEB2,stInflow,d096,0.6494302639999998
pumpedHydro,DE,DE21,stInflow,d096,0.077229545
pumpedHydro,DE,DE23,stInflow,d096,0.05616694199999996
pumpedHydro,DE,DE26,stInflow,d096,0.16119912299999994
pumpedHydro,DE,DE73,stInflow,d096,0.6123600830000003
pumpedHydro,DE,DE91,stInflow,d096,0.131992313
pumpedHydro,DE,DE13,stInflow,d096,1.4590767299999998
pumpedHydro,DE,DE14,stInflow,d096,0.07863371800000003
pumpedHydro,DE,DE12,stInflow,d097,0.042265624
pumpedHydro,DE,DEA5,stInflow,d097,0.1797342139999999
pumpedHydro,DE,DED2,stInflow,d097,0.11092971000000001
pumpedHydro,DE,DED4,stInflow,d097,0.5644777649999999
pumpedHydro,DE,DEF0,stInflow,d097,0.07498286699999995
pumpedHydro,DE,DEG0,stInflow,d097,1.7566211039999997
pumpedHydro,DE,DEB2,stInflow,d097,0.6494302639999998
pumpedHydro,DE,DE21,stInflow,d097,0.077229545
pumpedHydro,DE,DE23,stInflow,d097,0.05616694199999996
pumpedHydro,DE,DE26,stInflow,d097,0.16119912299999994
pumpedHydro,DE,DE73,stInflow,d097,0.6123600830000003
pumpedHydro,DE,DE91,stInflow,d097,0.131992313
pumpedHydro,DE,DE13,stInflow,d097,1.4590767299999998
pumpedHydro,DE,DE14,stInflow,d097,0.07863371800000003
pumpedHydro,DE,DE12,stInflow,d098,0.042265624
pumpedHydro,DE,DEA5,stInflow,d098,0.1797342139999999
pumpedHydro,DE,DED2,stInflow,d098,0.11092971000000001
pumpedHydro,DE,DED4,stInflow,d098,0.5644777649999999
pumpedHydro,DE,DEF0,stInflow,d098,0.07498286699999995
pumpedHydro,DE,DEG0,stInflow,d098,1.7566211039999997
pumpedHydro,DE,DEB2,stInflow,d098,0.6494302639999998
pumpedHydro,DE,DE21,stInflow,d098,0.077229545
pumpedHydro,DE,DE23,stInflow,d098,0.05616694199999996
pumpedHydro,DE,DE26,stInflow,d098,0.16119912299999994
pumpedHydro,DE,DE73,stInflow,d098,0.6123600830000003
pumpedHydro,DE,DE91,stInflow,d098,0.131992313
pumpedHydro,DE,DE13,stInflow,d098,1.4590767299999998
pumpedHydro,DE,DE14,stInflow,d098,0.07863371800000003
pumpedHydro,DE,DE12,stInflow,d099,0.042265624
pumpedHydro,DE,DEA5,stInflow,d099,0.1797342139999999
pumpedHydro,DE,DED2,stInflow,d099,0.11092971000000001
pumpedHydro,DE,DED4,stInflow,d099,0.5644777649999999
pumpedHydro,DE,DEF0,stInflow,d099,0.07498286699999995
pumpedHydro,DE,DEG0,stInflow,d099,1.7566211039999997
pumpedHydro,DE,DEB2,stInflow,d099,0.6494302639999998
pumpedHydro,DE,DE21,stInflow,d099,0.077229545
pumpedHydro,DE,DE23,stInflow,d099,0.05616694199999996
pumpedHydro,DE,DE26,stInflow,d099,0.16119912299999994
pumpedHydro,DE,DE73,stInflow,d099,0.6123600830000003
pumpedHydro,DE,DE91,stInflow,d099,0.131992313
pumpedHydro,DE,DE13,stInflow,d099,1.4590767299999998
pumpedHydro,DE,DE14,stInflow,d099,0.07863371800000003
pumpedHydro,DE,DE12,stInflow,d100,0.042265624
pumpedHydro,DE,DEA5,stInflow,d100,0.1797342139999999
pumpedHydro,DE,DED2,stInflow,d100,0.11092971000000001
pumpedHydro,DE,DED4,stInflow,d100,0.5644777649999999
pumpedHydro,DE,DEF0,stInflow,d100,0.07498286699999995
pumpedHydro,DE,DEG0,stInflow,d100,1.7566211039999997
pumpedHydro,DE,DEB2,stInflow,d100,0.6494302639999998
pumpedHydro,DE,DE21,stInflow,d100,0.077229545
pumpedHydro,DE,DE23,stInflow,d100,0.05616694199999996
pumpedHydro,DE,DE26,stInflow,d100,0.16119912299999994
pumpedHydro,DE,DE73,stInflow,d100,0.6123600830000003
pumpedHydro,DE,DE91,stInflow,d100,0.131992313
pumpedHydro,DE,DE13,stInflow,d100,1.4590767299999998
pumpedHydro,DE,DE14,stInflow,d100,0.07863371800000003
pumpedHydro,DE,DE12,stInflow,d101,0.042265624
pumpedHydro,DE,DEA5,stInflow,d101,0.1797342139999999
pumpedHydro,DE,DED2,stInflow,d101,0.11092971000000001
pumpedHydro,DE,DED4,stInflow,d101,0.5644777649999999
pumpedHydro,DE,DEF0,stInflow,d101,0.07498286699999995
pumpedHydro,DE,DEG0,stInflow,d101,1.7566211039999997
pumpedHydro,DE,DEB2,stInflow,d101,0.6494302639999998
pumpedHydro,DE,DE21,stInflow,d101,0.077229545
pumpedHydro,DE,DE23,stInflow,d101,0.05616694199999996
pumpedHydro,DE,DE26,stInflow,d101,0.16119912299999994
pumpedHydro,DE,DE73,stInflow,d101,0.6123600830000003
pumpedHydro,DE,DE91,stInflow,d101,0.131992313
pumpedHydro,DE,DE13,stInflow,d101,1.4590767299999998
pumpedHydro,DE,DE14,stInflow,d101,0.07863371800000003
pumpedHydro,DE,DE12,stInflow,d102,0.042265624
pumpedHydro,DE,DEA5,stInflow,d102,0.1797342139999999
pumpedHydro,DE,DED2,stInflow,d102,0.11092971000000001
pumpedHydro,DE,DED4,stInflow,d102,0.5644777649999999
pumpedHydro,DE,DEF0,stInflow,d102,0.07498286699999995
pumpedHydro,DE,DEG0,stInflow,d102,1.7566211039999997
pumpedHydro,DE,DEB2,stInflow,d102,0.6494302639999998
pumpedHydro,DE,DE21,stInflow,d102,0.077229545
pumpedHydro,DE,DE23,stInflow,d102,0.05616694199999996
pumpedHydro,DE,DE26,stInflow,d102,0.16119912299999994
pumpedHydro,DE,DE73,stInflow,d102,0.6123600830000003
pumpedHydro,DE,DE91,stInflow,d102,0.131992313
pumpedHydro,DE,DE13,stInflow,d102,1.4590767299999998
pumpedHydro,DE,DE14,stInflow,d102,0.07863371800000003
pumpedHydro,DE,DE12,stInflow,d103,0.042265624
pumpedHydro,DE,DEA5,stInflow,d103,0.1797342139999999
pumpedHydro,DE,DED2,stInflow,d103,0.11092971000000001
pumpedHydro,DE,DED4,stInflow,d103,0.5644777649999999
pumpedHydro,DE,DEF0,stInflow,d103,0.07498286699999995
pumpedHydro,DE,DEG0,stInflow,d103,1.7566211039999997
pumpedHydro,DE,DEB2,stInflow,d103,0.6494302639999998
pumpedHydro,DE,DE21,stInflow,d103,0.077229545
pumpedHydro,DE,DE23,stInflow,d103,0.05616694199999996
pumpedHydro,DE,DE26,stInflow,d103,0.16119912299999994
pumpedHydro,DE,DE73,stInflow,d103,0.6123600830000003
pumpedHydro,DE,DE91,stInflow,d103,0.131992313
pumpedHydro,DE,DE13,stInflow,d103,1.4590767299999998
pumpedHydro,DE,DE14,stInflow,d103,0.07863371800000003
pumpedHydro,DE,DE12,stInflow,d104,0.042265624
pumpedHydro,DE,DEA5,stInflow,d104,0.1797342139999999
pumpedHydro,DE,DED2,stInflow,d104,0.11092971000000001
pumpedHydro,DE,DED4,stInflow,d104,0.5644777649999999
pumpedHydro,DE,DEF0,stInflow,d104,0.07498286699999995
pumpedHydro,DE,DEG0,stInflow,d104,1.7566211039999997
