technology_1,technology_2,region_1,parameter,timestep_2,value
openspace,openspace_a,EE,avaConv,d177,0.19057358333333338
openspace,openspace_a,LT,avaConv,d177,0.20907033333333336
openspace,openspace_a,LV,avaConv,d177,0.23163045833333326
openspace,openspace_a,NONEU_Balkan,avaConv,d177,0.21591855420833336
openspace,openspace_a,TR,avaConv,d177,0.23918108333333332
openspace,openspace_a,AT,avaConv,d178,0.22466212500000002
openspace,openspace_a,BE,avaConv,d178,0.19731687499999997
openspace,openspace_a,BG,avaConv,d178,0.19321904166666673
openspace,openspace_a,CH,avaConv,d178,0.1403568333333333
openspace,openspace_a,CZ,avaConv,d178,0.23280320833333332
openspace,openspace_a,DK,avaConv,d178,0.15049462500000002
openspace,openspace_a,ES,avaConv,d178,0.24107849999999997
openspace,openspace_a,FI,avaConv,d178,0.09523758333333332
openspace,openspace_a,FR,avaConv,d178,0.20369587500000005
openspace,openspace_a,GR,avaConv,d178,0.21635037500000007
openspace,openspace_a,HR,avaConv,d178,0.24538492708333334
openspace,openspace_a,HU,avaConv,d178,0.21188595833333332
openspace,openspace_a,IE,avaConv,d178,0.15499454166666668
openspace,openspace_a,IT,avaConv,d178,0.19485708333333332
openspace,openspace_a,LU,avaConv,d178,0.2078837916666666
openspace,openspace_a,NL,avaConv,d178,0.1417808333333333
openspace,openspace_a,NO,avaConv,d178,0.1566860833333333
openspace,openspace_a,PL,avaConv,d178,0.2240444583333334
openspace,openspace_a,PT,avaConv,d178,0.23795345833333337
openspace,openspace_a,RO,avaConv,d178,0.16372591666666667
openspace,openspace_a,SE,avaConv,d178,0.14944037500000001
openspace,openspace_a,SI,avaConv,d178,0.25891833333333336
openspace,openspace_a,SK,avaConv,d178,0.1877632916666666
openspace,openspace_a,UK,avaConv,d178,0.14347008333333333
openspace,openspace_a,EE,avaConv,d178,0.12538791666666668
openspace,openspace_a,LT,avaConv,d178,0.20363120833333334
openspace,openspace_a,LV,avaConv,d178,0.1680950416666667
openspace,openspace_a,NONEU_Balkan,avaConv,d178,0.20831975558333335
openspace,openspace_a,TR,avaConv,d178,0.21635037500000007
openspace,openspace_a,AT,avaConv,d179,0.163422
openspace,openspace_a,BE,avaConv,d179,0.11014
openspace,openspace_a,BG,avaConv,d179,0.21218991666666667
openspace,openspace_a,CH,avaConv,d179,0.228077875
openspace,openspace_a,CZ,avaConv,d179,0.2035781666666667
openspace,openspace_a,DK,avaConv,d179,0.1969404166666667
openspace,openspace_a,ES,avaConv,d179,0.244693625
openspace,openspace_a,FI,avaConv,d179,0.21002433333333329
openspace,openspace_a,FR,avaConv,d179,0.16447779166666668
openspace,openspace_a,GR,avaConv,d179,0.23811562499999997
openspace,openspace_a,HR,avaConv,d179,0.17801700520833327
openspace,openspace_a,HU,avaConv,d179,0.18734237500000003
openspace,openspace_a,IE,avaConv,d179,0.17331645833333334
openspace,openspace_a,IT,avaConv,d179,0.2064965
openspace,openspace_a,LU,avaConv,d179,0.180968875
openspace,openspace_a,NL,avaConv,d179,0.13645
openspace,openspace_a,NO,avaConv,d179,0.21532729166666667
openspace,openspace_a,PL,avaConv,d179,0.19090949999999998
openspace,openspace_a,PT,avaConv,d179,0.24027075
openspace,openspace_a,RO,avaConv,d179,0.21818579166666663
openspace,openspace_a,SE,avaConv,d179,0.21334537500000003
openspace,openspace_a,SI,avaConv,d179,0.16230508333333335
openspace,openspace_a,SK,avaConv,d179,0.17749658333333332
openspace,openspace_a,UK,avaConv,d179,0.10945720833333333
openspace,openspace_a,EE,avaConv,d179,0.2168895833333333
openspace,openspace_a,LT,avaConv,d179,0.11399970833333332
openspace,openspace_a,LV,avaConv,d179,0.17471050000000002
openspace,openspace_a,NONEU_Balkan,avaConv,d179,0.21631494029166667
openspace,openspace_a,TR,avaConv,d179,0.23811562499999997
openspace,openspace_a,AT,avaConv,d180,0.18273325000000004
openspace,openspace_a,BE,avaConv,d180,0.15899491666666668
openspace,openspace_a,BG,avaConv,d180,0.21226504166666668
openspace,openspace_a,CH,avaConv,d180,0.08591145833333332
openspace,openspace_a,CZ,avaConv,d180,0.19263412499999996
openspace,openspace_a,DK,avaConv,d180,0.20506170833333334
openspace,openspace_a,ES,avaConv,d180,0.24746908333333337
openspace,openspace_a,FI,avaConv,d180,0.17527529166666667
openspace,openspace_a,FR,avaConv,d180,0.18165995833333334
openspace,openspace_a,GR,avaConv,d180,0.23673795833333333
openspace,openspace_a,HR,avaConv,d180,0.23086390624999997
openspace,openspace_a,HU,avaConv,d180,0.1788690416666667
openspace,openspace_a,IE,avaConv,d180,0.20076595833333333
openspace,openspace_a,IT,avaConv,d180,0.18676441666666663
openspace,openspace_a,LU,avaConv,d180,0.14407433333333333
openspace,openspace_a,NL,avaConv,d180,0.1881898333333333
openspace,openspace_a,NO,avaConv,d180,0.14652595833333334
openspace,openspace_a,PL,avaConv,d180,0.209298625
openspace,openspace_a,PT,avaConv,d180,0.23331358333333332
openspace,openspace_a,RO,avaConv,d180,0.20204358333333336
openspace,openspace_a,SE,avaConv,d180,0.17879699999999998
openspace,openspace_a,SI,avaConv,d180,0.23298470833333332
openspace,openspace_a,SK,avaConv,d180,0.16919137500000003
openspace,openspace_a,UK,avaConv,d180,0.1900933333333333
openspace,openspace_a,EE,avaConv,d180,0.14422595833333335
openspace,openspace_a,LT,avaConv,d180,0.17182129166666668
openspace,openspace_a,LV,avaConv,d180,0.130959625
openspace,openspace_a,NONEU_Balkan,avaConv,d180,0.22121834445833333
openspace,openspace_a,TR,avaConv,d180,0.23673795833333333
openspace,openspace_a,AT,avaConv,d181,0.23235845833333332
openspace,openspace_a,BE,avaConv,d181,0.2104788333333333
openspace,openspace_a,BG,avaConv,d181,0.139753875
openspace,openspace_a,CH,avaConv,d181,0.25453079166666664
openspace,openspace_a,CZ,avaConv,d181,0.219771375
openspace,openspace_a,DK,avaConv,d181,0.20728829166666665
openspace,openspace_a,ES,avaConv,d181,0.24434220833333334
openspace,openspace_a,FI,avaConv,d181,0.14683137500000001
openspace,openspace_a,FR,avaConv,d181,0.24374000000000004
openspace,openspace_a,GR,avaConv,d181,0.22737950000000004
openspace,openspace_a,HR,avaConv,d181,0.23104401562500002
openspace,openspace_a,HU,avaConv,d181,0.2088879166666667
openspace,openspace_a,IE,avaConv,d181,0.13986083333333332
openspace,openspace_a,IT,avaConv,d181,0.24644166666666667
openspace,openspace_a,LU,avaConv,d181,0.20765095833333333
openspace,openspace_a,NL,avaConv,d181,0.17201337500000002
openspace,openspace_a,NO,avaConv,d181,0.19287949999999998
openspace,openspace_a,PL,avaConv,d181,0.18224724999999997
openspace,openspace_a,PT,avaConv,d181,0.23499975000000003
openspace,openspace_a,RO,avaConv,d181,0.11920987499999998
openspace,openspace_a,SE,avaConv,d181,0.19472
openspace,openspace_a,SI,avaConv,d181,0.2468697916666667
openspace,openspace_a,SK,avaConv,d181,0.1913175
openspace,openspace_a,UK,avaConv,d181,0.18289466666666668
openspace,openspace_a,EE,avaConv,d181,0.16789058333333332
openspace,openspace_a,LT,avaConv,d181,0.1994175
openspace,openspace_a,LV,avaConv,d181,0.1776194166666667
openspace,openspace_a,NONEU_Balkan,avaConv,d181,0.18875505275
openspace,openspace_a,TR,avaConv,d181,0.22737950000000004
openspace,openspace_a,AT,avaConv,d182,0.24522616666666663
openspace,openspace_a,BE,avaConv,d182,0.19222404166666665
openspace,openspace_a,BG,avaConv,d182,0.21327991666666665
openspace,openspace_a,CH,avaConv,d182,0.2687997916666667
openspace,openspace_a,CZ,avaConv,d182,0.24675837499999997
openspace,openspace_a,DK,avaConv,d182,0.16552704166666668
openspace,openspace_a,ES,avaConv,d182,0.21498700000000004
openspace,openspace_a,FI,avaConv,d182,0.11269479166666667
openspace,openspace_a,FR,avaConv,d182,0.22019591666666663
openspace,openspace_a,GR,avaConv,d182,0.2476314166666667
openspace,openspace_a,HR,avaConv,d182,0.2219121666666667
openspace,openspace_a,HU,avaConv,d182,0.2513587083333333
openspace,openspace_a,IE,avaConv,d182,0.13630870833333333
openspace,openspace_a,IT,avaConv,d182,0.23653929166666668
openspace,openspace_a,LU,avaConv,d182,0.21022133333333334
openspace,openspace_a,NL,avaConv,d182,0.18690320833333338
openspace,openspace_a,NO,avaConv,d182,0.17583808333333328
openspace,openspace_a,PL,avaConv,d182,0.218664
openspace,openspace_a,PT,avaConv,d182,0.19573054166666662
openspace,openspace_a,RO,avaConv,d182,0.1842305
openspace,openspace_a,SE,avaConv,d182,0.1945129166666667
openspace,openspace_a,SI,avaConv,d182,0.2190643333333334
openspace,openspace_a,SK,avaConv,d182,0.24665333333333328
openspace,openspace_a,UK,avaConv,d182,0.20241141666666665
openspace,openspace_a,EE,avaConv,d182,0.2049195
openspace,openspace_a,LT,avaConv,d182,0.21077479166666668
openspace,openspace_a,LV,avaConv,d182,0.19274850000000002
openspace,openspace_a,NONEU_Balkan,avaConv,d182,0.22820091658333339
openspace,openspace_a,TR,avaConv,d182,0.2476314166666667
openspace,openspace_a,AT,avaConv,d183,0.21517245833333334
openspace,openspace_a,BE,avaConv,d183,0.19271070833333334
openspace,openspace_a,BG,avaConv,d183,0.2419625
openspace,openspace_a,CH,avaConv,d183,0.18288670833333334
openspace,openspace_a,CZ,avaConv,d183,0.23973191666666663
openspace,openspace_a,DK,avaConv,d183,0.23636879166666677
openspace,openspace_a,ES,avaConv,d183,0.21939929166666663
openspace,openspace_a,FI,avaConv,d183,0.20646716666666665
openspace,openspace_a,FR,avaConv,d183,0.17079783333333332
openspace,openspace_a,GR,avaConv,d183,0.24596733333333332
openspace,openspace_a,HR,avaConv,d183,0.24166363541666666
openspace,openspace_a,HU,avaConv,d183,0.24808300000000003
openspace,openspace_a,IE,avaConv,d183,0.07466350000000001
openspace,openspace_a,IT,avaConv,d183,0.22535808333333338
openspace,openspace_a,LU,avaConv,d183,0.21185254166666664
openspace,openspace_a,NL,avaConv,d183,0.19202450000000001
openspace,openspace_a,NO,avaConv,d183,0.18432520833333332
openspace,openspace_a,PL,avaConv,d183,0.20728362499999997
openspace,openspace_a,PT,avaConv,d183,0.23751220833333334
openspace,openspace_a,RO,avaConv,d183,0.25140033333333334
openspace,openspace_a,SE,avaConv,d183,0.1698472916666667
openspace,openspace_a,SI,avaConv,d183,0.24089654166666666
openspace,openspace_a,SK,avaConv,d183,0.250455
openspace,openspace_a,UK,avaConv,d183,0.12652466666666665
openspace,openspace_a,EE,avaConv,d183,0.23781091666666668
openspace,openspace_a,LT,avaConv,d183,0.21716679166666666
openspace,openspace_a,LV,avaConv,d183,0.2312586666666667
openspace,openspace_a,NONEU_Balkan,avaConv,d183,0.24449505975
openspace,openspace_a,TR,avaConv,d183,0.24596733333333332
openspace,openspace_a,AT,avaConv,d184,0.19020583333333338
openspace,openspace_a,BE,avaConv,d184,0.14128787499999998
openspace,openspace_a,BG,avaConv,d184,0.24047116666666668
openspace,openspace_a,CH,avaConv,d184,0.1273429583333333
openspace,openspace_a,CZ,avaConv,d184,0.17584720833333334
openspace,openspace_a,DK,avaConv,d184,0.14334283333333334
openspace,openspace_a,ES,avaConv,d184,0.22393058333333335
openspace,openspace_a,FI,avaConv,d184,0.20681066666666667
openspace,openspace_a,FR,avaConv,d184,0.1422445833333333
openspace,openspace_a,GR,avaConv,d184,0.24371595833333334
openspace,openspace_a,HR,avaConv,d184,0.24180482812500004
openspace,openspace_a,HU,avaConv,d184,0.24270320833333328
openspace,openspace_a,IE,avaConv,d184,0.17901687499999996
openspace,openspace_a,IT,avaConv,d184,0.20446641666666668
openspace,openspace_a,LU,avaConv,d184,0.15645525
openspace,openspace_a,NL,avaConv,d184,0.13585879166666667
openspace,openspace_a,NO,avaConv,d184,0.155192625
openspace,openspace_a,PL,avaConv,d184,0.21279779166666668
openspace,openspace_a,PT,avaConv,d184,0.23698154166666663
openspace,openspace_a,RO,avaConv,d184,0.24443875
openspace,openspace_a,SE,avaConv,d184,0.20592912499999996
openspace,openspace_a,SI,avaConv,d184,0.24170858333333334
openspace,openspace_a,SK,avaConv,d184,0.2343789166666667
openspace,openspace_a,UK,avaConv,d184,0.17343524999999996
openspace,openspace_a,EE,avaConv,d184,0.22134512500000003
openspace,openspace_a,LT,avaConv,d184,0.24064075000000004
openspace,openspace_a,LV,avaConv,d184,0.23076695833333338
openspace,openspace_a,NONEU_Balkan,avaConv,d184,0.24230613325000003
openspace,openspace_a,TR,avaConv,d184,0.24371595833333334
openspace,openspace_a,AT,avaConv,d185,0.18615345833333333
openspace,openspace_a,BE,avaConv,d185,0.22790787499999995
openspace,openspace_a,BG,avaConv,d185,0.23070604166666664
openspace,openspace_a,CH,avaConv,d185,0.22638304166666665
openspace,openspace_a,CZ,avaConv,d185,0.2192785833333334
openspace,openspace_a,DK,avaConv,d185,0.18365279166666662
openspace,openspace_a,ES,avaConv,d185,0.24206775
openspace,openspace_a,FI,avaConv,d185,0.21576295833333334
openspace,openspace_a,FR,avaConv,d185,0.22059387500000002
openspace,openspace_a,GR,avaConv,d185,0.22596862499999995
openspace,openspace_a,HR,avaConv,d185,0.22933139583333337
openspace,openspace_a,HU,avaConv,d185,0.24288991666666668
openspace,openspace_a,IE,avaConv,d185,0.20705549999999998
openspace,openspace_a,IT,avaConv,d185,0.19529241666666666
openspace,openspace_a,LU,avaConv,d185,0.23315741666666667
openspace,openspace_a,NL,avaConv,d185,0.20789749999999999
openspace,openspace_a,NO,avaConv,d185,0.13733016666666667
openspace,openspace_a,PL,avaConv,d185,0.21494979166666664
openspace,openspace_a,PT,avaConv,d185,0.229590125
openspace,openspace_a,RO,avaConv,d185,0.21648837500000007
openspace,openspace_a,SE,avaConv,d185,0.15278791666666663
openspace,openspace_a,SI,avaConv,d185,0.22966274999999994
openspace,openspace_a,SK,avaConv,d185,0.2452735
openspace,openspace_a,UK,avaConv,d185,0.20536495833333332
openspace,openspace_a,EE,avaConv,d185,0.23353562500000002
openspace,openspace_a,LT,avaConv,d185,0.24476904166666666
openspace,openspace_a,LV,avaConv,d185,0.234212875
openspace,openspace_a,NONEU_Balkan,avaConv,d185,0.22857116108333334
openspace,openspace_a,TR,avaConv,d185,0.22596862499999995
openspace,openspace_a,AT,avaConv,d186,0.194000875
openspace,openspace_a,BE,avaConv,d186,0.22312945833333334
openspace,openspace_a,BG,avaConv,d186,0.18042483333333334
openspace,openspace_a,CH,avaConv,d186,0.23367829166666673
openspace,openspace_a,CZ,avaConv,d186,0.1924545
openspace,openspace_a,DK,avaConv,d186,0.24177287499999997
openspace,openspace_a,ES,avaConv,d186,0.2424115416666667
openspace,openspace_a,FI,avaConv,d186,0.20134649999999998
openspace,openspace_a,FR,avaConv,d186,0.23146287500000004
openspace,openspace_a,GR,avaConv,d186,0.20910712499999995
openspace,openspace_a,HR,avaConv,d186,0.20965211979166667
openspace,openspace_a,HU,avaConv,d186,0.19624470833333332
openspace,openspace_a,IE,avaConv,d186,0.23101316666666663
openspace,openspace_a,IT,avaConv,d186,0.225528375
openspace,openspace_a,LU,avaConv,d186,0.22848645833333334
openspace,openspace_a,NL,avaConv,d186,0.21302979166666666
openspace,openspace_a,NO,avaConv,d186,0.22638333333333335
openspace,openspace_a,PL,avaConv,d186,0.18333483333333336
openspace,openspace_a,PT,avaConv,d186,0.22970291666666665
openspace,openspace_a,RO,avaConv,d186,0.17169208333333333
openspace,openspace_a,SE,avaConv,d186,0.16831212499999995
openspace,openspace_a,SI,avaConv,d186,0.21461416666666666
openspace,openspace_a,SK,avaConv,d186,0.2185853333333333
openspace,openspace_a,UK,avaConv,d186,0.22036495833333328
openspace,openspace_a,EE,avaConv,d186,0.159902875
openspace,openspace_a,LT,avaConv,d186,0.19668379166666664
openspace,openspace_a,LV,avaConv,d186,0.18807283333333336
openspace,openspace_a,NONEU_Balkan,avaConv,d186,0.1957891582083334
openspace,openspace_a,TR,avaConv,d186,0.20910712499999995
openspace,openspace_a,AT,avaConv,d187,0.1867351666666667
openspace,openspace_a,BE,avaConv,d187,0.2379996666666667
openspace,openspace_a,BG,avaConv,d187,0.18730166666666667
openspace,openspace_a,CH,avaConv,d187,0.2571054166666667
openspace,openspace_a,CZ,avaConv,d187,0.18681312499999994
openspace,openspace_a,DK,avaConv,d187,0.24848220833333334
openspace,openspace_a,ES,avaConv,d187,0.24159020833333333
openspace,openspace_a,FI,avaConv,d187,0.18816833333333335
openspace,openspace_a,FR,avaConv,d187,0.24321570833333328
openspace,openspace_a,GR,avaConv,d187,0.2040140833333333
openspace,openspace_a,HR,avaConv,d187,0.1867813125
openspace,openspace_a,HU,avaConv,d187,0.15340875
openspace,openspace_a,IE,avaConv,d187,0.21107595833333329
openspace,openspace_a,IT,avaConv,d187,0.21507737500000002
openspace,openspace_a,LU,avaConv,d187,0.22911008333333338
openspace,openspace_a,NL,avaConv,d187,0.248244375
openspace,openspace_a,NO,avaConv,d187,0.239175375
openspace,openspace_a,PL,avaConv,d187,0.21423
openspace,openspace_a,PT,avaConv,d187,0.22670024999999996
openspace,openspace_a,RO,avaConv,d187,0.21031275000000005
openspace,openspace_a,SE,avaConv,d187,0.23140783333333337
openspace,openspace_a,SI,avaConv,d187,0.18382245833333336
openspace,openspace_a,SK,avaConv,d187,0.14363783333333333
openspace,openspace_a,UK,avaConv,d187,0.22817870833333334
openspace,openspace_a,EE,avaConv,d187,0.23249908333333336
openspace,openspace_a,LT,avaConv,d187,0.22726204166666666
openspace,openspace_a,LV,avaConv,d187,0.21247133333333335
openspace,openspace_a,NONEU_Balkan,avaConv,d187,0.1929132582916666
openspace,openspace_a,TR,avaConv,d187,0.2040140833333333
openspace,openspace_a,AT,avaConv,d188,0.20530112499999997
openspace,openspace_a,BE,avaConv,d188,0.2505310833333333
openspace,openspace_a,BG,avaConv,d188,0.1994705833333333
openspace,openspace_a,CH,avaConv,d188,0.22610975000000003
openspace,openspace_a,CZ,avaConv,d188,0.23696445833333338
openspace,openspace_a,DK,avaConv,d188,0.24079687500000002
openspace,openspace_a,ES,avaConv,d188,0.2393287083333334
openspace,openspace_a,FI,avaConv,d188,0.24454629166666664
openspace,openspace_a,FR,avaConv,d188,0.23327825000000002
openspace,openspace_a,GR,avaConv,d188,0.21203012499999999
openspace,openspace_a,HR,avaConv,d188,0.21685440104166664
openspace,openspace_a,HU,avaConv,d188,0.19109558333333332
openspace,openspace_a,IE,avaConv,d188,0.16331995833333332
openspace,openspace_a,IT,avaConv,d188,0.17090491666666666
openspace,openspace_a,LU,avaConv,d188,0.25231750000000003
openspace,openspace_a,NL,avaConv,d188,0.24772279166666666
openspace,openspace_a,NO,avaConv,d188,0.20894308333333333
openspace,openspace_a,PL,avaConv,d188,0.24006154166666668
openspace,openspace_a,PT,avaConv,d188,0.22681333333333334
openspace,openspace_a,RO,avaConv,d188,0.18900820833333334
openspace,openspace_a,SE,avaConv,d188,0.2257905
openspace,openspace_a,SI,avaConv,d188,0.22055575000000002
openspace,openspace_a,SK,avaConv,d188,0.21788354166666668
openspace,openspace_a,UK,avaConv,d188,0.22709458333333335
openspace,openspace_a,EE,avaConv,d188,0.24200245833333336
openspace,openspace_a,LT,avaConv,d188,0.2554049166666667
openspace,openspace_a,LV,avaConv,d188,0.23916950000000003
openspace,openspace_a,NONEU_Balkan,avaConv,d188,0.20534709166666668
openspace,openspace_a,TR,avaConv,d188,0.21203012499999999
openspace,openspace_a,AT,avaConv,d189,0.20599704166666666
openspace,openspace_a,BE,avaConv,d189,0.24903525000000004
openspace,openspace_a,BG,avaConv,d189,0.20069049999999997
openspace,openspace_a,CH,avaConv,d189,0.142766875
openspace,openspace_a,CZ,avaConv,d189,0.24333245833333336
openspace,openspace_a,DK,avaConv,d189,0.23135954166666664
openspace,openspace_a,ES,avaConv,d189,0.23605245833333333
openspace,openspace_a,FI,avaConv,d189,0.23712908333333327
openspace,openspace_a,FR,avaConv,d189,0.22528770833333342
openspace,openspace_a,GR,avaConv,d189,0.21768899999999994
openspace,openspace_a,HR,avaConv,d189,0.23388746875
openspace,openspace_a,HU,avaConv,d189,0.2094393333333333
openspace,openspace_a,IE,avaConv,d189,0.23312612499999996
openspace,openspace_a,IT,avaConv,d189,0.155953625
openspace,openspace_a,LU,avaConv,d189,0.25283820833333337
openspace,openspace_a,NL,avaConv,d189,0.24401425
openspace,openspace_a,NO,avaConv,d189,0.2105455833333333
openspace,openspace_a,PL,avaConv,d189,0.23926166666666662
openspace,openspace_a,PT,avaConv,d189,0.22126879166666666
openspace,openspace_a,RO,avaConv,d189,0.19463829166666669
openspace,openspace_a,SE,avaConv,d189,0.20736883333333334
openspace,openspace_a,SI,avaConv,d189,0.24212004166666665
openspace,openspace_a,SK,avaConv,d189,0.24315620833333332
openspace,openspace_a,UK,avaConv,d189,0.21606245833333335
openspace,openspace_a,EE,avaConv,d189,0.23489941666666667
openspace,openspace_a,LT,avaConv,d189,0.24636633333333333
openspace,openspace_a,LV,avaConv,d189,0.24460420833333332
openspace,openspace_a,NONEU_Balkan,avaConv,d189,0.21181262916666665
openspace,openspace_a,TR,avaConv,d189,0.21768899999999994
openspace,openspace_a,AT,avaConv,d190,0.20094462500000002
openspace,openspace_a,BE,avaConv,d190,0.2484871666666667
openspace,openspace_a,BG,avaConv,d190,0.19504908333333335
openspace,openspace_a,CH,avaConv,d190,0.1341304583333333
openspace,openspace_a,CZ,avaConv,d190,0.24057208333333333
openspace,openspace_a,DK,avaConv,d190,0.2414744583333334
openspace,openspace_a,ES,avaConv,d190,0.22880037499999997
openspace,openspace_a,FI,avaConv,d190,0.20564129166666664
openspace,openspace_a,FR,avaConv,d190,0.21055879166666666
openspace,openspace_a,GR,avaConv,d190,0.21339383333333337
openspace,openspace_a,HR,avaConv,d190,0.23131067708333333
openspace,openspace_a,HU,avaConv,d190,0.19943629166666663
openspace,openspace_a,IE,avaConv,d190,0.21656574999999997
openspace,openspace_a,IT,avaConv,d190,0.182032125
openspace,openspace_a,LU,avaConv,d190,0.22707329166666668
openspace,openspace_a,NL,avaConv,d190,0.24790691666666662
openspace,openspace_a,NO,avaConv,d190,0.11404962499999999
openspace,openspace_a,PL,avaConv,d190,0.23227083333333334
openspace,openspace_a,PT,avaConv,d190,0.22359579166666668
openspace,openspace_a,RO,avaConv,d190,0.20076908333333335
openspace,openspace_a,SE,avaConv,d190,0.168711375
openspace,openspace_a,SI,avaConv,d190,0.24034041666666664
openspace,openspace_a,SK,avaConv,d190,0.24422287499999998
openspace,openspace_a,UK,avaConv,d190,0.22541791666666663
openspace,openspace_a,EE,avaConv,d190,0.24384166666666662
openspace,openspace_a,LT,avaConv,d190,0.20952933333333335
openspace,openspace_a,LV,avaConv,d190,0.21947266666666668
openspace,openspace_a,NONEU_Balkan,avaConv,d190,0.20758992908333332
openspace,openspace_a,TR,avaConv,d190,0.21339383333333337
openspace,openspace_a,AT,avaConv,d191,0.193742875
openspace,openspace_a,BE,avaConv,d191,0.23596679166666668
openspace,openspace_a,BG,avaConv,d191,0.182453125
openspace,openspace_a,CH,avaConv,d191,0.17343991666666667
openspace,openspace_a,CZ,avaConv,d191,0.22410354166666666
openspace,openspace_a,DK,avaConv,d191,0.2521720416666667
openspace,openspace_a,ES,avaConv,d191,0.22206358333333331
openspace,openspace_a,FI,avaConv,d191,0.1372590833333333
openspace,openspace_a,FR,avaConv,d191,0.19684933333333335
openspace,openspace_a,GR,avaConv,d191,0.19806137499999998
openspace,openspace_a,HR,avaConv,d191,0.20198128124999995
openspace,openspace_a,HU,avaConv,d191,0.21971325
openspace,openspace_a,IE,avaConv,d191,0.23679904166666668
openspace,openspace_a,IT,avaConv,d191,0.1794145
openspace,openspace_a,LU,avaConv,d191,0.24971937499999997
openspace,openspace_a,NL,avaConv,d191,0.23347474999999998
openspace,openspace_a,NO,avaConv,d191,0.21381987500000002
openspace,openspace_a,PL,avaConv,d191,0.21533100000000002
openspace,openspace_a,PT,avaConv,d191,0.23426424999999998
openspace,openspace_a,RO,avaConv,d191,0.19285425
openspace,openspace_a,SE,avaConv,d191,0.1762932083333333
openspace,openspace_a,SI,avaConv,d191,0.2058892916666667
openspace,openspace_a,SK,avaConv,d191,0.2238322083333333
openspace,openspace_a,UK,avaConv,d191,0.20392783333333334
openspace,openspace_a,EE,avaConv,d191,0.21008191666666665
openspace,openspace_a,LT,avaConv,d191,0.23057320833333336
openspace,openspace_a,LV,avaConv,d191,0.22508775
openspace,openspace_a,NONEU_Balkan,avaConv,d191,0.19421745970833337
openspace,openspace_a,TR,avaConv,d191,0.19806137499999998
openspace,openspace_a,AT,avaConv,d192,0.2016024166666667
openspace,openspace_a,BE,avaConv,d192,0.24926612500000003
openspace,openspace_a,BG,avaConv,d192,0.21588258333333332
openspace,openspace_a,CH,avaConv,d192,0.2552487500000001
openspace,openspace_a,CZ,avaConv,d192,0.22486775000000003
openspace,openspace_a,DK,avaConv,d192,0.24301716666666673
openspace,openspace_a,ES,avaConv,d192,0.21788566666666664
openspace,openspace_a,FI,avaConv,d192,0.23859808333333332
openspace,openspace_a,FR,avaConv,d192,0.22338683333333334
openspace,openspace_a,GR,avaConv,d192,0.2139937083333333
openspace,openspace_a,HR,avaConv,d192,0.17749872395833333
openspace,openspace_a,HU,avaConv,d192,0.19210795833333327
openspace,openspace_a,IE,avaConv,d192,0.24243545833333335
openspace,openspace_a,IT,avaConv,d192,0.17342616666666666
openspace,openspace_a,LU,avaConv,d192,0.25994625000000005
openspace,openspace_a,NL,avaConv,d192,0.24159862499999998
openspace,openspace_a,NO,avaConv,d192,0.20596791666666667
openspace,openspace_a,PL,avaConv,d192,0.18156566666666665
openspace,openspace_a,PT,avaConv,d192,0.23325608333333334
openspace,openspace_a,RO,avaConv,d192,0.19807429166666665
openspace,openspace_a,SE,avaConv,d192,0.224443625
openspace,openspace_a,SI,avaConv,d192,0.16501891666666665
openspace,openspace_a,SK,avaConv,d192,0.15946483333333336
openspace,openspace_a,UK,avaConv,d192,0.22708533333333336
openspace,openspace_a,EE,avaConv,d192,0.2082184166666667
openspace,openspace_a,LT,avaConv,d192,0.1543763333333333
openspace,openspace_a,LV,avaConv,d192,0.2072520833333333
openspace,openspace_a,NONEU_Balkan,avaConv,d192,0.20726847083333333
openspace,openspace_a,TR,avaConv,d192,0.2139937083333333
openspace,openspace_a,AT,avaConv,d193,0.24289283333333334
openspace,openspace_a,BE,avaConv,d193,0.23811675000000002
openspace,openspace_a,BG,avaConv,d193,0.19465183333333336
openspace,openspace_a,CH,avaConv,d193,0.2691113333333333
openspace,openspace_a,CZ,avaConv,d193,0.21581345833333332
openspace,openspace_a,DK,avaConv,d193,0.23394745833333333
openspace,openspace_a,ES,avaConv,d193,0.21062662500000007
openspace,openspace_a,FI,avaConv,d193,0.238339
openspace,openspace_a,FR,avaConv,d193,0.22892866666666667
openspace,openspace_a,GR,avaConv,d193,0.2161329166666667
openspace,openspace_a,HR,avaConv,d193,0.23401515625000005
openspace,openspace_a,HU,avaConv,d193,0.23753091666666662
openspace,openspace_a,IE,avaConv,d193,0.23996233333333336
openspace,openspace_a,IT,avaConv,d193,0.19700879166666665
openspace,openspace_a,LU,avaConv,d193,0.24608625000000003
openspace,openspace_a,NL,avaConv,d193,0.18170020833333334
openspace,openspace_a,NO,avaConv,d193,0.20281225000000003
openspace,openspace_a,PL,avaConv,d193,0.148506
openspace,openspace_a,PT,avaConv,d193,0.2336534583333333
openspace,openspace_a,RO,avaConv,d193,0.22517945833333342
openspace,openspace_a,SE,avaConv,d193,0.21743991666666662
openspace,openspace_a,SI,avaConv,d193,0.24355608333333337
openspace,openspace_a,SK,avaConv,d193,0.20295124999999994
openspace,openspace_a,UK,avaConv,d193,0.1892453333333333
openspace,openspace_a,EE,avaConv,d193,0.2466358333333333
openspace,openspace_a,LT,avaConv,d193,0.08735604166666668
openspace,openspace_a,LV,avaConv,d193,0.17898258333333336
