technology_1,technology_2,parameter,timestep_2,value
wind_offshore,offshore_b,avaConv,d102,0.3254449915416666
wind_offshore,offshore_b,avaConv,d103,0.12313296495833333
wind_offshore,offshore_b,avaConv,d104,0.00010264825000000001
wind_offshore,offshore_b,avaConv,d105,0.00010014204166666665
wind_offshore,offshore_b,avaConv,d106,0.00010149504166666666
wind_offshore,offshore_b,avaConv,d107,0.0676049565
wind_offshore,offshore_b,avaConv,d108,0.08660026291666666
wind_offshore,offshore_b,avaConv,d109,0.2212179180416667
wind_offshore,offshore_b,avaConv,d110,0.21734457799999995
wind_offshore,offshore_b,avaConv,d111,0.016061617791666667
wind_offshore,offshore_b,avaConv,d112,0.0038791283333333335
wind_offshore,offshore_b,avaConv,d113,0.015669209375000003
wind_offshore,offshore_b,avaConv,d114,0.013763222625
wind_offshore,offshore_b,avaConv,d115,0.0028533358749999985
wind_offshore,offshore_b,avaConv,d116,0.002882349166666668
wind_offshore,offshore_b,avaConv,d117,0.0007971341250000001
wind_offshore,offshore_b,avaConv,d118,0.10351854312499999
wind_offshore,offshore_b,avaConv,d119,0.0031966207916666674
wind_offshore,offshore_b,avaConv,d120,0.28734905441666664
wind_offshore,offshore_b,avaConv,d121,0.12924710912499995
wind_offshore,offshore_b,avaConv,d122,0.00010077679166666668
wind_offshore,offshore_b,avaConv,d123,0.016587607416666667
wind_offshore,offshore_b,avaConv,d124,0.008347525541666666
wind_offshore,offshore_b,avaConv,d125,0.00010672449999999998
wind_offshore,offshore_b,avaConv,d126,0.012827782833333334
wind_offshore,offshore_b,avaConv,d127,0.14027757237500002
wind_offshore,offshore_b,avaConv,d128,0.18571630841666667
wind_offshore,offshore_b,avaConv,d129,0.18055720420833332
wind_offshore,offshore_b,avaConv,d130,0.14383313870833334
wind_offshore,offshore_b,avaConv,d131,0.100214376
wind_offshore,offshore_b,avaConv,d132,0.18511338799999996
wind_offshore,offshore_b,avaConv,d133,0.06428405333333333
wind_offshore,offshore_b,avaConv,d134,0.045864002125
wind_offshore,offshore_b,avaConv,d135,0.1722013169166667
wind_offshore,offshore_b,avaConv,d136,0.19219287404166666
wind_offshore,offshore_b,avaConv,d137,0.020699946708333333
wind_offshore,offshore_b,avaConv,d138,0.022339858916666663
wind_offshore,offshore_b,avaConv,d139,0.00026739116666666676
wind_offshore,offshore_b,avaConv,d140,0.00025164966666666664
wind_offshore,offshore_b,avaConv,d141,0.030821187333333333
wind_offshore,offshore_b,avaConv,d142,0.013010964874999996
wind_offshore,offshore_b,avaConv,d143,0.0012075315833333332
wind_offshore,offshore_b,avaConv,d144,0.03395925025
wind_offshore,offshore_b,avaConv,d145,0.026645182291666656
wind_offshore,offshore_b,avaConv,d146,0.00010013558333333334
wind_offshore,offshore_b,avaConv,d147,0.00010001041666666665
wind_offshore,offshore_b,avaConv,d148,0.0001060715
wind_offshore,offshore_b,avaConv,d149,0.001876742791666667
wind_offshore,offshore_b,avaConv,d150,0.06914206591666666
wind_offshore,offshore_b,avaConv,d151,0.2520609561666666
wind_offshore,offshore_b,avaConv,d152,0.04709661683333336
wind_offshore,offshore_b,avaConv,d153,0.11802917291666669
wind_offshore,offshore_b,avaConv,d154,0.075108395
wind_offshore,offshore_b,avaConv,d155,0.0010358514583333333
wind_offshore,offshore_b,avaConv,d156,0.0001320415
wind_offshore,offshore_b,avaConv,d157,0.00014640395833333332
wind_offshore,offshore_b,avaConv,d158,0.00010041958333333333
wind_offshore,offshore_b,avaConv,d159,0.0002236224166666667
wind_offshore,offshore_b,avaConv,d160,0.04190703237499999
wind_offshore,offshore_b,avaConv,d161,0.003529755833333333
wind_offshore,offshore_b,avaConv,d162,0.01392570366666667
wind_offshore,offshore_b,avaConv,d163,0.00014066975000000002
wind_offshore,offshore_b,avaConv,d164,0.0043987000833333335
wind_offshore,offshore_b,avaConv,d165,0.009931597791666668
wind_offshore,offshore_b,avaConv,d166,0.0006496879999999999
wind_offshore,offshore_b,avaConv,d167,8.333470833333335e-5
wind_offshore,offshore_b,avaConv,d168,9.583333333333334e-5
wind_offshore,offshore_b,avaConv,d169,0.00023468962499999997
wind_offshore,offshore_b,avaConv,d170,0.002216081375
wind_offshore,offshore_b,avaConv,d171,0.003609853458333335
wind_offshore,offshore_b,avaConv,d172,0.12304405041666668
wind_offshore,offshore_b,avaConv,d173,0.00010444820833333332
wind_offshore,offshore_b,avaConv,d174,0.000306726
wind_offshore,offshore_b,avaConv,d175,0.0048242705833333325
wind_offshore,offshore_b,avaConv,d176,0.007027499541666666
wind_offshore,offshore_b,avaConv,d177,0.00013392933333333335
wind_offshore,offshore_b,avaConv,d178,0.0035218267916666667
wind_offshore,offshore_b,avaConv,d179,0.01451195175
wind_offshore,offshore_b,avaConv,d180,0.003270517291666667
wind_offshore,offshore_b,avaConv,d181,0.03874912670833333
wind_offshore,offshore_b,avaConv,d182,0.05225784891666666
wind_offshore,offshore_b,avaConv,d183,0.13512850629166664
wind_offshore,offshore_b,avaConv,d184,0.14908776691666667
wind_offshore,offshore_b,avaConv,d185,0.06177762274999999
wind_offshore,offshore_b,avaConv,d186,0.0011628646249999999
wind_offshore,offshore_b,avaConv,d187,0.19875481399999997
wind_offshore,offshore_b,avaConv,d188,0.29347663620833336
wind_offshore,offshore_b,avaConv,d189,0.023035465458333324
wind_offshore,offshore_b,avaConv,d190,0.09179248775
wind_offshore,offshore_b,avaConv,d191,0.027202008583333336
wind_offshore,offshore_b,avaConv,d192,0.09563011716666668
wind_offshore,offshore_b,avaConv,d193,0.2222369498333333
wind_offshore,offshore_b,avaConv,d194,0.023895589458333342
wind_offshore,offshore_b,avaConv,d195,0.0001371432083333333
wind_offshore,offshore_b,avaConv,d196,0.136392931875
wind_offshore,offshore_b,avaConv,d197,0.10738688666666667
wind_offshore,offshore_b,avaConv,d198,0.022332556749999996
wind_offshore,offshore_b,avaConv,d199,0.0005573168333333333
wind_offshore,offshore_b,avaConv,d200,0.0005255012083333333
wind_offshore,offshore_b,avaConv,d201,0.00010319025
wind_offshore,offshore_b,avaConv,d202,0.0475975655
wind_offshore,offshore_b,avaConv,d203,0.00013549820833333334
wind_offshore,offshore_b,avaConv,d204,0.00012984158333333333
wind_offshore,offshore_b,avaConv,d205,0.00010192479166666665
wind_offshore,offshore_b,avaConv,d206,0.00010000045833333331
wind_offshore,offshore_b,avaConv,d207,0.000244698
wind_offshore,offshore_b,avaConv,d208,0.0001032038333333333
wind_offshore,offshore_b,avaConv,d209,0.0024390197499999998
wind_offshore,offshore_b,avaConv,d210,0.00010060104166666668
wind_offshore,offshore_b,avaConv,d211,0.00011746441666666668
wind_offshore,offshore_b,avaConv,d212,0.0003109619583333333
wind_offshore,offshore_b,avaConv,d213,0.000293580125
wind_offshore,offshore_b,avaConv,d214,0.003730827875
wind_offshore,offshore_b,avaConv,d215,0.00013113441666666665
wind_offshore,offshore_b,avaConv,d216,0.11171364441666666
wind_offshore,offshore_b,avaConv,d217,0.0972235785
wind_offshore,offshore_b,avaConv,d218,0.01496793879166667
wind_offshore,offshore_b,avaConv,d219,0.004758932958333332
wind_offshore,offshore_b,avaConv,d220,0.22366896208333328
wind_offshore,offshore_b,avaConv,d221,0.36688710954166665
wind_offshore,offshore_b,avaConv,d222,0.210701084125
wind_offshore,offshore_b,avaConv,d223,0.086917578625
wind_offshore,offshore_b,avaConv,d224,0.004142553291666666
wind_offshore,offshore_b,avaConv,d225,0.10730594083333335
wind_offshore,offshore_b,avaConv,d226,0.09484612491666665
wind_offshore,offshore_b,avaConv,d227,0.0009132610833333335
wind_offshore,offshore_b,avaConv,d228,0.00010458570833333333
wind_offshore,offshore_b,avaConv,d229,0.0001019235833333333
wind_offshore,offshore_b,avaConv,d230,0.00010125050000000002
wind_offshore,offshore_b,avaConv,d231,0.00011818100000000001
wind_offshore,offshore_b,avaConv,d232,0.0003209802083333333
wind_offshore,offshore_b,avaConv,d233,0.014471740333333332
wind_offshore,offshore_b,avaConv,d234,0.04817212470833334
wind_offshore,offshore_b,avaConv,d235,0.013406928958333333
wind_offshore,offshore_b,avaConv,d236,0.00013657470833333332
wind_offshore,offshore_b,avaConv,d237,0.0005312277916666667
wind_offshore,offshore_b,avaConv,d238,0.00013961787500000003
wind_offshore,offshore_b,avaConv,d239,0.003213791166666666
wind_offshore,offshore_b,avaConv,d240,0.015648062166666667
wind_offshore,offshore_b,avaConv,d241,0.04321053533333333
wind_offshore,offshore_b,avaConv,d242,0.02503603162500001
wind_offshore,offshore_b,avaConv,d243,0.0017920130000000003
wind_offshore,offshore_b,avaConv,d244,0.00011141520833333335
wind_offshore,offshore_b,avaConv,d245,0.00029729804166666663
wind_offshore,offshore_b,avaConv,d246,0.020541028458333332
wind_offshore,offshore_b,avaConv,d247,0.0002947067083333334
wind_offshore,offshore_b,avaConv,d248,0.003920867499999999
wind_offshore,offshore_b,avaConv,d249,0.00016988245833333328
wind_offshore,offshore_b,avaConv,d250,0.00012496945833333334
wind_offshore,offshore_b,avaConv,d251,0.00010252870833333336
wind_offshore,offshore_b,avaConv,d252,0.0005426889583333334
wind_offshore,offshore_b,avaConv,d253,0.00017961954166666668
wind_offshore,offshore_b,avaConv,d254,0.002626002875
wind_offshore,offshore_b,avaConv,d255,0.019119964874999996
wind_offshore,offshore_b,avaConv,d256,0.00026925712499999995
wind_offshore,offshore_b,avaConv,d257,0.03198836595833333
wind_offshore,offshore_b,avaConv,d258,0.062335597875
wind_offshore,offshore_b,avaConv,d259,0.05479981804166667
wind_offshore,offshore_b,avaConv,d260,0.0009482391666666665
wind_offshore,offshore_b,avaConv,d261,0.0017658429166666665
wind_offshore,offshore_b,avaConv,d262,0.0015799161666666664
wind_offshore,offshore_b,avaConv,d263,0.00010014033333333335
wind_offshore,offshore_b,avaConv,d264,0.000100301
wind_offshore,offshore_b,avaConv,d265,0.000101588125
wind_offshore,offshore_b,avaConv,d266,0.000165272375
wind_offshore,offshore_b,avaConv,d267,0.0004443235416666667
wind_offshore,offshore_b,avaConv,d268,0.0042271783750000005
wind_offshore,offshore_b,avaConv,d269,0.041126010041666675
wind_offshore,offshore_b,avaConv,d270,0.00010371166666666668
wind_offshore,offshore_b,avaConv,d271,0.08283662895833334
wind_offshore,offshore_b,avaConv,d272,0.3727345481666668
wind_offshore,offshore_b,avaConv,d273,0.38938773274999994
wind_offshore,offshore_b,avaConv,d274,0.19200235829166665
wind_offshore,offshore_b,avaConv,d275,0.00016977583333333335
wind_offshore,offshore_b,avaConv,d276,0.00036129662500000015
wind_offshore,offshore_b,avaConv,d277,0.162793888625
wind_offshore,offshore_b,avaConv,d278,0.14340536329166664
wind_offshore,offshore_b,avaConv,d279,0.13545808300000003
wind_offshore,offshore_b,avaConv,d280,0.1528164857083333
wind_offshore,offshore_b,avaConv,d281,0.015818858958333338
wind_offshore,offshore_b,avaConv,d282,0.008835583791666669
wind_offshore,offshore_b,avaConv,d283,0.004688433708333333
wind_offshore,offshore_b,avaConv,d284,0.002868315958333334
wind_offshore,offshore_b,avaConv,d285,0.23155039366666663
wind_offshore,offshore_b,avaConv,d286,0.26050030929166673
wind_offshore,offshore_b,avaConv,d287,0.21269976666666665
wind_offshore,offshore_b,avaConv,d288,0.37963512162499996
wind_offshore,offshore_b,avaConv,d289,0.15894855662499996
wind_offshore,offshore_b,avaConv,d290,0.043659060125
wind_offshore,offshore_b,avaConv,d291,0.010600446624999997
wind_offshore,offshore_b,avaConv,d292,0.047329625333333326
wind_offshore,offshore_b,avaConv,d293,0.022148995
wind_offshore,offshore_b,avaConv,d294,0.16412427341666672
wind_offshore,offshore_b,avaConv,d295,0.20644859716666664
wind_offshore,offshore_b,avaConv,d296,0.028231007791666665
wind_offshore,offshore_b,avaConv,d297,0.004122471666666666
wind_offshore,offshore_b,avaConv,d298,0.010131399000000001
wind_offshore,offshore_b,avaConv,d299,0.00011564654166666661
wind_offshore,offshore_b,avaConv,d300,0.09491757425000001
wind_offshore,offshore_b,avaConv,d301,0.35365118033333337
wind_offshore,offshore_b,avaConv,d302,0.3734005290833333
wind_offshore,offshore_b,avaConv,d303,0.06961419349999999
wind_offshore,offshore_b,avaConv,d304,0.000211638625
wind_offshore,offshore_b,avaConv,d305,0.002609924916666667
wind_offshore,offshore_b,avaConv,d306,0.43629083108333333
wind_offshore,offshore_b,avaConv,d307,0.36123298925000014
wind_offshore,offshore_b,avaConv,d308,0.025034207916666672
wind_offshore,offshore_b,avaConv,d309,0.11043505874999998
wind_offshore,offshore_b,avaConv,d310,0.0011215685833333331
wind_offshore,offshore_b,avaConv,d311,0.25086833329166663
wind_offshore,offshore_b,avaConv,d312,0.19799263049999993
wind_offshore,offshore_b,avaConv,d313,0.0006806946666666667
wind_offshore,offshore_b,avaConv,d314,0.0004782097083333333
wind_offshore,offshore_b,avaConv,d315,0.008625373541666667
wind_offshore,offshore_b,avaConv,d316,0.003769013666666666
wind_offshore,offshore_b,avaConv,d317,0.11425419904166666
wind_offshore,offshore_b,avaConv,d318,0.02274763216666667
wind_offshore,offshore_b,avaConv,d319,0.27187125325
wind_offshore,offshore_b,avaConv,d320,0.07890508529166666
wind_offshore,offshore_b,avaConv,d321,0.1645414615416667
wind_offshore,offshore_b,avaConv,d322,0.25497064975
wind_offshore,offshore_b,avaConv,d323,0.3030004225416667
wind_offshore,offshore_b,avaConv,d324,0.26744908895833336
wind_offshore,offshore_b,avaConv,d325,0.27385415504166666
wind_offshore,offshore_b,avaConv,d326,0.09681070608333332
wind_offshore,offshore_b,avaConv,d327,0.12186602845833334
wind_offshore,offshore_b,avaConv,d328,0.0016981430000000003
wind_offshore,offshore_b,avaConv,d329,0.0008358903333333334
wind_offshore,offshore_b,avaConv,d330,0.00010088358333333333
wind_offshore,offshore_b,avaConv,d331,0.09424805237499999
wind_offshore,offshore_b,avaConv,d332,0.13042948108333335
wind_offshore,offshore_b,avaConv,d333,0.027272296041666658
wind_offshore,offshore_b,avaConv,d334,0.13444697208333334
wind_offshore,offshore_b,avaConv,d335,0.394128584
wind_offshore,offshore_b,avaConv,d336,0.38318889645833326
wind_offshore,offshore_b,avaConv,d337,0.11115454591666667
wind_offshore,offshore_b,avaConv,d338,0.00010908141666666665
wind_offshore,offshore_b,avaConv,d339,0.00010183887500000001
wind_offshore,offshore_b,avaConv,d340,0.00017985799999999997
wind_offshore,offshore_b,avaConv,d341,0.006913215583333333
wind_offshore,offshore_b,avaConv,d342,0.16178230995833334
wind_offshore,offshore_b,avaConv,d343,0.064373025125
wind_offshore,offshore_b,avaConv,d344,0.17775322975
wind_offshore,offshore_b,avaConv,d345,0.1400166042083333
wind_offshore,offshore_b,avaConv,d346,0.265408572875
wind_offshore,offshore_b,avaConv,d347,0.0030859190416666657
wind_offshore,offshore_b,avaConv,d348,0.0003315022083333334
wind_offshore,offshore_b,avaConv,d349,0.00037703199999999996
wind_offshore,offshore_b,avaConv,d350,0.04443415975000001
wind_offshore,offshore_b,avaConv,d351,0.002135720166666666
wind_offshore,offshore_b,avaConv,d352,0.028458743541666665
wind_offshore,offshore_b,avaConv,d353,0.024765799541666664
wind_offshore,offshore_b,avaConv,d354,0.00010149341666666665
wind_offshore,offshore_b,avaConv,d355,0.015301181541666667
wind_offshore,offshore_b,avaConv,d356,0.28776281345833327
wind_offshore,offshore_b,avaConv,d357,0.22828760933333336
wind_offshore,offshore_b,avaConv,d358,0.3595051728333334
wind_offshore,offshore_b,avaConv,d359,0.26503885575
wind_offshore,offshore_b,avaConv,d360,0.2014715846666667
wind_offshore,offshore_b,avaConv,d361,0.08184370004166668
wind_offshore,offshore_b,avaConv,d362,0.14046522533333336
wind_offshore,offshore_b,avaConv,d363,0.0050662912499999995
wind_offshore,offshore_b,avaConv,d364,0.10851071879166667
wind_offshore,offshore_b,avaConv,d365,0.25829700470833333
wind_offshore,offshore_c,avaConv,d001,0.000756277666666666
wind_offshore,offshore_c,avaConv,d002,0.23026659041666672
wind_offshore,offshore_c,avaConv,d003,0.10545577916666667
wind_offshore,offshore_c,avaConv,d004,0.1286781125
wind_offshore,offshore_c,avaConv,d005,0.0910738625
wind_offshore,offshore_c,avaConv,d006,0.08719427083333332
wind_offshore,offshore_c,avaConv,d007,0.14879448750000002
wind_offshore,offshore_c,avaConv,d008,0.0151397205
wind_offshore,offshore_c,avaConv,d009,0.0008554869583333333
wind_offshore,offshore_c,avaConv,d010,0.08695167483333334
wind_offshore,offshore_c,avaConv,d011,0.00010213616666666669
wind_offshore,offshore_c,avaConv,d012,0.00010039008333333331
wind_offshore,offshore_c,avaConv,d013,0.004832202958333334
wind_offshore,offshore_c,avaConv,d014,0.00018021795833333338
wind_offshore,offshore_c,avaConv,d015,0.00012829079166666658
wind_offshore,offshore_c,avaConv,d016,0.005743175125
wind_offshore,offshore_c,avaConv,d017,0.0017384647083333357
wind_offshore,offshore_c,avaConv,d018,0.0004020073333333334
wind_offshore,offshore_c,avaConv,d019,0.008311427458333331
wind_offshore,offshore_c,avaConv,d020,0.00010000049999999999
wind_offshore,offshore_c,avaConv,d021,0.00010005416666666672
wind_offshore,offshore_c,avaConv,d022,0.025784682666666666
wind_offshore,offshore_c,avaConv,d023,0.0016496053749999998
wind_offshore,offshore_c,avaConv,d024,0.04753868108333333
wind_offshore,offshore_c,avaConv,d025,0.05280259929166666
wind_offshore,offshore_c,avaConv,d026,0.17070729625
wind_offshore,offshore_c,avaConv,d027,0.07976580229166665
wind_offshore,offshore_c,avaConv,d028,0.2282006458333333
wind_offshore,offshore_c,avaConv,d029,0.24248359891666668
wind_offshore,offshore_c,avaConv,d030,0.2100651604166667
wind_offshore,offshore_c,avaConv,d031,0.22239626008333332
wind_offshore,offshore_c,avaConv,d032,0.14569902650000002
wind_offshore,offshore_c,avaConv,d033,0.017588932666666668
wind_offshore,offshore_c,avaConv,d034,0.114409125
wind_offshore,offshore_c,avaConv,d035,0.009073026041666663
wind_offshore,offshore_c,avaConv,d036,0.020799707958333333
wind_offshore,offshore_c,avaConv,d037,0.1601620291666667
wind_offshore,offshore_c,avaConv,d038,0.25446546249999996
wind_offshore,offshore_c,avaConv,d039,0.23658240416666668
wind_offshore,offshore_c,avaConv,d040,0.13609118320833338
wind_offshore,offshore_c,avaConv,d041,0.00015030029166666667
wind_offshore,offshore_c,avaConv,d042,0.00012401016666666658
wind_offshore,offshore_c,avaConv,d043,9.999999999999999e-5
wind_offshore,offshore_c,avaConv,d044,0.009097765458333334
wind_offshore,offshore_c,avaConv,d045,0.29177119999999995
wind_offshore,offshore_c,avaConv,d046,0.05982513737499998
wind_offshore,offshore_c,avaConv,d047,0.00017889370833333335
wind_offshore,offshore_c,avaConv,d048,0.005204729708333334
wind_offshore,offshore_c,avaConv,d049,0.00010858808333333336
wind_offshore,offshore_c,avaConv,d050,0.03805372741666666
wind_offshore,offshore_c,avaConv,d051,0.48673212500000007
wind_offshore,offshore_c,avaConv,d052,0.15679039274999998
wind_offshore,offshore_c,avaConv,d053,0.23859263499999997
wind_offshore,offshore_c,avaConv,d054,0.09003715916666666
wind_offshore,offshore_c,avaConv,d055,0.0214069745
wind_offshore,offshore_c,avaConv,d056,0.00020445225000000002
wind_offshore,offshore_c,avaConv,d057,0.00010000495833333333
wind_offshore,offshore_c,avaConv,d058,9.999999999999999e-5
wind_offshore,offshore_c,avaConv,d059,9.999999999999999e-5
wind_offshore,offshore_c,avaConv,d060,9.999999999999999e-5
wind_offshore,offshore_c,avaConv,d061,0.059749206375
wind_offshore,offshore_c,avaConv,d062,0.004593186458333335
wind_offshore,offshore_c,avaConv,d063,0.00010001158333333331
wind_offshore,offshore_c,avaConv,d064,0.0029069991666666665
wind_offshore,offshore_c,avaConv,d065,0.00010002666666666666
wind_offshore,offshore_c,avaConv,d066,9.999999999999999e-5
wind_offshore,offshore_c,avaConv,d067,9.999999999999999e-5
wind_offshore,offshore_c,avaConv,d068,0.00010285529166666669
wind_offshore,offshore_c,avaConv,d069,0.0003032132083333333
wind_offshore,offshore_c,avaConv,d070,0.00010000295833333333
wind_offshore,offshore_c,avaConv,d071,9.999999999999999e-5
wind_offshore,offshore_c,avaConv,d072,9.999999999999999e-5
wind_offshore,offshore_c,avaConv,d073,9.999999999999999e-5
wind_offshore,offshore_c,avaConv,d074,9.999999999999999e-5
wind_offshore,offshore_c,avaConv,d075,0.00010002929166666668
wind_offshore,offshore_c,avaConv,d076,0.00010000020833333332
wind_offshore,offshore_c,avaConv,d077,0.00010008937500000004
wind_offshore,offshore_c,avaConv,d078,0.0002508094583333334
wind_offshore,offshore_c,avaConv,d079,0.010063878958333333
wind_offshore,offshore_c,avaConv,d080,0.007618098791666667
wind_offshore,offshore_c,avaConv,d081,0.018908469583333334
wind_offshore,offshore_c,avaConv,d082,0.00011989220833333334
wind_offshore,offshore_c,avaConv,d083,0.00010015362499999997
wind_offshore,offshore_c,avaConv,d084,0.00010002025000000001
wind_offshore,offshore_c,avaConv,d085,0.00010428762499999998
wind_offshore,offshore_c,avaConv,d086,0.040576177625
wind_offshore,offshore_c,avaConv,d087,0.052619252624999995
wind_offshore,offshore_c,avaConv,d088,0.1648322104166666
wind_offshore,offshore_c,avaConv,d089,0.008946475333333334
wind_offshore,offshore_c,avaConv,d090,0.06337093258333333
wind_offshore,offshore_c,avaConv,d091,0.00010000012499999999
wind_offshore,offshore_c,avaConv,d092,0.00010684375000000002
wind_offshore,offshore_c,avaConv,d093,0.00011455741666666664
wind_offshore,offshore_c,avaConv,d094,0.0001358799999999999
wind_offshore,offshore_c,avaConv,d095,0.00012516704166666665
wind_offshore,offshore_c,avaConv,d096,0.0006013684166666667
wind_offshore,offshore_c,avaConv,d097,0.053001740500000005
wind_offshore,offshore_c,avaConv,d098,0.22063826945833329
wind_offshore,offshore_c,avaConv,d099,0.00010000091666666666
wind_offshore,offshore_c,avaConv,d100,0.00043351662500000005
wind_offshore,offshore_c,avaConv,d101,0.0048181225
wind_offshore,offshore_c,avaConv,d102,0.091032258375
wind_offshore,offshore_c,avaConv,d103,0.020230674916666663
wind_offshore,offshore_c,avaConv,d104,9.999999999999999e-5
wind_offshore,offshore_c,avaConv,d105,9.999999999999999e-5
wind_offshore,offshore_c,avaConv,d106,9.999999999999999e-5
wind_offshore,offshore_c,avaConv,d107,0.0012773629166666668
wind_offshore,offshore_c,avaConv,d108,0.0004911798750000001
wind_offshore,offshore_c,avaConv,d109,0.010393641166666669
wind_offshore,offshore_c,avaConv,d110,0.009139180375
wind_offshore,offshore_c,avaConv,d111,0.00012061766666666663
wind_offshore,offshore_c,avaConv,d112,0.00010075479166666672
wind_offshore,offshore_c,avaConv,d113,0.00011039729166666667
wind_offshore,offshore_c,avaConv,d114,0.00010206733333333337
wind_offshore,offshore_c,avaConv,d115,0.00010012287499999999
wind_offshore,offshore_c,avaConv,d116,0.00010009266666666666
wind_offshore,offshore_c,avaConv,d117,0.00010000108333333334
wind_offshore,offshore_c,avaConv,d118,0.004990219583333333
wind_offshore,offshore_c,avaConv,d119,0.00010012270833333335
wind_offshore,offshore_c,avaConv,d120,0.03448992875
wind_offshore,offshore_c,avaConv,d121,0.024984028374999984
wind_offshore,offshore_c,avaConv,d122,9.999999999999999e-5
wind_offshore,offshore_c,avaConv,d123,0.00017879337500000003
wind_offshore,offshore_c,avaConv,d124,0.00011067741666666665
wind_offshore,offshore_c,avaConv,d125,9.999999999999999e-5
wind_offshore,offshore_c,avaConv,d126,0.0001442800416666667
wind_offshore,offshore_c,avaConv,d127,0.0118347325
wind_offshore,offshore_c,avaConv,d128,0.017732442958333334
wind_offshore,offshore_c,avaConv,d129,0.009339194833333331
wind_offshore,offshore_c,avaConv,d130,0.0028991218333333335
wind_offshore,offshore_c,avaConv,d131,0.0023047829583333337
wind_offshore,offshore_c,avaConv,d132,0.008290880958333335
wind_offshore,offshore_c,avaConv,d133,0.0009927664166666662
wind_offshore,offshore_c,avaConv,d134,0.000449989875
wind_offshore,offshore_c,avaConv,d135,0.004059038333333333
wind_offshore,offshore_c,avaConv,d136,0.008417958166666668
wind_offshore,offshore_c,avaConv,d137,0.00011914154166666667
wind_offshore,offshore_c,avaConv,d138,0.0002004890833333334
wind_offshore,offshore_c,avaConv,d139,9.999999999999999e-5
wind_offshore,offshore_c,avaConv,d140,0.00010000008333333333
wind_offshore,offshore_c,avaConv,d141,0.00026823075000000015
wind_offshore,offshore_c,avaConv,d142,0.00010476237499999998
wind_offshore,offshore_c,avaConv,d143,0.00010000299999999998
wind_offshore,offshore_c,avaConv,d144,0.00025707687500000004
wind_offshore,offshore_c,avaConv,d145,0.00018148666666666666
wind_offshore,offshore_c,avaConv,d146,9.999999999999999e-5
wind_offshore,offshore_c,avaConv,d147,9.999999999999999e-5
wind_offshore,offshore_c,avaConv,d148,9.999999999999999e-5
wind_offshore,offshore_c,avaConv,d149,0.00010003225000000004
wind_offshore,offshore_c,avaConv,d150,0.0030795798333333336
wind_offshore,offshore_c,avaConv,d151,0.04370518016666666
wind_offshore,offshore_c,avaConv,d152,0.0029136310833333336
wind_offshore,offshore_c,avaConv,d153,0.003288018583333333
wind_offshore,offshore_c,avaConv,d154,0.0007356415416666665
wind_offshore,offshore_c,avaConv,d155,0.00010000233333333333
wind_offshore,offshore_c,avaConv,d156,9.999999999999999e-5
wind_offshore,offshore_c,avaConv,d157,9.999999999999999e-5
wind_offshore,offshore_c,avaConv,d158,9.999999999999999e-5
wind_offshore,offshore_c,avaConv,d159,0.00010000008333333333
wind_offshore,offshore_c,avaConv,d160,0.00023566145833333336
wind_offshore,offshore_c,avaConv,d161,0.00010018162500000003
wind_offshore,offshore_c,avaConv,d162,0.00011552499999999995
wind_offshore,offshore_c,avaConv,d163,9.999999999999999e-5
wind_offshore,offshore_c,avaConv,d164,0.00010059362500000001
wind_offshore,offshore_c,avaConv,d165,0.00010067670833333335
wind_offshore,offshore_c,avaConv,d166,0.00010000033333333333
wind_offshore,offshore_c,avaConv,d167,8.333333333333336e-5
wind_offshore,offshore_c,avaConv,d168,9.583333333333334e-5
wind_offshore,offshore_c,avaConv,d169,9.999999999999999e-5
wind_offshore,offshore_c,avaConv,d170,0.00010000729166666668
wind_offshore,offshore_c,avaConv,d171,0.00010017079166666665
wind_offshore,offshore_c,avaConv,d172,0.002932187791666667
wind_offshore,offshore_c,avaConv,d173,9.999999999999999e-5
wind_offshore,offshore_c,avaConv,d174,0.00010000008333333333
wind_offshore,offshore_c,avaConv,d175,0.00010085079166666665
wind_offshore,offshore_c,avaConv,d176,0.00011280149999999996
wind_offshore,offshore_c,avaConv,d177,9.999999999999999e-5
wind_offshore,offshore_c,avaConv,d178,0.00010003183333333333
wind_offshore,offshore_c,avaConv,d179,0.00010885399999999996
wind_offshore,offshore_c,avaConv,d180,0.00010097795833333336
wind_offshore,offshore_c,avaConv,d181,0.0011926887083333335
wind_offshore,offshore_c,avaConv,d182,0.0029057808750000027
wind_offshore,offshore_c,avaConv,d183,0.01281496370833333
wind_offshore,offshore_c,avaConv,d184,0.0036602988333333327
wind_offshore,offshore_c,avaConv,d185,0.0019880617916666677
wind_offshore,offshore_c,avaConv,d186,0.00010001120833333333
wind_offshore,offshore_c,avaConv,d187,0.050792952375
wind_offshore,offshore_c,avaConv,d188,0.08018968370833333
wind_offshore,offshore_c,avaConv,d189,0.00014062791666666664
wind_offshore,offshore_c,avaConv,d190,0.0041387613333333335
wind_offshore,offshore_c,avaConv,d191,0.0003063366666666668
wind_offshore,offshore_c,avaConv,d192,0.0019358005416666667
wind_offshore,offshore_c,avaConv,d193,0.018795968125000003
wind_offshore,offshore_c,avaConv,d194,0.0004577288333333331
wind_offshore,offshore_c,avaConv,d195,9.999999999999999e-5
wind_offshore,offshore_c,avaConv,d196,0.005300692
wind_offshore,offshore_c,avaConv,d197,0.0042958033750000015
