technology_1,technology_2,parameter,timestep_2,value
wind_offshore,offshore_a,avaConv,d289,0.6127902154583332
wind_offshore,offshore_a,avaConv,d290,0.4871337363333333
wind_offshore,offshore_a,avaConv,d291,0.41083139433333343
wind_offshore,offshore_a,avaConv,d292,0.5190598700000001
wind_offshore,offshore_a,avaConv,d293,0.31694895124999994
wind_offshore,offshore_a,avaConv,d294,0.6624798359583333
wind_offshore,offshore_a,avaConv,d295,0.6789892067083335
wind_offshore,offshore_a,avaConv,d296,0.4872293773750001
wind_offshore,offshore_a,avaConv,d297,0.32262124400000003
wind_offshore,offshore_a,avaConv,d298,0.4756841676666666
wind_offshore,offshore_a,avaConv,d299,0.12053599074999997
wind_offshore,offshore_a,avaConv,d300,0.48091054950000006
wind_offshore,offshore_a,avaConv,d301,0.6977528006666666
wind_offshore,offshore_a,avaConv,d302,0.7618877677083334
wind_offshore,offshore_a,avaConv,d303,0.6015989539166668
wind_offshore,offshore_a,avaConv,d304,0.15498050183333337
wind_offshore,offshore_a,avaConv,d305,0.19105052633333333
wind_offshore,offshore_a,avaConv,d306,0.7472408418333333
wind_offshore,offshore_a,avaConv,d307,0.6320398437083333
wind_offshore,offshore_a,avaConv,d308,0.34602232245833325
wind_offshore,offshore_a,avaConv,d309,0.6434786734583333
wind_offshore,offshore_a,avaConv,d310,0.346564408875
wind_offshore,offshore_a,avaConv,d311,0.4919377984166667
wind_offshore,offshore_a,avaConv,d312,0.6204459059583333
wind_offshore,offshore_a,avaConv,d313,0.29398125033333333
wind_offshore,offshore_a,avaConv,d314,0.2612928338750001
wind_offshore,offshore_a,avaConv,d315,0.319682671875
wind_offshore,offshore_a,avaConv,d316,0.30544575874999996
wind_offshore,offshore_a,avaConv,d317,0.6244369723333334
wind_offshore,offshore_a,avaConv,d318,0.46194089120833337
wind_offshore,offshore_a,avaConv,d319,0.723033203625
wind_offshore,offshore_a,avaConv,d320,0.5625909865000002
wind_offshore,offshore_a,avaConv,d321,0.6474017828333334
wind_offshore,offshore_a,avaConv,d322,0.7543414869583334
wind_offshore,offshore_a,avaConv,d323,0.7752001202083335
wind_offshore,offshore_a,avaConv,d324,0.7679900713749999
wind_offshore,offshore_a,avaConv,d325,0.7636414163333335
wind_offshore,offshore_a,avaConv,d326,0.5618361814583331
wind_offshore,offshore_a,avaConv,d327,0.6895509080833334
wind_offshore,offshore_a,avaConv,d328,0.2726238694166666
wind_offshore,offshore_a,avaConv,d329,0.31372038504166666
wind_offshore,offshore_a,avaConv,d330,0.12323225091666666
wind_offshore,offshore_a,avaConv,d331,0.5564587911666666
wind_offshore,offshore_a,avaConv,d332,0.58287544125
wind_offshore,offshore_a,avaConv,d333,0.35900284320833337
wind_offshore,offshore_a,avaConv,d334,0.5696819512083334
wind_offshore,offshore_a,avaConv,d335,0.807118326875
wind_offshore,offshore_a,avaConv,d336,0.8032556806666666
wind_offshore,offshore_a,avaConv,d337,0.5616752269166667
wind_offshore,offshore_a,avaConv,d338,0.1568997587916667
wind_offshore,offshore_a,avaConv,d339,0.13144502762500002
wind_offshore,offshore_a,avaConv,d340,0.24895606949999996
wind_offshore,offshore_a,avaConv,d341,0.23508066841666667
wind_offshore,offshore_a,avaConv,d342,0.667146432
wind_offshore,offshore_a,avaConv,d343,0.5889598769166666
wind_offshore,offshore_a,avaConv,d344,0.6914786368333333
wind_offshore,offshore_a,avaConv,d345,0.5806832605833332
wind_offshore,offshore_a,avaConv,d346,0.7099254289166667
wind_offshore,offshore_a,avaConv,d347,0.265279543625
wind_offshore,offshore_a,avaConv,d348,0.2851621355833333
wind_offshore,offshore_a,avaConv,d349,0.261811961
wind_offshore,offshore_a,avaConv,d350,0.5587752585416667
wind_offshore,offshore_a,avaConv,d351,0.2878462421666666
wind_offshore,offshore_a,avaConv,d352,0.333981533625
wind_offshore,offshore_a,avaConv,d353,0.23023350520833338
wind_offshore,offshore_a,avaConv,d354,0.13860733579166665
wind_offshore,offshore_a,avaConv,d355,0.37111299258333336
wind_offshore,offshore_a,avaConv,d356,0.7620533336666667
wind_offshore,offshore_a,avaConv,d357,0.7138313851250001
wind_offshore,offshore_a,avaConv,d358,0.7871161324166663
wind_offshore,offshore_a,avaConv,d359,0.7640640084166668
wind_offshore,offshore_a,avaConv,d360,0.7398657106666665
wind_offshore,offshore_a,avaConv,d361,0.6243846426666667
wind_offshore,offshore_a,avaConv,d362,0.692935007125
wind_offshore,offshore_a,avaConv,d363,0.3629544430416667
wind_offshore,offshore_a,avaConv,d364,0.6596126729583333
wind_offshore,offshore_a,avaConv,d365,0.7255288692083335
wind_offshore,offshore_b,avaConv,d001,0.03196990216666667
wind_offshore,offshore_b,avaConv,d002,0.58432976575
wind_offshore,offshore_b,avaConv,d003,0.46989089762499997
wind_offshore,offshore_b,avaConv,d004,0.5041850622916665
wind_offshore,offshore_b,avaConv,d005,0.4435406122500001
wind_offshore,offshore_b,avaConv,d006,0.44784684754166665
wind_offshore,offshore_b,avaConv,d007,0.5245255402083334
wind_offshore,offshore_b,avaConv,d008,0.17196508062499993
wind_offshore,offshore_b,avaConv,d009,0.053066972750000004
wind_offshore,offshore_b,avaConv,d010,0.3675591570416667
wind_offshore,offshore_b,avaConv,d011,0.012953472916666667
wind_offshore,offshore_b,avaConv,d012,0.006481956499999999
wind_offshore,offshore_b,avaConv,d013,0.05914437195833334
wind_offshore,offshore_b,avaConv,d014,0.023719954625
wind_offshore,offshore_b,avaConv,d015,0.01342948941666667
wind_offshore,offshore_b,avaConv,d016,0.067093369375
wind_offshore,offshore_b,avaConv,d017,0.041882138291666676
wind_offshore,offshore_b,avaConv,d018,0.04445874333333333
wind_offshore,offshore_b,avaConv,d019,0.099343419125
wind_offshore,offshore_b,avaConv,d020,0.0008711385416666668
wind_offshore,offshore_b,avaConv,d021,0.0023383018333333334
wind_offshore,offshore_b,avaConv,d022,0.193450499375
wind_offshore,offshore_b,avaConv,d023,0.06125466945833335
wind_offshore,offshore_b,avaConv,d024,0.3071487175
wind_offshore,offshore_b,avaConv,d025,0.3035008514583334
wind_offshore,offshore_b,avaConv,d026,0.48287457783333326
wind_offshore,offshore_b,avaConv,d027,0.33091241170833324
wind_offshore,offshore_b,avaConv,d028,0.55840121325
wind_offshore,offshore_b,avaConv,d029,0.5536578696249999
wind_offshore,offshore_b,avaConv,d030,0.5724328036666666
wind_offshore,offshore_b,avaConv,d031,0.479985112375
wind_offshore,offshore_b,avaConv,d032,0.39157180279166665
wind_offshore,offshore_b,avaConv,d033,0.17106438954166667
wind_offshore,offshore_b,avaConv,d034,0.4548441670416667
wind_offshore,offshore_b,avaConv,d035,0.09904105379166665
wind_offshore,offshore_b,avaConv,d036,0.20095829583333333
wind_offshore,offshore_b,avaConv,d037,0.5293164673333333
wind_offshore,offshore_b,avaConv,d038,0.611333242875
wind_offshore,offshore_b,avaConv,d039,0.5837184836666666
wind_offshore,offshore_b,avaConv,d040,0.32742600391666665
wind_offshore,offshore_b,avaConv,d041,0.027328660041666675
wind_offshore,offshore_b,avaConv,d042,0.020002510125
wind_offshore,offshore_b,avaConv,d043,0.00010034508333333335
wind_offshore,offshore_b,avaConv,d044,0.10319614795833333
wind_offshore,offshore_b,avaConv,d045,0.6175512690416668
wind_offshore,offshore_b,avaConv,d046,0.18322069658333331
wind_offshore,offshore_b,avaConv,d047,0.012262501041666665
wind_offshore,offshore_b,avaConv,d048,0.11940474158333335
wind_offshore,offshore_b,avaConv,d049,0.012962763208333332
wind_offshore,offshore_b,avaConv,d050,0.14657132312499999
wind_offshore,offshore_b,avaConv,d051,0.7347241310833333
wind_offshore,offshore_b,avaConv,d052,0.36214102
wind_offshore,offshore_b,avaConv,d053,0.5811523220833333
wind_offshore,offshore_b,avaConv,d054,0.37827371925000003
wind_offshore,offshore_b,avaConv,d055,0.15928959479166668
wind_offshore,offshore_b,avaConv,d056,0.02817137845833333
wind_offshore,offshore_b,avaConv,d057,0.0008136695833333335
wind_offshore,offshore_b,avaConv,d058,0.00010000054166666668
wind_offshore,offshore_b,avaConv,d059,0.00017624179166666665
wind_offshore,offshore_b,avaConv,d060,0.000128882375
wind_offshore,offshore_b,avaConv,d061,0.30042308808333335
wind_offshore,offshore_b,avaConv,d062,0.06261392308333331
wind_offshore,offshore_b,avaConv,d063,0.0010678777083333332
wind_offshore,offshore_b,avaConv,d064,0.09386954245833333
wind_offshore,offshore_b,avaConv,d065,0.0011775303333333334
wind_offshore,offshore_b,avaConv,d066,0.00029947479166666667
wind_offshore,offshore_b,avaConv,d067,0.00015640733333333336
wind_offshore,offshore_b,avaConv,d068,0.004987519416666667
wind_offshore,offshore_b,avaConv,d069,0.052828954291666674
wind_offshore,offshore_b,avaConv,d070,0.0016696749999999996
wind_offshore,offshore_b,avaConv,d071,0.00012294566666666662
wind_offshore,offshore_b,avaConv,d072,0.00010886766666666667
wind_offshore,offshore_b,avaConv,d073,0.00010101654166666665
wind_offshore,offshore_b,avaConv,d074,0.00010046466666666666
wind_offshore,offshore_b,avaConv,d075,0.001931963375
wind_offshore,offshore_b,avaConv,d076,0.0005123520416666667
wind_offshore,offshore_b,avaConv,d077,0.003173346
wind_offshore,offshore_b,avaConv,d078,0.029970370208333333
wind_offshore,offshore_b,avaConv,d079,0.11442385083333333
wind_offshore,offshore_b,avaConv,d080,0.18435377595833333
wind_offshore,offshore_b,avaConv,d081,0.2686686372083334
wind_offshore,offshore_b,avaConv,d082,0.015439571624999997
wind_offshore,offshore_b,avaConv,d083,0.005099668458333332
wind_offshore,offshore_b,avaConv,d084,0.0013172522916666668
wind_offshore,offshore_b,avaConv,d085,0.009836116458333335
wind_offshore,offshore_b,avaConv,d086,0.18022874308333328
wind_offshore,offshore_b,avaConv,d087,0.3125997225833334
wind_offshore,offshore_b,avaConv,d088,0.4840348323333333
wind_offshore,offshore_b,avaConv,d089,0.1276839470833333
wind_offshore,offshore_b,avaConv,d090,0.2443276640416667
wind_offshore,offshore_b,avaConv,d091,0.000429628875
wind_offshore,offshore_b,avaConv,d092,0.004831606666666666
wind_offshore,offshore_b,avaConv,d093,0.011781237500000001
wind_offshore,offshore_b,avaConv,d094,0.016838972750000004
wind_offshore,offshore_b,avaConv,d095,0.02460276629166667
wind_offshore,offshore_b,avaConv,d096,0.02148743591666667
wind_offshore,offshore_b,avaConv,d097,0.25573819329166664
wind_offshore,offshore_b,avaConv,d098,0.5111520184166668
wind_offshore,offshore_b,avaConv,d099,0.000818428875
wind_offshore,offshore_b,avaConv,d100,0.026246446833333336
wind_offshore,offshore_b,avaConv,d101,0.10005372274999998
